,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2016-05-03,534.25,,,,,,,,,,,0
1,2016-05-05,531.0,,,,,,,,,,,0
2,2016-05-09,529.0,BOT,9.0,525.25,2016-05-09,WEAT US EQUITY_MWEC1 COMDTY_0,ENTER,,2016-05-09,,525.25,0
3,2016-05-16,537.25,BOT,10.0,533.75,2016-05-16,WEAT US EQUITY_MWEC1 COMDTY_1,ENTER,,2016-05-16,,533.75,0
4,2016-05-17,539.25,,,,,,,,,,,0
5,2016-05-18,536.75,,,,,,,,,,,0
6,2016-05-19,528.5,,,,,,,,,,,0
7,2016-05-20,527.75,SLD,-9.0,527.5,2016-05-20,WEAT US EQUITY_MWEC1 COMDTY_0,EXIT,,2016-05-20,,527.5,0
8,2016-05-20,527.75,SLD,-10.0,527.5,2016-05-20,WEAT US EQUITY_MWEC1 COMDTY_1,EXIT,,2016-05-20,,527.5,0
9,2016-05-23,523.75,,,,,,,,,,,0
10,2016-05-24,522.0,,,,,,,,,,,0
11,2016-05-25,522.0,,,,,,,,,,,0
12,2016-05-26,534.5,,,,,,,,,,,0
13,2016-05-27,528.0,,,,,,,,,,,0
14,2016-05-31,520.25,,,,,,,,,,,0
15,2016-06-01,528.75,,,,,,,,,,,0
16,2016-06-02,532.25,,,,,,,,,,,0
17,2016-06-03,539.5,BOT,9.0,532.5,2016-06-03,WEAT US EQUITY_MWEC1 COMDTY_2,ENTER,,2016-06-03,,532.5,0
18,2016-06-06,546.25,,,,,,,,,,,0
19,2016-06-07,546.25,,,,,,,,,,,0
20,2016-06-08,555.5,,,,,,,,,,,0
21,2016-06-09,554.0,,,,,,,,,,,0
22,2016-06-10,538.5,SLD,-9.0,553.25,2016-06-10,WEAT US EQUITY_MWEC1 COMDTY_2,EXIT,,2016-06-10,,553.25,0
23,2016-06-13,540.25,,,,,,,,,,,0
24,2016-06-14,532.75,,,,,,,,,,,0
25,2016-06-15,530.5,,,,,,,,,,,0
26,2016-06-16,529.25,,,,,,,,,,,0
27,2016-06-17,539.75,,,,,,,,,,,0
28,2016-06-20,533.75,,,,,,,,,,,0
29,2016-06-21,524.75,,,,,,,,,,,0
30,2016-06-22,525.25,,,,,,,,,,,0
31,2016-06-23,521.5,,,,,,,,,,,0
32,2016-06-24,517.75,BOT,10.0,521.5,2016-06-24,WEAT US EQUITY_MWEC1 COMDTY_3,ENTER,,2016-06-24,,521.5,0
33,2016-06-27,506.5,,,,,,,,,,,0
34,2016-06-28,501.25,,,,,,,,,,,0
35,2016-06-29,492.75,,,,,,,,,,,0
36,2016-06-30,495.25,,,,,,,,,,,0
37,2016-07-01,489.25,BOT,10.0,492.25,2016-07-01,WEAT US EQUITY_MWEC1 COMDTY_4,ENTER,,2016-07-01,,492.25,0
38,2016-07-06,497.0,,,,,,,,,,,0
39,2016-07-07,486.0,,,,,,,,,,,0
40,2016-07-08,497.75,SLD,-10.0,497.75,2016-07-08,WEAT US EQUITY_MWEC1 COMDTY_3,EXIT,,2016-07-08,,497.75,0
41,2016-07-08,497.75,SLD,-10.0,497.75,2016-07-08,WEAT US EQUITY_MWEC1 COMDTY_4,EXIT,,2016-07-08,,497.75,0
42,2016-07-11,487.75,,,,,,,,,,,0
43,2016-07-15,496.75,,,,,,,,,,,0
44,2016-07-18,498.0,,,,,,,,,,,0
45,2016-07-19,488.0,,,,,,,,,,,0
46,2016-07-20,485.0,,,,,,,,,,,0
47,2016-07-21,486.25,,,,,,,,,,,0
48,2016-07-22,495.25,BOT,10.0,486.0,2016-07-22,WEAT US EQUITY_MWEC1 COMDTY_5,ENTER,,2016-07-22,,486.0,0
49,2016-07-25,497.0,,,,,,,,,,,0
50,2016-07-26,486.5,,,,,,,,,,,0
51,2016-07-27,488.25,,,,,,,,,,,0
52,2016-07-28,486.75,,,,,,,,,,,0
53,2016-07-29,488.25,BOT,10.0,486.0,2016-07-29,WEAT US EQUITY_MWEC1 COMDTY_6,ENTER,,2016-07-29,,486.0,0
54,2016-08-01,484.75,,,,,,,,,,,0
55,2016-08-02,486.5,,,,,,,,,,,0
56,2016-08-03,492.5,,,,,,,,,,,0
