,PX_HIGH,PX_LAST,PX_OPEN,PX_LOW,PX_VOLUME,TR.TSVWAP,date,dates,pxs,totalcost,end_capital,investment_mv,unrealized_gl,realized_gl,total_gl,dailyreturn,win,loss,realized_before_commission,realized_return_pertrade,holding,long_mv,short_mv,cashflow,net_mv,gross_mv,dailyreturn_realized_percent,dailyreturn_total_percent,realized_return,total_return
0,7.2,6.98,7.2,6.9,679916.0,7.0151,2021-05-03,2021-05-03,6.98,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,7.08,7.03,6.98,6.96,487160.0,7.0156,2021-05-04,2021-05-04,7.03,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,7.2,7.18,7.0,7.0,426098.0,7.1367,2021-05-05,2021-05-05,7.18,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,7.32,7.32,7.14,7.085,559413.0,7.2359,2021-05-06,2021-05-06,7.32,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,7.42,7.36,7.38,7.21,688443.0,7.3239,2021-05-07,2021-05-07,7.36,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,7.25,7.06,7.23,7.05,974579.0,7.1187,2021-05-10,2021-05-10,7.06,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,7.25,7.19,7.09,7.09,541101.0,7.187,2021-05-11,2021-05-11,7.19,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,7.17,7.08,7.15,7.02,712342.0,7.098,2021-05-12,2021-05-12,7.08,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,7.01,6.845,6.96,6.705,1392675.0,6.8566,2021-05-13,2021-05-13,6.845,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,7.0,6.83,6.95,6.8,538483.0,6.866,2021-05-14,2021-05-14,6.83,10319.75,139680.25,10276.0,-43.75,0.0,-43.75,-43.75,0,0,0.0,0.0,2,10276.0,0.0,-10319.75,10276.0,10276.0,0.0,-0.0022887412057243143,0.0,-0.0022887412057243143
10,6.825,6.8,6.77,6.7212,455045.0,6.7672,2021-05-17,2021-05-17,6.8,19343.0,230657.0,18801.0,-542.0,0.0,-542.0,-498.25,0,0,0.0,0.0,4,18801.0,0.0,-9023.25,18801.0,18801.0,0.0,-0.02606549270290605,0.0,-0.02606549270290605
11,6.95,6.795,6.83,6.75,483521.0,6.833,2021-05-18,2021-05-18,6.795,19343.0,230657.0,18749.5,-593.5,0.0,-593.5,-51.5,0,0,0.0,0.0,4,18749.5,0.0,0.0,18749.5,18749.5,0.0,-0.002694175362166907,0.0,-0.002694175362166907
12,6.715,6.66,6.65,6.57,771373.0,6.6463,2021-05-19,2021-05-19,6.66,19343.0,230657.0,18300.5,-1042.5,0.0,-1042.5,-449.0,0,0,0.0,0.0,4,18300.5,0.0,0.0,18300.5,18300.5,0.0,-0.02348902403131925,0.0,-0.02348902403131925
13,6.7499,6.64,6.63,6.61,385415.0,6.6546,2021-05-20,2021-05-20,6.64,19343.0,230657.0,18188.75,-1154.25,0.0,-1154.25,-111.75,0,0,0.0,0.0,4,18188.75,0.0,0.0,18188.75,18188.75,0.0,-0.005846098965478677,0.0,-0.005846098965478677
14,6.6482,6.62,6.6,6.56,331499.0,6.6019,2021-05-21,2021-05-21,6.62,38859.5,211140.5,37786.5,-1073.0,0.0,-1073.0,81.25,0,0,0.0,0.0,4,37786.5,0.0,-19516.5,37786.5,37786.5,0.0,0.004250519382059441,0.0,0.004250519382059441
15,6.57,6.54,6.5,6.43,617340.0,6.5065,2021-05-24,2021-05-24,6.54,38859.5,211140.5,37083.0,-1776.5,0.0,-1776.5,-703.5,0,0,0.0,0.0,4,37083.0,0.0,0.0,37083.0,37083.0,0.0,-0.036802958588046976,0.0,-0.036802958588046976
16,6.56,6.49,6.56,6.39,455527.0,6.4745,2021-05-25,2021-05-25,6.49,38859.5,211140.5,36787.25,-2072.25,0.0,-2072.25,-295.75,0,0,0.0,0.0,4,36787.25,0.0,0.0,36787.25,36787.25,0.0,-0.015471890550696366,0.0,-0.015471890550696366
17,6.47,6.44,6.45,6.33,591703.0,6.4167,2021-05-26,2021-05-26,6.44,38859.5,211140.5,36535.0,-2324.5,0.0,-2324.5,-252.25,0,0,0.0,0.0,4,36535.0,0.0,0.0,36535.0,36535.0,0.0,-0.013196227866147619,0.0,-0.013196227866147619
18,6.725,6.68,6.53,6.51,932565.0,6.6155,2021-05-27,2021-05-27,6.68,38859.5,211140.5,38318.0,-541.5,0.0,-541.5,1783.0,0,0,0.0,0.0,4,38318.0,0.0,0.0,38318.0,38318.0,0.0,0.0932760130241475,0.0,0.0932760130241475
19,6.67,6.6,6.61,6.555,333597.0,6.611,2021-05-28,2021-05-28,6.6,29876.5,220164.0,28701.75,-1174.75,40.50000000000023,-1134.2499999999998,-592.75,4,0,40.50000000000023,0.00859664507869048,2,28701.75,0.0,9023.5,28701.75,28701.75,0.0021187204304419487,-0.03100917370727057,0.0021187204304419487,-0.03100917370727057
20,6.92,6.85,6.78,6.765,677008.0,6.8603,2021-06-01,2021-06-01,6.85,29876.5,220164.0,29919.5,43.0,0.0,43.0,1217.75,0,0,0.0,0.0,2,29919.5,0.0,0.0,29919.5,29919.5,0.0,0.06370547664618935,0.0,0.06370547664618935
21,6.938,6.86,6.9,6.79,422690.0,6.8568,2021-06-02,2021-06-02,6.86,29876.5,220164.0,29701.25,-175.25,0.0,-175.25,-218.25,0,0,0.0,0.0,2,29701.25,0.0,0.0,29701.25,29701.25,0.0,-0.011417548986270436,0.0,-0.011417548986270436
22,6.93,6.75,6.91,6.69,317509.0,6.7628,2021-06-03,2021-06-03,6.75,29876.5,220164.0,29235.25,-641.25,0.0,-641.25,-466.0,0,0,0.0,0.0,2,29235.25,0.0,0.0,29235.25,29235.25,0.0,-0.024378363471257842,0.0,-0.024378363471257842
23,6.885,6.86,6.8,6.78,293505.0,6.84,2021-06-04,2021-06-04,6.86,4731.0,244706.25,4894.5,163.5,-603.2500000000001,-439.7500000000001,201.5,0,6,-603.2500000000001,-0.12103727622781528,1,4894.5,0.0,24542.25,4894.5,4894.5,-0.03155847159664441,0.010541288067507414,-0.03155847159664441,0.010541288067507414
24,7.0,6.86,6.99,6.84,406768.0,6.8979,2021-06-07,2021-06-07,6.86,4731.0,244706.25,4729.5,-1.5,0.0,-1.5,-165.0,0,0,0.0,0.0,1,4729.5,0.0,0.0,4729.5,4729.5,0.0,-0.008631823975874557,0.0,-0.008631823975874557
25,6.99,6.9,6.92,6.85,262815.0,6.9168,2021-06-08,2021-06-08,6.9,4731.0,244706.25,4656.0,-75.0,0.0,-75.0,-73.5,0,0,0.0,0.0,1,4656.0,0.0,0.0,4656.0,4656.0,0.0,-0.0038450852256168484,0.0,-0.0038450852256168484
26,6.87,6.83,6.81,6.76,312836.0,6.8175,2021-06-09,2021-06-09,6.83,4731.0,244706.25,4618.5,-112.5,0.0,-112.5,-37.5,0,0,0.0,0.0,1,4618.5,0.0,0.0,4618.5,4618.5,0.0,-0.0019617781763351266,0.0,-0.0019617781763351266
27,6.88,6.82,6.8,6.76,339835.0,6.8267,2021-06-10,2021-06-10,6.82,4731.0,244706.25,4690.5,-40.5,0.0,-40.5,72.0,0,0,0.0,0.0,1,4690.5,0.0,0.0,4690.5,4690.5,0.0,0.003766614098563443,0.0,0.003766614098563443
28,6.84,6.8,6.75,6.69,395272.0,6.7663,2021-06-11,2021-06-11,6.8,19622.25,229815.0,19373.5,-248.75,0.0,-248.75,-208.25,0,0,0.0,0.0,3,19373.5,0.0,-14891.25,19373.5,19373.5,0.0,-0.010894408139247736,0.0,-0.010894408139247736
29,6.7699,6.71,6.57,6.55,548092.0,6.6798,2021-06-14,2021-06-14,6.71,19622.25,229815.0,18995.0,-627.25,0.0,-627.25,-378.5,0,0,0.0,0.0,3,18995.0,0.0,0.0,18995.0,18995.0,0.0,-0.019800881059809212,0.0,-0.019800881059809212
30,6.63,6.59,6.55,6.51,545656.0,6.574,2021-06-15,2021-06-15,6.59,19622.25,229815.0,18927.75,-694.5,0.0,-694.5,-67.25,0,0,0.0,0.0,3,18927.75,0.0,0.0,18927.75,18927.75,0.0,-0.0035181221962276607,0.0,-0.0035181221962276607
31,6.69,6.62,6.64,6.6,328726.0,6.6425,2021-06-16,2021-06-16,6.62,19622.25,229815.0,19159.0,-463.25,0.0,-463.25,231.25,0,0,0.0,0.0,3,19159.0,0.0,0.0,19159.0,19159.0,0.0,0.012097632087399947,0.0,0.012097632087399947
32,6.57,6.38,6.5,6.36,721964.0,6.4613,2021-06-17,2021-06-17,6.38,19622.25,229815.0,18806.75,-815.5,0.0,-815.5,-352.25,0,0,0.0,0.0,3,18806.75,0.0,0.0,18806.75,18806.75,0.0,-0.018427636336374623,0.0,-0.018427636336374623
33,6.645,6.6,6.5,6.4,442834.0,6.54,2021-06-18,2021-06-18,6.6,44725.25,204712.0,44953.0,227.75,0.0,227.75,1043.25,0,0,0.0,0.0,5,44953.0,0.0,-25103.0,44953.0,44953.0,0.0,0.054576668865643226,0.0,0.054576668865643226
34,6.68,6.6,6.49,6.4301,339544.0,6.6026,2021-06-21,2021-06-21,6.6,44725.25,204712.0,44880.0,154.75,0.0,154.75,-73.0,0,0,0.0,0.0,5,44880.0,0.0,0.0,44880.0,44880.0,0.0,-0.0038189281832657134,0.0,-0.0038189281832657134
35,6.63,6.52,6.63,6.5,191358.0,6.5571,2021-06-22,2021-06-22,6.52,44725.25,204712.0,45219.25,494.0,0.0,494.0,339.25,0,0,0.0,0.0,5,45219.25,0.0,0.0,45219.25,45219.25,0.0,0.017747553235245114,0.0,0.017747553235245114
36,6.65,6.58,6.55,6.53,236754.0,6.5808,2021-06-23,2021-06-23,6.58,44725.25,204712.0,46290.0,1564.75,0.0,1564.75,1070.75,0,0,0.0,0.0,5,46290.0,0.0,0.0,46290.0,46290.0,0.0,0.05601530619495565,0.0,0.05601530619495565
37,6.52,6.47,6.5,6.41,347750.0,6.4627,2021-06-24,2021-06-24,6.47,44725.25,204712.0,46162.0,1436.75,0.0,1436.75,-128.0,0,0,0.0,0.0,5,46162.0,0.0,0.0,46162.0,46162.0,0.0,-0.006696202841890566,0.0,-0.006696202841890566
38,6.5,6.36,6.5,6.35,450352.0,6.3812,2021-06-25,2021-06-25,6.36,34299.75,216466.75,33999.0,-300.75,1329.25,1028.5,-408.25,5,0,1329.25,0.2599315943296512,3,33999.0,0.0,11754.75,33999.0,33999.0,0.06953849709049245,-0.021357225079701746,0.06953849709049245,-0.021357225079701746
39,6.55,6.47,6.48,6.455,222356.0,6.5015,2021-06-28,2021-06-28,6.47,34299.75,216466.75,34774.0,474.25,0.0,474.25,775.0,0,0,0.0,0.0,3,34774.0,0.0,0.0,34774.0,34774.0,0.0,0.040543415644259284,0.0,0.040543415644259284
40,6.595,6.44,6.53,6.42,993066.0,6.4489,2021-06-29,2021-06-29,6.44,34299.75,216466.75,34650.25,350.5,0.0,350.5,-123.75,0,0,0.0,0.0,3,34650.25,0.0,0.0,34650.25,34650.25,0.0,-0.006473867981905918,0.0,-0.006473867981905918
41,6.77,6.77,6.43,6.33,705409.0,6.5856,2021-06-30,2021-06-30,6.77,34299.75,216466.75,36392.5,2092.75,0.0,2092.75,1742.25,0,0,0.0,0.0,3,36392.5,0.0,0.0,36392.5,36392.5,0.0,0.09114421407252998,0.0,0.09114421407252998
42,6.86,6.64,6.8,6.63,415595.0,6.7552,2021-07-01,2021-07-01,6.64,34299.75,165759.5,35461.5,1161.75,0.0,1161.75,-931.0,0,0,0.0,0.0,3,35461.5,0.0,0.0,35461.5,35461.5,0.0,-0.04870441285781341,0.0,-0.04870441285781341
43,6.657,6.52,6.65,6.48,380118.0,6.5299,2021-07-02,2021-07-02,6.52,5020.5,196262.0,5032.5,12.0,1223.25,1235.25,73.5,7,0,1223.25,0.25376400142742767,1,5032.5,0.0,30502.5,5032.5,5032.5,0.06399320411205184,0.0038450852256168484,0.06399320411205184,0.0038450852256168484
44,6.55,6.24,6.55,6.17,1140777.0,6.2394,2021-07-06,2021-07-06,6.24,5020.5,246969.25,4759.5,-261.0,0.0,-261.0,-273.0,0,0,0.0,0.0,1,4759.5,0.0,0.0,4759.5,4759.5,0.0,-0.014281745123719722,0.0,-0.014281745123719722
45,6.29,6.25,6.29,6.18,335559.0,6.2326,2021-07-07,2021-07-07,6.25,5020.5,196262.0,4848.0,-172.5,0.0,-172.5,88.5,0,0,0.0,0.0,1,4848.0,0.0,0.0,4848.0,4848.0,0.0,0.004629796496150899,0.0,0.004629796496150899
46,6.26,6.22,6.24,6.19,298059.0,6.2181,2021-07-08,2021-07-08,6.22,5020.5,196262.0,4830.0,-190.5,0.0,-190.5,-18.0,0,0,0.0,0.0,1,4830.0,0.0,0.0,4830.0,4830.0,0.0,-0.0009416535246408608,0.0,-0.0009416535246408608
47,6.22,6.17,6.2,6.125,390626.0,6.1602,2021-07-09,2021-07-09,6.17,20009.5,181273.0,20030.0,20.5,0.0,20.5,211.0,0,0,0.0,0.0,3,20030.0,0.0,-14989.0,20030.0,20030.0,0.0,0.011038271872178979,0.0,0.011038271872178979
