name,Period,R,AnnR,Sharpe,B&H,ExcessR,W/L,%Win,AV.G,AV.L,ER,MAX_D_DD,PtT,MAX_M_DD,Sortino,Beta
CHAGOI1.7_WEAT US EQUITY,1M,5.8%,86.3%,6.46,8.8%,-3.0%,5/1,83%,2.8%,0.0%,2.3%,-1.7%,-1.7%,-1.7%,10.49,0.32
CHAGOI1.7_WEAT US EQUITY,B&H,8.8%,151.9%,4.66,8.8%,0.0%,0/0,0%,0%,0%,0%,-2.2%,-4.0%,-4.0%,8.89,1
CHAGOI1.7_WEAT US EQUITY,3M,11.4%,50.9%,1.87,10.6%,0.8%,21/9,70%,2.8%,-0.5%,1.8%,-4.6%,-10.5%,-7.3%,3.18,0.66
CHAGOI1.7_WEAT US EQUITY,B&H,10.6%,46.8%,1.76,10.6%,0.0%,0/0,0%,0%,0%,0%,-3.3%,-10.3%,-5.7%,2.94,1
CHAGOI1.7_WEAT US EQUITY,ALL,32.6%,75.1%,1.87,7.7%,24.9%,40/15,73%,3.3%,-1.1%,2.1%,-4.9%,-11.6%,-11.6%,3.71,0.88
CHAGOI1.7_WEAT US EQUITY,B&H,7.7%,15.9%,0.55,7.7%,0.0%,0/0,0%,0%,0%,0%,-4.3%,-16.2%,-12.5%,0.86,1
