Unnamed: 0,dates,pxs,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,total_return,realized_return
73,2021-09-03,915.5,BOT,6.0,921.25,2021-09-03,WEAT US EQUITY_MWEC1 COMDTY_8,ENTER,,2021-09-03,,921.25,0,./Chagoi_wheat_futures_2021-05-01_2021-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,6.0,5527.5,921.25,5493.0,0,-34.5,51115.75,45622.75,51150.25,-5527.5,0,0,0.0,0.0,0.0,-34.5,-34.5,1,-0.00069,-0.00069,0.0
87,2021-09-03,715.25,SLD,-7.0,702.0,2021-09-03,WEAT US EQUITY_1KWC1 COMDTY_9,EXIT,,2021-09-03,,702.0,0,./Chagoi_wheat_futures_2021-05-01_2021-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50995.0,50995.0,46081.0,4914.0,0,1,-94.5,-0.018867924528301886,-94.5,-94.5,5.25,0,-0.00189,0.000105,-0.00189
94,2021-09-03,912.5,BOT,6.0,897.5,2021-09-03,WEAT US EQUITY_MWEC2 COMDTY_13,ENTER,,2021-09-03,,897.5,0,./Chagoi_wheat_futures_2021-05-01_2021-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,24.0,21787.5,907.8125,21900.0,0,112.5,51604.5,29704.5,35089.5,-5385.0,0,0,0.0,0.0,0.0,112.5,324.0,1,0.00225,0.00648,0.0
90,2021-09-03,714.5,BOT,7.0,702.0,2021-09-03,WEAT US EQUITY_WC1 COMDTY_9,ENTER,,2021-09-03,,702.0,0,./Chagoi_wheat_futures_2021-05-01_2021-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,7.0,4914.0,702.0,5001.5,0,87.5,50494.25,45492.75,50406.75,-4914.0,0,0,0.0,0.0,0.0,87.5,87.5,1,0.00175,0.00175,0.0
