Unnamed: 0,dates,pxs,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,total_return,realized_return
117,2022-10-18,880.25,,,,,,,,,,,0,./no_tpsl_wheat_futures_0WEAT US EQUITY/tradelog/WEAT US EQUITY_WZ3 COMDTY.csv,133.0,121442.0,913.0977443609023,117073.25,0,-4368.75,45631.25,-71442.0,-71442.0,0.0,0,0,0.0,0.0,0.0,-4368.75,-931.0,1,-0.087375,-0.01862,0.0
108,2022-10-18,956.0,,,,,,,,,,,0,./no_tpsl_wheat_futures_0WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,10.0,9721.25,972.125,9560.0,0,-161.25,48095.0,38535.0,38535.0,0.0,0,0,0.0,0.0,0.0,-161.25,7.5,1,-0.003225,0.00015,0.0
127,2022-10-18,867.75,,,,,,,,,,,0,./no_tpsl_wheat_futures_0WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,16.0,14486.75,905.421875,13884.0,0,-602.75,47541.5,33657.5,33657.5,0.0,0,0,0.0,0.0,0.0,-602.75,-176.0,1,-0.012055,-0.00352,0.0
