,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2017-05-01,452.75,,,,,,,,,,,0
1,2017-05-02,454.75,,,,,,,,,,,0
2,2017-05-03,450.5,,,,,,,,,,,0
3,2017-05-04,432.5,,,,,,,,,,,0
4,2017-05-08,432.5,,,,,,,,,,,0
5,2017-05-11,429.75,,,,,,,,,,,0
6,2017-05-12,429.0,BOT,12.0,429.0,2017-05-12,WEAT US EQUITY_1KWC1 COMDTY_0,ENTER,,2017-05-12,,429.0,0
7,2017-05-15,428.5,,,,,,,,,,,0
8,2017-05-16,424.5,,,,,,,,,,,0
9,2017-05-17,426.5,,,,,,,,,,,0
10,2017-05-18,426.0,,,,,,,,,,,0
11,2017-05-19,438.0,SLD,-12.0,426.0,2017-05-19,WEAT US EQUITY_1KWC1 COMDTY_0,EXIT,,2017-05-19,,426.0,0
12,2017-05-22,436.0,,,,,,,,,,,0
13,2017-05-23,430.5,,,,,,,,,,,0
14,2017-05-24,432.75,,,,,,,,,,,0
15,2017-05-25,431.25,,,,,,,,,,,0
16,2017-05-26,437.5,BOT,12.0,430.0,2017-05-26,WEAT US EQUITY_1KWC1 COMDTY_1,ENTER,,2017-05-26,,430.0,0
17,2017-05-30,433.25,,,,,,,,,,,0
18,2017-05-31,431.75,,,,,,,,,,,0
19,2017-06-01,430.75,,,,,,,,,,,0
20,2017-06-02,433.25,BOT,12.0,430.0,2017-06-02,WEAT US EQUITY_1KWC1 COMDTY_2,ENTER,,2017-06-02,,430.0,0
21,2017-06-05,430.0,,,,,,,,,,,0
22,2017-06-06,438.0,,,,,,,,,,,0
23,2017-06-07,446.0,,,,,,,,,,,0
24,2017-06-08,453.75,,,,,,,,,,,0
25,2017-06-09,451.5,SLD,-12.0,453.0,2017-06-09,WEAT US EQUITY_1KWC1 COMDTY_1,EXIT,,2017-06-09,,453.0,0
26,2017-06-09,451.5,SLD,-12.0,453.0,2017-06-09,WEAT US EQUITY_1KWC1 COMDTY_2,EXIT,,2017-06-09,,453.0,0
27,2017-06-12,442.75,,,,,,,,,,,0
28,2017-06-13,457.0,,,,,,,,,,,0
29,2017-06-14,457.5,,,,,,,,,,,0
30,2017-06-15,465.25,,,,,,,,,,,0
31,2017-06-16,473.5,,,,,,,,,,,0
32,2017-06-19,472.5,,,,,,,,,,,0
33,2017-06-20,474.25,,,,,,,,,,,0
34,2017-06-21,467.75,,,,,,,,,,,0
35,2017-06-22,467.75,,,,,,,,,,,0
36,2017-06-23,464.25,,,,,,,,,,,0
37,2017-06-26,453.0,,,,,,,,,,,0
38,2017-06-27,457.25,,,,,,,,,,,0
39,2017-06-28,461.5,,,,,,,,,,,0
40,2017-06-29,480.5,,,,,,,,,,,0
41,2017-06-30,511.25,,,,,,,,,,,0
42,2017-07-03,541.25,,,,,,,,,,,0
43,2017-07-05,551.25,,,,,,,,,,,0
44,2017-07-06,530.5,,,,,,,,,,,0
45,2017-07-07,526.5,,,,,,,,,,,0
46,2017-07-10,541.0,,,,,,,,,,,0
47,2017-07-11,541.0,,,,,,,,,,,0
48,2017-07-12,528.0,,,,,,,,,,,0
49,2017-07-13,499.75,,,,,,,,,,,0
50,2017-07-17,506.5,BOT,10.0,512.25,2017-07-17,WEAT US EQUITY_1KWC1 COMDTY_3,ENTER,,2017-07-17,,512.25,0
51,2017-07-18,502.75,,,,,,,,,,,0
52,2017-07-19,500.25,,,,,,,,,,,0
53,2017-07-20,503.75,,,,,,,,,,,0
54,2017-07-21,496.0,SLD,-10.0,503.75,2017-07-21,WEAT US EQUITY_1KWC1 COMDTY_3,EXIT,,2017-07-21,,503.75,0
55,2017-07-24,487.5,,,,,,,,,,,0
56,2017-07-25,472.75,,,,,,,,,,,0
57,2017-07-26,475.5,,,,,,,,,,,0
58,2017-07-27,481.0,,,,,,,,,,,0
59,2017-07-28,481.0,BOT,11.0,481.0,2017-07-28,WEAT US EQUITY_1KWC1 COMDTY_4,ENTER,,2017-07-28,,481.0,0
60,2017-07-31,474.75,,,,,,,,,,,0
61,2017-08-01,465.25,,,,,,,,,,,0
62,2017-08-02,464.5,,,,,,,,,,,0
63,2017-08-03,459.75,,,,,,,,,,,0
64,2017-08-04,459.5,SLD,-11.0,459.75,2017-08-04,WEAT US EQUITY_1KWC1 COMDTY_4,EXIT,,2017-08-04,,459.75,0
65,2017-08-07,466.75,,,,,,,,,,,0
66,2017-08-08,460.5,,,,,,,,,,,0
67,2017-08-09,463.75,,,,,,,,,,,0
68,2017-08-10,448.25,,,,,,,,,,,0
69,2017-08-11,441.25,BOT,11.0,449.5,2017-08-11,WEAT US EQUITY_1KWC1 COMDTY_5,ENTER,,2017-08-11,,449.5,0
70,2017-08-14,436.75,,,,,,,,,,,0
71,2017-08-15,426.5,,,,,,,,,,,0
72,2017-08-16,419.5,,,,,,,,,,,0
73,2017-08-17,414.25,,,,,,,,,,,0
74,2017-08-18,414.5,BOT,12.0,414.25,2017-08-18,WEAT US EQUITY_1KWC1 COMDTY_6,ENTER,,2017-08-18,,414.25,0
75,2017-08-21,407.75,,,,,,,,,,,0
76,2017-08-22,399.0,,,,,,,,,,,0
77,2017-08-23,397.75,,,,,,,,,,,0
78,2017-08-24,405.5,,,,,,,,,,,0
79,2017-08-25,404.5,SLD,-11.0,405.75,2017-08-25,WEAT US EQUITY_1KWC1 COMDTY_5,EXIT,,2017-08-25,,405.75,0
80,2017-08-25,404.5,SLD,-12.0,405.75,2017-08-25,WEAT US EQUITY_1KWC1 COMDTY_6,EXIT,,2017-08-25,,405.75,0
81,2017-08-28,396.75,,,,,,,,,,,0
82,2017-08-29,397.25,,,,,,,,,,,0
83,2017-08-30,400.25,,,,,,,,,,,0
84,2017-08-31,408.75,,,,,,,,,,,0
85,2017-09-01,412.5,,,,,,,,,,,0
86,2017-09-05,419.5,,,,,,,,,,,0
87,2017-09-06,423.25,,,,,,,,,,,0
88,2017-09-08,415.5,,,,,,,,,,,0
89,2017-09-11,409.25,,,,,,,,,,,0
90,2017-09-12,416.0,,,,,,,,,,,0
91,2017-09-13,418.25,,,,,,,,,,,0
92,2017-09-15,446.0,,,,,,,,,,,0
93,2017-09-18,442.25,,,,,,,,,,,0
94,2017-09-19,442.0,,,,,,,,,,,0
95,2017-09-20,448.0,,,,,,,,,,,0
96,2017-09-21,449.5,,,,,,,,,,,0
97,2017-09-22,450.25,,,,,,,,,,,0
98,2017-09-25,454.0,,,,,,,,,,,0
99,2017-09-26,452.25,,,,,,,,,,,0
100,2017-09-27,459.0,,,,,,,,,,,0
101,2017-09-28,453.0,,,,,,,,,,,0
102,2017-09-29,442.75,BOT,11.0,453.0,2017-09-29,WEAT US EQUITY_1KWC1 COMDTY_7,ENTER,,2017-09-29,,453.0,0
103,2017-10-02,439.25,,,,,,,,,,,0
104,2017-10-03,441.75,,,,,,,,,,,0
105,2017-10-04,436.0,,,,,,,,,,,0
106,2017-10-05,434.25,,,,,,,,,,,0
107,2017-10-06,436.75,BOT,11.0,434.25,2017-10-06,WEAT US EQUITY_1KWC1 COMDTY_8,ENTER,,2017-10-06,,434.25,0
108,2017-10-09,430.75,,,,,,,,,,,0
109,2017-10-10,431.25,,,,,,,,,,,0
110,2017-10-11,428.25,,,,,,,,,,,0
111,2017-10-12,426.25,,,,,,,,,,,0
112,2017-10-13,436.25,SLD,-11.0,426.5,2017-10-13,WEAT US EQUITY_1KWC1 COMDTY_7,EXIT,,2017-10-13,,426.5,0
113,2017-10-13,436.25,SLD,-11.0,426.5,2017-10-13,WEAT US EQUITY_1KWC1 COMDTY_8,EXIT,,2017-10-13,,426.5,0
114,2017-10-16,433.75,,,,,,,,,,,0
115,2017-10-17,433.25,,,,,,,,,,,0
116,2017-10-18,428.0,,,,,,,,,,,0
117,2017-10-19,429.25,,,,,,,,,,,0
118,2017-10-20,422.75,BOT,12.0,429.25,2017-10-20,WEAT US EQUITY_1KWC1 COMDTY_9,ENTER,,2017-10-20,,429.25,0
119,2017-10-23,433.5,,,,,,,,,,,0
120,2017-10-24,434.0,,,,,,,,,,,0
121,2017-10-25,433.5,,,,,,,,,,,0
122,2017-10-26,428.25,,,,,,,,,,,0
123,2017-10-27,425.25,SLD,-12.0,427.75,2017-10-27,WEAT US EQUITY_1KWC1 COMDTY_9,EXIT,,2017-10-27,,427.75,0
124,2017-10-30,421.75,,,,,,,,,,,0
125,2017-10-31,416.5,,,,,,,,,,,0
