,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2017-05-01,562.75,,,,,,,,,,,0
1,2017-05-02,557.5,,,,,,,,,,,0
2,2017-05-03,561.25,,,,,,,,,,,0
3,2017-05-04,547.5,,,,,,,,,,,0
4,2017-05-05,554.25,,,,,,,,,,,0
5,2017-05-08,544.75,,,,,,,,,,,0
6,2017-05-09,541.0,,,,,,,,,,,0
7,2017-05-10,545.0,,,,,,,,,,,0
8,2017-05-11,548.25,,,,,,,,,,,0
9,2017-05-12,546.5,BOT,9.0,548.5,2017-05-12,WEAT US EQUITY_MWEC2 COMDTY_0,ENTER,,2017-05-12,,548.5,0
10,2017-05-15,547.25,,,,,,,,,,,0
11,2017-05-16,546.75,,,,,,,,,,,0
12,2017-05-17,547.75,,,,,,,,,,,0
13,2017-05-18,551.5,,,,,,,,,,,0
14,2017-05-19,562.5,SLD,-9.0,551.5,2017-05-19,WEAT US EQUITY_MWEC2 COMDTY_0,EXIT,,2017-05-19,,551.5,0
15,2017-05-22,565.5,,,,,,,,,,,0
16,2017-05-23,560.25,,,,,,,,,,,0
17,2017-05-24,566.75,,,,,,,,,,,0
18,2017-05-25,567.75,,,,,,,,,,,0
19,2017-05-26,573.25,BOT,9.0,567.75,2017-05-26,WEAT US EQUITY_MWEC2 COMDTY_1,ENTER,,2017-05-26,,567.75,0
20,2017-05-30,572.0,,,,,,,,,,,0
21,2017-05-31,576.5,,,,,,,,,,,0
22,2017-06-01,582.5,,,,,,,,,,,0
23,2017-06-02,587.0,SLD,-9.0,581.0,2017-06-02,WEAT US EQUITY_MWEC2 COMDTY_1,EXIT,,2017-06-02,,581.0,0
24,2017-06-05,591.5,,,,,,,,,,,0
25,2017-06-06,600.25,,,,,,,,,,,0
26,2017-06-07,599.0,,,,,,,,,,,0
27,2017-06-08,608.5,,,,,,,,,,,0
28,2017-06-09,611.0,,,,,,,,,,,0
29,2017-06-12,606.25,,,,,,,,,,,0
30,2017-06-13,634.5,,,,,,,,,,,0
31,2017-06-14,634.5,,,,,,,,,,,0
32,2017-06-15,639.5,,,,,,,,,,,0
33,2017-06-16,647.0,,,,,,,,,,,0
34,2017-06-19,643.75,,,,,,,,,,,0
35,2017-06-20,659.25,,,,,,,,,,,0
36,2017-06-21,652.5,,,,,,,,,,,0
37,2017-06-22,661.25,,,,,,,,,,,0
38,2017-06-23,666.25,,,,,,,,,,,0
39,2017-06-26,668.75,,,,,,,,,,,0
40,2017-06-27,686.0,,,,,,,,,,,0
41,2017-06-28,708.0,,,,,,,,,,,0
42,2017-06-29,739.5,,,,,,,,,,,0
43,2017-06-30,771.75,,,,,,,,,,,0
44,2017-07-03,816.0,,,,,,,,,,,0
45,2017-07-05,819.75,,,,,,,,,,,0
46,2017-07-06,769.0,,,,,,,,,,,0
47,2017-07-07,766.75,BOT,6.0,768.0,2017-07-07,WEAT US EQUITY_MWEC2 COMDTY_2,ENTER,,2017-07-07,,768.0,0
48,2017-07-10,797.5,,,,,,,,,,,0
49,2017-07-11,796.75,,,,,,,,,,,0
50,2017-07-12,782.75,,,,,,,,,,,0
51,2017-07-13,749.5,,,,,,,,,,,0
52,2017-07-14,758.0,BOT,6.0,749.5,2017-07-14,WEAT US EQUITY_MWEC2 COMDTY_3,ENTER,,2017-07-14,,749.5,0
53,2017-07-17,770.0,,,,,,,,,,,0
54,2017-07-18,783.25,,,,,,,,,,,0
55,2017-07-19,779.5,,,,,,,,,,,0
56,2017-07-20,783.0,,,,,,,,,,,0
57,2017-07-21,773.5,SLD,-6.0,783.25,2017-07-21,WEAT US EQUITY_MWEC2 COMDTY_2,EXIT,,2017-07-21,,783.25,0
58,2017-07-21,773.5,SLD,-6.0,783.25,2017-07-21,WEAT US EQUITY_MWEC2 COMDTY_3,EXIT,,2017-07-21,,783.25,0
59,2017-07-24,758.5,,,,,,,,,,,0
60,2017-07-25,727.0,,,,,,,,,,,0
61,2017-07-26,740.0,,,,,,,,,,,0
62,2017-07-27,746.5,,,,,,,,,,,0
63,2017-07-28,751.0,BOT,7.0,746.0,2017-07-28,WEAT US EQUITY_MWEC2 COMDTY_4,ENTER,,2017-07-28,,746.0,0
64,2017-07-31,744.25,,,,,,,,,,,0
65,2017-08-01,730.75,,,,,,,,,,,0
66,2017-08-02,735.25,,,,,,,,,,,0
67,2017-08-03,726.25,,,,,,,,,,,0
68,2017-08-04,729.25,BOT,7.0,725.5,2017-08-04,WEAT US EQUITY_MWEC2 COMDTY_5,ENTER,,2017-08-04,,725.5,0
69,2017-08-07,739.0,,,,,,,,,,,0
70,2017-08-08,743.0,,,,,,,,,,,0
71,2017-08-09,745.5,,,,,,,,,,,0
72,2017-08-10,715.5,,,,,,,,,,,0
73,2017-08-11,688.25,BOT,7.0,718.25,2017-08-11,WEAT US EQUITY_MWEC2 COMDTY_6,ENTER,,2017-08-11,,718.25,0
74,2017-08-14,684.0,,,,,,,,,,,0
75,2017-08-15,670.5,,,,,,,,,,,0
76,2017-08-16,684.75,,,,,,,,,,,0
77,2017-08-17,684.25,,,,,,,,,,,0
78,2017-08-18,682.5,BOT,7.0,685.0,2017-08-18,WEAT US EQUITY_MWEC2 COMDTY_7,ENTER,,2017-08-18,,685.0,0
79,2017-08-21,669.0,,,,,,,,,,,0
80,2017-08-22,656.25,,,,,,,,,,,0
81,2017-08-23,657.0,,,,,,,,,,,0
82,2017-08-24,668.75,,,,,,,,,,,0
83,2017-08-25,669.25,SLD,-7.0,668.75,2017-08-25,WEAT US EQUITY_MWEC2 COMDTY_4,EXIT,,2017-08-25,,668.75,0
84,2017-08-25,669.25,SLD,-7.0,668.75,2017-08-25,WEAT US EQUITY_MWEC2 COMDTY_5,EXIT,,2017-08-25,,668.75,0
85,2017-08-25,669.25,SLD,-7.0,668.75,2017-08-25,WEAT US EQUITY_MWEC2 COMDTY_6,EXIT,,2017-08-25,,668.75,0
86,2017-08-25,669.25,SLD,-7.0,668.75,2017-08-25,WEAT US EQUITY_MWEC2 COMDTY_7,EXIT,,2017-08-25,,668.75,0
87,2017-08-28,664.25,,,,,,,,,,,0
88,2017-08-29,660.25,,,,,,,,,,,0
89,2017-08-30,655.75,,,,,,,,,,,0
90,2017-08-31,640.5,,,,,,,,,,,0
91,2017-09-01,631.75,BOT,8.0,640.25,2017-09-01,WEAT US EQUITY_MWEC2 COMDTY_8,ENTER,,2017-09-01,,640.25,0
92,2017-09-05,629.0,,,,,,,,,,,0
93,2017-09-06,644.5,,,,,,,,,,,0
94,2017-09-07,649.75,,,,,,,,,,,0
95,2017-09-08,646.75,SLD,-8.0,651.5,2017-09-08,WEAT US EQUITY_MWEC2 COMDTY_8,EXIT,,2017-09-08,,651.5,0
96,2017-09-11,642.25,,,,,,,,,,,0
97,2017-09-12,641.75,,,,,,,,,,,0
98,2017-09-13,643.5,,,,,,,,,,,0
99,2017-09-14,632.5,,,,,,,,,,,0
100,2017-09-15,634.75,BOT,8.0,645.5,2017-09-15,WEAT US EQUITY_MWEC2 COMDTY_9,ENTER,,2017-09-15,,645.5,0
101,2017-09-18,636.0,,,,,,,,,,,0
102,2017-09-19,631.0,,,,,,,,,,,0
103,2017-09-20,634.25,,,,,,,,,,,0
104,2017-09-21,636.0,,,,,,,,,,,0
105,2017-09-22,646.0,SLD,-8.0,637.75,2017-09-22,WEAT US EQUITY_MWEC2 COMDTY_9,EXIT,,2017-09-22,,637.75,0
106,2017-09-25,660.75,,,,,,,,,,,0
107,2017-09-26,658.75,,,,,,,,,,,0
108,2017-09-27,662.0,,,,,,,,,,,0
109,2017-09-28,656.75,,,,,,,,,,,0
110,2017-09-29,637.0,BOT,8.0,656.25,2017-09-29,WEAT US EQUITY_MWEC2 COMDTY_10,ENTER,,2017-09-29,,656.25,0
111,2017-10-02,625.0,,,,,,,,,,,0
112,2017-10-03,626.0,,,,,,,,,,,0
113,2017-10-04,623.5,,,,,,,,,,,0
114,2017-10-05,629.0,,,,,,,,,,,0
115,2017-10-06,636.75,BOT,8.0,629.0,2017-10-06,WEAT US EQUITY_MWEC2 COMDTY_11,ENTER,,2017-10-06,,629.0,0
116,2017-10-09,637.25,,,,,,,,,,,0
117,2017-10-10,631.5,,,,,,,,,,,0
118,2017-10-11,632.75,,,,,,,,,,,0
119,2017-10-12,625.0,,,,,,,,,,,0
120,2017-10-13,629.0,BOT,8.0,624.25,2017-10-13,WEAT US EQUITY_MWEC2 COMDTY_12,ENTER,,2017-10-13,,624.25,0
121,2017-10-16,623.5,,,,,,,,,,,0
122,2017-10-17,625.25,,,,,,,,,,,0
123,2017-10-18,624.25,,,,,,,,,,,0
124,2017-10-19,629.5,,,,,,,,,,,0
125,2017-10-20,624.25,BOT,8.0,629.0,2017-10-20,WEAT US EQUITY_MWEC2 COMDTY_13,ENTER,,2017-10-20,,629.0,0
126,2017-10-23,627.75,,,,,,,,,,,0
127,2017-10-24,632.0,,,,,,,,,,,0
128,2017-10-25,633.25,,,,,,,,,,,0
129,2017-10-26,632.5,,,,,,,,,,,0
130,2017-10-27,628.5,SLD,-8.0,632.0,2017-10-27,WEAT US EQUITY_MWEC2 COMDTY_10,EXIT,,2017-10-27,,632.0,0
131,2017-10-27,628.5,SLD,-8.0,632.0,2017-10-27,WEAT US EQUITY_MWEC2 COMDTY_11,EXIT,,2017-10-27,,632.0,0
132,2017-10-27,628.5,SLD,-8.0,632.0,2017-10-27,WEAT US EQUITY_MWEC2 COMDTY_12,EXIT,,2017-10-27,,632.0,0
133,2017-10-27,628.5,SLD,-8.0,632.0,2017-10-27,WEAT US EQUITY_MWEC2 COMDTY_13,EXIT,,2017-10-27,,632.0,0
134,2017-10-30,631.25,,,,,,,,,,,0
135,2017-10-31,626.75,,,,,,,,,,,0
