,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2017-05-01,515.6,,,,,,,,,,,0
1,2017-05-02,520.8,,,,,,,,,,,0
2,2017-05-03,522.6,,,,,,,,,,,0
3,2017-05-04,522.8,,,,,,,,,,,0
4,2017-05-05,525.8,,,,,,,,,,,0
5,2017-05-08,525.5,,,,,,,,,,,0
6,2017-05-09,527.6,,,,,,,,,,,0
7,2017-05-10,519.9,,,,,,,,,,,0
8,2017-05-11,519.3,,,,,,,,,,,0
9,2017-05-12,523.9,BOT,10.0,519.3,2017-05-12,WEAT US EQUITY_RSC2 COMDTY_0,ENTER,,2017-05-12,,519.3,0
10,2017-05-15,504.5,,,,,,,,,,,0
11,2017-05-16,506.1,,,,,,,,,,,0
12,2017-05-17,505.9,,,,,,,,,,,0
13,2017-05-18,498.5,,,,,,,,,,,0
14,2017-05-19,499.9,BOT,10.0,498.0,2017-05-19,WEAT US EQUITY_RSC2 COMDTY_1,ENTER,,2017-05-19,,498.0,0
15,2017-05-23,501.2,,,,,,,,,,,0
16,2017-05-24,498.3,,,,,,,,,,,0
17,2017-05-25,493.9,,,,,,,,,,,0
18,2017-05-26,489.8,BOT,10.0,493.0,2017-05-26,WEAT US EQUITY_RSC2 COMDTY_2,ENTER,,2017-05-26,,493.0,0
19,2017-05-30,483.0,,,,,,,,,,,0
20,2017-05-31,482.1,,,,,,,,,,,0
21,2017-06-01,478.8,,,,,,,,,,,0
22,2017-06-02,481.4,BOT,10.0,478.8,2017-06-02,WEAT US EQUITY_RSC2 COMDTY_3,ENTER,,2017-06-02,,478.8,0
23,2017-06-05,484.8,,,,,,,,,,,0
24,2017-06-06,488.7,,,,,,,,,,,0
25,2017-06-07,489.6,,,,,,,,,,,0
26,2017-06-08,495.5,,,,,,,,,,,0
27,2017-06-09,494.9,SLD,-10.0,495.2,2017-06-09,WEAT US EQUITY_RSC2 COMDTY_0,EXIT,,2017-06-09,,495.2,0
28,2017-06-09,494.9,SLD,-10.0,495.2,2017-06-09,WEAT US EQUITY_RSC2 COMDTY_1,EXIT,,2017-06-09,,495.2,0
29,2017-06-09,494.9,SLD,-10.0,495.2,2017-06-09,WEAT US EQUITY_RSC2 COMDTY_2,EXIT,,2017-06-09,,495.2,0
30,2017-06-09,494.9,SLD,-10.0,495.2,2017-06-09,WEAT US EQUITY_RSC2 COMDTY_3,EXIT,,2017-06-09,,495.2,0
31,2017-06-12,492.2,,,,,,,,,,,0
32,2017-06-13,484.5,,,,,,,,,,,0
33,2017-06-14,481.8,,,,,,,,,,,0
34,2017-06-15,485.9,,,,,,,,,,,0
35,2017-06-16,488.2,BOT,10.0,486.0,2017-06-16,WEAT US EQUITY_RSC2 COMDTY_4,ENTER,,2017-06-16,,486.0,0
36,2017-06-19,489.7,,,,,,,,,,,0
37,2017-06-20,483.4,,,,,,,,,,,0
38,2017-06-21,479.4,,,,,,,,,,,0
39,2017-06-22,473.4,,,,,,,,,,,0
40,2017-06-23,475.2,BOT,10.0,472.9,2017-06-23,WEAT US EQUITY_RSC2 COMDTY_5,ENTER,,2017-06-23,,472.9,0
41,2017-06-26,474.1,,,,,,,,,,,0
42,2017-06-27,478.1,,,,,,,,,,,0
43,2017-06-28,482.1,,,,,,,,,,,0
44,2017-06-29,484.4,,,,,,,,,,,0
45,2017-06-30,498.0,SLD,-10.0,484.4,2017-06-30,WEAT US EQUITY_RSC2 COMDTY_4,EXIT,,2017-06-30,,484.4,0
46,2017-06-30,498.0,SLD,-10.0,484.4,2017-06-30,WEAT US EQUITY_RSC2 COMDTY_5,EXIT,,2017-06-30,,484.4,0
47,2017-07-05,510.8,,,,,,,,,,,0
