,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2015-05-01,520.25,,,,,,,,,,,0
1,2015-05-05,513.25,,,,,,,,,,,0
2,2015-05-15,561.25,,,,,,,,,,,0
3,2015-05-18,574.5,,,,,,,,,,,0
4,2015-05-19,564.25,,,,,,,,,,,0
5,2015-05-20,568.25,,,,,,,,,,,0
6,2015-05-21,578.25,,,,,,,,,,,0
7,2015-05-22,568.75,,,,,,,,,,,0
8,2015-05-26,553.25,,,,,,,,,,,0
9,2015-05-27,545.75,,,,,,,,,,,0
10,2015-05-28,547.0,,,,,,,,,,,0
11,2015-05-29,530.75,,,,,,,,,,,0
12,2015-06-01,548.0,,,,,,,,,,,0
13,2015-06-02,571.25,,,,,,,,,,,0
14,2015-06-03,563.0,,,,,,,,,,,0
15,2015-06-04,575.75,,,,,,,,,,,0
16,2015-06-05,571.5,,,,,,,,,,,0
17,2015-06-08,580.5,,,,,,,,,,,0
18,2015-06-09,582.75,,,,,,,,,,,0
19,2015-06-10,567.0,,,,,,,,,,,0
20,2015-06-11,562.75,,,,,,,,,,,0
21,2015-06-12,561.25,BOT,9.0,562.0,2015-06-12,WEAT US EQUITY_MWEC1 COMDTY_0,ENTER,,2015-06-12,,562.0,0
22,2015-06-15,545.5,,,,,,,,,,,0
23,2015-06-16,547.5,,,,,,,,,,,0
24,2015-06-17,547.75,,,,,,,,,,,0
25,2015-06-18,539.75,,,,,,,,,,,0
26,2015-06-19,543.0,SLD,-9.0,539.75,2015-06-19,WEAT US EQUITY_MWEC1 COMDTY_0,EXIT,,2015-06-19,,539.75,0
27,2015-06-22,553.0,,,,,,,,,,,0
28,2015-06-23,569.75,,,,,,,,,,,0
29,2015-06-24,563.75,,,,,,,,,,,0
30,2015-06-25,574.5,,,,,,,,,,,0
31,2015-06-26,595.75,,,,,,,,,,,0
32,2015-06-29,604.0,,,,,,,,,,,0
33,2015-06-30,622.25,,,,,,,,,,,0
34,2015-07-01,607.5,,,,,,,,,,,0
35,2015-07-02,606.25,,,,,,,,,,,0
36,2015-07-06,618.75,,,,,,,,,,,0
37,2015-07-07,609.75,,,,,,,,,,,0
38,2015-07-08,608.0,,,,,,,,,,,0
39,2015-07-13,586.5,,,,,,,,,,,0
40,2015-07-15,589.5,,,,,,,,,,,0
41,2015-07-16,582.0,,,,,,,,,,,0
42,2015-07-17,574.75,,,,,,,,,,,0
43,2015-07-20,559.0,,,,,,,,,,,0
44,2015-07-21,556.5,,,,,,,,,,,0
45,2015-07-22,548.0,,,,,,,,,,,0
46,2015-07-23,552.75,,,,,,,,,,,0
47,2015-07-24,545.0,BOT,9.0,552.75,2015-07-24,WEAT US EQUITY_MWEC1 COMDTY_1,ENTER,,2015-07-24,,552.75,0
48,2015-07-27,537.0,,,,,,,,,,,0
49,2015-07-28,540.25,,,,,,,,,,,0
50,2015-07-29,529.5,,,,,,,,,,,0
51,2015-07-30,526.75,,,,,,,,,,,0
52,2015-07-31,523.5,BOT,9.0,526.75,2015-07-31,WEAT US EQUITY_MWEC1 COMDTY_2,ENTER,,2015-07-31,,526.75,0
53,2015-08-03,517.0,,,,,,,,,,,0
54,2015-08-04,513.75,,,,,,,,,,,0
55,2015-08-05,515.5,,,,,,,,,,,0
56,2015-08-06,518.5,,,,,,,,,,,0
57,2015-08-07,525.0,SLD,-9.0,518.0,2015-08-07,WEAT US EQUITY_MWEC1 COMDTY_1,EXIT,,2015-08-07,,518.0,0
58,2015-08-07,525.0,SLD,-9.0,518.0,2015-08-07,WEAT US EQUITY_MWEC1 COMDTY_2,EXIT,,2015-08-07,,518.0,0
59,2015-08-10,534.25,,,,,,,,,,,0
60,2015-08-11,519.25,,,,,,,,,,,0
61,2015-08-12,509.5,,,,,,,,,,,0
