,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
84,2015-08-28,482.1,,,,,,,,,,,0
85,2015-08-31,479.8,,,,,,,,,,,0
86,2015-09-01,472.7,,,,,,,,,,,0
87,2015-09-02,471.6,,,,,,,,,,,0
88,2015-09-03,463.4,,,,,,,,,,,0
89,2015-09-04,459.4,2015-09-04,BOT,11.0,463.0,WEAT US EQUITY_RSC2 COMDTY_10,ENTER,,2015-09-04,,463.0,0
90,2015-09-08,466.2,,,,,,,,,,,0
91,2015-09-09,468.9,,,,,,,,,,,0
92,2015-09-10,470.3,,,,,,,,,,,0
93,2015-09-11,473.1,2015-09-11,SLD,-11.0,470.9,WEAT US EQUITY_RSC2 COMDTY_10,EXIT,,2015-09-11,,470.9,0
94,2015-09-14,475.4,,,,,,,,,,,0
95,2015-09-15,475.8,,,,,,,,,,,0
96,2015-09-16,477.7,,,,,,,,,,,0
97,2015-09-17,475.2,,,,,,,,,,,0
98,2015-09-18,470.1,2015-09-18,BOT,11.0,476.3,WEAT US EQUITY_RSC2 COMDTY_11,ENTER,,2015-09-18,,476.3,0
99,2015-09-21,473.4,,,,,,,,,,,0
100,2015-09-22,469.6,,,,,,,,,,,0
101,2015-09-23,471.2,,,,,,,,,,,0
102,2015-09-24,476.7,,,,,,,,,,,0
103,2015-09-25,481.5,2015-09-25,SLD,-11.0,476.6,WEAT US EQUITY_RSC2 COMDTY_11,EXIT,,2015-09-25,,476.6,0
104,2015-09-28,478.8,,,,,,,,,,,0
105,2015-09-29,481.9,,,,,,,,,,,0
106,2015-09-30,481.0,,,,,,,,,,,0
107,2015-10-01,476.2,,,,,,,,,,,0
108,2015-10-02,476.9,2015-10-02,BOT,10.0,476.2,WEAT US EQUITY_RSC2 COMDTY_12,ENTER,,2015-10-02,,476.2,0
109,2015-10-05,477.7,,,,,,,,,,,0
110,2015-10-06,481.9,,,,,,,,,,,0
111,2015-10-07,479.4,,,,,,,,,,,0
112,2015-10-08,475.0,,,,,,,,,,,0
113,2015-10-09,474.4,2015-10-09,SLD,-10.0,476.0,WEAT US EQUITY_RSC2 COMDTY_12,EXIT,,2015-10-09,,476.0,0
114,2015-10-13,482.9,,,,,,,,,,,0
115,2015-10-14,480.4,,,,,,,,,,,0
116,2015-10-15,474.9,,,,,,,,,,,0
117,2015-10-16,477.1,2015-10-16,BOT,10.0,475.4,WEAT US EQUITY_RSC2 COMDTY_13,ENTER,,2015-10-16,,475.4,0
118,2015-10-19,476.2,,,,,,,,,,,0
119,2015-10-20,478.3,,,,,,,,,,,0
120,2015-10-21,482.4,,,,,,,,,,,0
121,2015-10-22,481.2,,,,,,,,,,,0
122,2015-10-23,483.3,2015-10-23,SLD,-10.0,481.0,WEAT US EQUITY_RSC2 COMDTY_13,EXIT,,2015-10-23,,481.0,0
123,2015-10-26,474.7,,,,,,,,,,,0
124,2015-10-27,476.2,,,,,,,,,,,0
125,2015-10-28,474.5,,,,,,,,,,,0
126,2015-10-29,471.2,,,,,,,,,,,0
127,2015-10-30,473.4,2015-10-30,BOT,11.0,471.2,WEAT US EQUITY_RSC2 COMDTY_14,ENTER,,2015-10-30,,471.2,0
