,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2015-05-01,447.2,2015-05-01,BOT,11.0,446.5,WEAT US EQUITY_RSC2 COMDTY_0,ENTER,,2015-05-01,,446.5,0
1,2015-05-04,457.3,,,,,,,,,,,0
2,2015-05-05,458.8,,,,,,,,,,,0
3,2015-05-06,455.4,,,,,,,,,,,0
4,2015-05-07,456.7,,,,,,,,,,,0
5,2015-05-08,458.1,2015-05-08,SLD,-11.0,456.2,WEAT US EQUITY_RSC2 COMDTY_0,EXIT,,2015-05-08,,456.2,0
6,2015-05-11,457.8,,,,,,,,,,,0
7,2015-05-12,452.7,,,,,,,,,,,0
8,2015-05-13,454.5,,,,,,,,,,,0
9,2015-05-14,456.2,,,,,,,,,,,0
10,2015-05-15,449.2,2015-05-15,BOT,11.0,450.0,WEAT US EQUITY_RSC2 COMDTY_1,ENTER,,2015-05-15,,450.0,0
11,2015-05-19,453.3,,,,,,,,,,,0
12,2015-05-20,451.2,,,,,,,,,,,0
13,2015-05-21,455.3,,,,,,,,,,,0
14,2015-05-22,454.9,2015-05-22,SLD,-11.0,455.8,WEAT US EQUITY_RSC2 COMDTY_1,EXIT,,2015-05-22,,455.8,0
15,2015-05-26,457.9,,,,,,,,,,,0
16,2015-05-27,460.0,,,,,,,,,,,0
17,2015-05-28,457.6,,,,,,,,,,,0
18,2015-05-29,465.6,2015-05-29,BOT,11.0,457.2,WEAT US EQUITY_RSC2 COMDTY_2,ENTER,,2015-05-29,,457.2,0
19,2015-06-01,481.3,,,,,,,,,,,0
20,2015-06-02,479.6,,,,,,,,,,,0
21,2015-06-03,488.6,,,,,,,,,,,0
22,2015-06-04,494.7,,,,,,,,,,,0
23,2015-06-05,495.5,2015-06-05,SLD,-11.0,492.9,WEAT US EQUITY_RSC2 COMDTY_2,EXIT,,2015-06-05,,492.9,0
24,2015-06-08,494.9,,,,,,,,,,,0
25,2015-06-09,489.9,,,,,,,,,,,0
26,2015-06-10,488.9,,,,,,,,,,,0
27,2015-06-11,487.4,,,,,,,,,,,0
28,2015-06-12,483.2,2015-06-12,BOT,10.0,487.5,WEAT US EQUITY_RSC2 COMDTY_3,ENTER,,2015-06-12,,487.5,0
29,2015-06-15,479.9,,,,,,,,,,,0
30,2015-06-16,489.4,,,,,,,,,,,0
31,2015-06-17,496.2,,,,,,,,,,,0
32,2015-06-18,493.9,,,,,,,,,,,0
33,2015-06-19,502.7,2015-06-19,SLD,-10.0,493.2,WEAT US EQUITY_RSC2 COMDTY_3,EXIT,,2015-06-19,,493.2,0
34,2015-06-22,515.5,,,,,,,,,,,0
35,2015-06-23,513.1,,,,,,,,,,,0
36,2015-06-24,518.3,,,,,,,,,,,0
37,2015-06-25,525.6,,,,,,,,,,,0
38,2015-06-26,523.6,2015-06-26,BOT,10.0,524.9,WEAT US EQUITY_RSC2 COMDTY_4,ENTER,,2015-06-26,,524.9,0
39,2015-06-29,520.6,,,,,,,,,,,0
40,2015-06-30,536.1,,,,,,,,,,,0
41,2015-07-02,533.1,,,,,,,,,,,0
42,2015-07-06,534.3,,,,,,,,,,,0
43,2015-07-07,523.9,,,,,,,,,,,0
44,2015-07-08,520.2,,,,,,,,,,,0
45,2015-07-09,532.1,,,,,,,,,,,0
46,2015-07-10,534.9,2015-07-10,BOT,10.0,530.1,WEAT US EQUITY_RSC2 COMDTY_5,ENTER,,2015-07-10,,530.1,0
47,2015-07-13,532.0,,,,,,,,,,,0
48,2015-07-14,525.7,,,,,,,,,,,0
49,2015-07-15,523.6,,,,,,,,,,,0
50,2015-07-16,516.5,,,,,,,,,,,0
51,2015-07-17,521.5,2015-07-17,BOT,10.0,517.7,WEAT US EQUITY_RSC2 COMDTY_6,ENTER,,2015-07-17,,517.7,0
52,2015-07-20,516.8,,,,,,,,,,,0
53,2015-07-21,520.5,,,,,,,,,,,0
54,2015-07-22,521.2,,,,,,,,,,,0
55,2015-07-23,516.9,,,,,,,,,,,0
56,2015-07-24,509.0,2015-07-24,BOT,10.0,516.3,WEAT US EQUITY_RSC2 COMDTY_7,ENTER,,2015-07-24,,516.3,0
57,2015-07-27,491.0,,,,,,,,,,,0
58,2015-07-28,492.8,,,,,,,,,,,0
59,2015-07-29,492.1,,,,,,,,,,,0
60,2015-07-30,496.5,,,,,,,,,,,0
61,2015-07-31,500.1,2015-07-31,BOT,10.0,496.7,WEAT US EQUITY_RSC2 COMDTY_8,ENTER,,2015-07-31,,496.7,0
62,2015-08-04,503.2,,,,,,,,,,,0
63,2015-08-05,500.3,,,,,,,,,,,0
64,2015-08-06,498.6,,,,,,,,,,,0
65,2015-08-07,504.3,2015-08-07,SLD,-10.0,496.5,WEAT US EQUITY_RSC2 COMDTY_4,EXIT,,2015-08-07,,496.5,0
66,2015-08-07,504.3,2015-08-07,SLD,-10.0,496.5,WEAT US EQUITY_RSC2 COMDTY_5,EXIT,,2015-08-07,,496.5,0
67,2015-08-07,504.3,2015-08-07,SLD,-10.0,496.5,WEAT US EQUITY_RSC2 COMDTY_6,EXIT,,2015-08-07,,496.5,0
68,2015-08-07,504.3,2015-08-07,SLD,-10.0,496.5,WEAT US EQUITY_RSC2 COMDTY_7,EXIT,,2015-08-07,,496.5,0
69,2015-08-07,504.3,2015-08-07,SLD,-10.0,496.5,WEAT US EQUITY_RSC2 COMDTY_8,EXIT,,2015-08-07,,496.5,0
70,2015-08-10,510.3,,,,,,,,,,,0
71,2015-08-11,506.5,,,,,,,,,,,0
72,2015-08-12,481.3,,,,,,,,,,,0
73,2015-08-13,490.8,,,,,,,,,,,0
74,2015-08-14,485.2,2015-08-14,BOT,10.0,490.0,WEAT US EQUITY_RSC2 COMDTY_9,ENTER,,2015-08-14,,490.0,0
75,2015-08-17,484.6,,,,,,,,,,,0
76,2015-08-18,473.8,,,,,,,,,,,0
77,2015-08-19,473.3,,,,,,,,,,,0
78,2015-08-20,478.3,,,,,,,,,,,0
79,2015-08-21,480.1,2015-08-21,SLD,-10.0,476.5,WEAT US EQUITY_RSC2 COMDTY_9,EXIT,,2015-08-21,,476.5,0
80,2015-08-24,478.2,,,,,,,,,,,0
81,2015-08-25,480.7,,,,,,,,,,,0
82,2015-08-26,474.2,,,,,,,,,,,0
83,2015-08-27,477.4,,,,,,,,,,,0
