,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2015-05-01,493.25,2015-05-01,BOT,10.0,490.25,WEAT US EQUITY_1KWC1 COMDTY_0,ENTER,,2015-05-01,,490.25,0
1,2015-05-04,493.75,,,,,,,,,,,0
2,2015-05-05,486.25,,,,,,,,,,,0
3,2015-05-06,501.25,,,,,,,,,,,0
4,2015-05-07,498.75,,,,,,,,,,,0
5,2015-05-08,510.5,2015-05-08,SLD,-10.0,503.75,WEAT US EQUITY_1KWC1 COMDTY_0,EXIT,,2015-05-08,,503.75,0
6,2015-05-11,509.5,,,,,,,,,,,0
7,2015-05-12,508.25,,,,,,,,,,,0
8,2015-05-15,541.75,,,,,,,,,,,0
9,2015-05-18,555.0,,,,,,,,,,,0
10,2015-05-19,540.0,,,,,,,,,,,0
11,2015-05-20,545.0,,,,,,,,,,,0
12,2015-05-21,557.75,,,,,,,,,,,0
13,2015-05-22,546.5,,,,,,,,,,,0
14,2015-05-26,524.5,,,,,,,,,,,0
15,2015-05-27,512.0,,,,,,,,,,,0
16,2015-05-28,510.25,,,,,,,,,,,0
17,2015-05-29,498.75,,,,,,,,,,,0
18,2015-06-01,514.25,,,,,,,,,,,0
19,2015-06-02,535.5,,,,,,,,,,,0
20,2015-06-03,529.25,,,,,,,,,,,0
21,2015-06-04,541.25,,,,,,,,,,,0
22,2015-06-05,535.25,,,,,,,,,,,0
23,2015-06-08,544.5,,,,,,,,,,,0
24,2015-06-09,548.25,,,,,,,,,,,0
25,2015-06-10,530.5,,,,,,,,,,,0
26,2015-06-11,523.25,,,,,,,,,,,0
27,2015-06-12,526.0,,,,,,,,,,,0
28,2015-06-15,508.75,,,,,,,,,,,0
29,2015-06-16,506.5,,,,,,,,,,,0
30,2015-06-17,505.5,,,,,,,,,,,0
31,2015-06-18,498.25,,,,,,,,,,,0
32,2015-06-19,503.25,2015-06-19,BOT,10.0,497.0,WEAT US EQUITY_1KWC1 COMDTY_1,ENTER,,2015-06-19,,497.0,0
33,2015-06-22,512.0,,,,,,,,,,,0
34,2015-06-23,530.25,,,,,,,,,,,0
35,2015-06-24,524.5,,,,,,,,,,,0
36,2015-06-25,535.25,,,,,,,,,,,0
37,2015-06-26,559.25,2015-06-26,SLD,-10.0,535.0,WEAT US EQUITY_1KWC1 COMDTY_1,EXIT,,2015-06-26,,535.0,0
38,2015-06-29,571.5,,,,,,,,,,,0
39,2015-06-30,593.25,,,,,,,,,,,0
40,2015-07-01,576.0,,,,,,,,,,,0
41,2015-07-02,576.0,,,,,,,,,,,0
42,2015-07-06,576.25,,,,,,,,,,,0
43,2015-07-07,570.75,,,,,,,,,,,0
44,2015-07-08,568.25,,,,,,,,,,,0
