,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2015-05-01,470.0,2015-05-01,BOT,10.0,469.5,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2015-05-01,,469.5,0
1,2015-05-04,469.25,,,,,,,,,,,0
2,2015-05-05,464.0,,,,,,,,,,,0
3,2015-05-06,475.75,,,,,,,,,,,0
4,2015-05-07,465.75,,,,,,,,,,,0
5,2015-05-08,476.5,2015-05-08,BOT,11.0,468.0,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2015-05-08,,468.0,0
6,2015-05-11,476.25,,,,,,,,,,,0
7,2015-05-12,479.25,,,,,,,,,,,0
8,2015-05-13,481.0,,,,,,,,,,,0
9,2015-05-14,501.75,,,,,,,,,,,0
10,2015-05-15,511.0,2015-05-15,BOT,10.0,515.0,WEAT US EQUITY_WC1 COMDTY_2,ENTER,,2015-05-15,,515.0,0
11,2015-05-18,521.75,,,,,,,,,,,0
12,2015-05-19,510.25,,,,,,,,,,,0
13,2015-05-20,513.0,,,,,,,,,,,0
14,2015-05-21,522.0,,,,,,,,,,,0
15,2015-05-22,515.25,2015-05-22,SLD,-10.0,521.5,WEAT US EQUITY_WC1 COMDTY_0,EXIT,,2015-05-22,,521.5,0
16,2015-05-22,515.25,2015-05-22,SLD,-11.0,521.5,WEAT US EQUITY_WC1 COMDTY_1,EXIT,,2015-05-22,,521.5,0
17,2015-05-22,515.25,2015-05-22,SLD,-10.0,521.5,WEAT US EQUITY_WC1 COMDTY_2,EXIT,,2015-05-22,,521.5,0
18,2015-05-26,493.5,,,,,,,,,,,0
19,2015-05-27,487.75,,,,,,,,,,,0
20,2015-05-28,488.75,,,,,,,,,,,0
21,2015-05-29,477.0,2015-05-29,BOT,10.0,488.0,WEAT US EQUITY_WC1 COMDTY_3,ENTER,,2015-05-29,,488.0,0
22,2015-06-01,493.75,,,,,,,,,,,0
23,2015-06-02,512.5,,,,,,,,,,,0
24,2015-06-03,510.75,,,,,,,,,,,0
25,2015-06-04,523.75,,,,,,,,,,,0
26,2015-06-05,517.0,2015-06-05,BOT,10.0,525.0,WEAT US EQUITY_WC1 COMDTY_4,ENTER,,2015-06-05,,525.0,0
27,2015-06-08,528.0,,,,,,,,,,,0
28,2015-06-09,532.25,,,,,,,,,,,0
29,2015-06-10,513.5,,,,,,,,,,,0
30,2015-06-11,504.25,,,,,,,,,,,0
31,2015-06-12,503.75,2015-06-12,BOT,10.0,504.0,WEAT US EQUITY_WC1 COMDTY_5,ENTER,,2015-06-12,,504.0,0
32,2015-06-15,489.25,,,,,,,,,,,0
33,2015-06-16,488.75,,,,,,,,,,,0
34,2015-06-17,491.25,,,,,,,,,,,0
35,2015-06-18,488.0,,,,,,,,,,,0
36,2015-06-19,488.5,2015-06-19,BOT,10.0,487.5,WEAT US EQUITY_WC1 COMDTY_6,ENTER,,2015-06-19,,487.5,0
37,2015-06-22,501.25,,,,,,,,,,,0
38,2015-06-23,521.5,,,,,,,,,,,0
39,2015-06-24,518.0,,,,,,,,,,,0
40,2015-06-25,532.0,,,,,,,,,,,0
41,2015-06-26,562.25,2015-06-26,BOT,10.0,532.0,WEAT US EQUITY_WC1 COMDTY_7,ENTER,,2015-06-26,,532.0,0
42,2015-06-29,580.5,,,,,,,,,,,0
43,2015-06-30,614.75,,,,,,,,,,,0
44,2015-07-01,587.5,,,,,,,,,,,0
45,2015-07-02,585.75,,,,,,,,,,,0
46,2015-07-06,588.5,,,,,,,,,,,0
47,2015-07-07,579.5,,,,,,,,,,,0
48,2015-07-08,572.25,,,,,,,,,,,0
49,2015-07-09,572.25,,,,,,,,,,,0
50,2015-07-10,581.5,2015-07-10,BOT,9.0,573.5,WEAT US EQUITY_WC1 COMDTY_9,ENTER,,2015-07-10,,573.5,0
51,2015-07-13,586.75,,,,,,,,,,,0
52,2015-07-14,583.5,,,,,,,,,,,0
53,2015-07-15,566.75,,,,,,,,,,,0
54,2015-07-16,562.25,,,,,,,,,,,0
55,2015-07-17,554.0,2015-07-17,BOT,9.0,561.75,WEAT US EQUITY_WC1 COMDTY_10,ENTER,,2015-07-17,,561.75,0
56,2015-07-20,532.75,,,,,,,,,,,0
57,2015-07-21,524.75,,,,,,,,,,,0
58,2015-07-22,516.75,,,,,,,,,,,0
59,2015-07-23,521.5,,,,,,,,,,,0
60,2015-07-24,511.75,2015-07-24,BOT,10.0,520.75,WEAT US EQUITY_WC1 COMDTY_11,ENTER,,2015-07-24,,520.75,0
61,2015-07-27,502.5,,,,,,,,,,,0
62,2015-07-28,510.75,,,,,,,,,,,0
63,2015-07-29,496.25,,,,,,,,,,,0
64,2015-07-30,496.5,,,,,,,,,,,0
65,2015-07-31,499.25,2015-07-31,BOT,10.0,496.75,WEAT US EQUITY_WC1 COMDTY_12,ENTER,,2015-07-31,,496.75,0
66,2015-08-03,499.0,,,,,,,,,,,0
67,2015-08-04,493.5,,,,,,,,,,,0
68,2015-08-05,502.0,,,,,,,,,,,0
69,2015-08-06,507.0,,,,,,,,,,,0
70,2015-08-07,510.5,2015-08-07,BOT,10.0,507.75,WEAT US EQUITY_WC1 COMDTY_13,ENTER,,2015-08-07,,507.75,0
71,2015-08-10,525.5,,,,,,,,,,,0
72,2015-08-11,507.25,,,,,,,,,,,0
73,2015-08-12,492.25,,,,,,,,,,,0
74,2015-08-13,503.25,,,,,,,,,,,0
75,2015-08-14,506.5,2015-08-14,BOT,10.0,503.25,WEAT US EQUITY_WC1 COMDTY_14,ENTER,,2015-08-14,,503.25,0
76,2015-08-17,500.5,,,,,,,,,,,0
77,2015-08-18,494.25,,,,,,,,,,,0
78,2015-08-19,496.25,,,,,,,,,,,0
79,2015-08-20,506.25,,,,,,,,,,,0
80,2015-08-21,499.5,2015-08-21,BOT,10.0,504.0,WEAT US EQUITY_WC1 COMDTY_15,ENTER,,2015-08-21,,504.0,0
81,2015-08-24,503.25,,,,,,,,,,,0
82,2015-08-25,495.0,,,,,,,,,,,0
83,2015-08-26,489.75,,,,,,,,,,,0
84,2015-08-27,484.25,,,,,,,,,,,0
85,2015-08-28,477.0,2015-08-28,BOT,10.0,484.75,WEAT US EQUITY_WC1 COMDTY_16,ENTER,,2015-08-28,,484.75,0
86,2015-08-31,482.5,,,,,,,,,,,0
87,2015-09-01,484.0,,,,,,,,,,,0
88,2015-09-02,473.0,,,,,,,,,,,0
89,2015-09-03,456.5,,,,,,,,,,,0
90,2015-09-04,457.75,2015-09-04,BOT,11.0,456.75,WEAT US EQUITY_WC1 COMDTY_17,ENTER,,2015-09-04,,456.75,0
91,2015-09-08,465.25,,,,,,,,,,,0
92,2015-09-09,462.0,,,,,,,,,,,0
93,2015-09-10,468.0,,,,,,,,,,,0
