,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
94,2015-09-11,475.5,2015-09-11,BOT,11.0,468.5,WEAT US EQUITY_WC1 COMDTY_18,ENTER,,2015-09-11,,468.5,0
95,2015-09-14,485.75,,,,,,,,,,,0
96,2015-09-15,494.75,,,,,,,,,,,0
97,2015-09-16,488.25,,,,,,,,,,,0
98,2015-09-17,481.5,,,,,,,,,,,0
99,2015-09-18,486.75,2015-09-18,BOT,10.0,481.25,WEAT US EQUITY_WC1 COMDTY_19,ENTER,,2015-09-18,,481.25,0
100,2015-09-21,496.75,,,,,,,,,,,0
101,2015-09-22,495.5,,,,,,,,,,,0
102,2015-09-23,507.5,,,,,,,,,,,0
103,2015-09-24,497.25,,,,,,,,,,,0
104,2015-09-25,507.75,2015-09-25,BOT,10.0,497.75,WEAT US EQUITY_WC1 COMDTY_20,ENTER,,2015-09-25,,497.75,0
105,2015-09-28,505.5,,,,,,,,,,,0
106,2015-09-29,503.75,,,,,,,,,,,0
107,2015-09-30,512.75,,,,,,,,,,,0
108,2015-10-01,518.25,,,,,,,,,,,0
109,2015-10-02,513.25,2015-10-02,BOT,10.0,517.75,WEAT US EQUITY_WC1 COMDTY_21,ENTER,,2015-10-02,,517.75,0
110,2015-10-05,515.5,,,,,,,,,,,0
111,2015-10-06,526.25,,,,,,,,,,,0
112,2015-10-07,516.75,,,,,,,,,,,0
113,2015-10-08,511.5,,,,,,,,,,,0
114,2015-10-09,509.25,2015-10-09,BOT,10.0,511.0,WEAT US EQUITY_WC1 COMDTY_22,ENTER,,2015-10-09,,511.0,0
115,2015-10-12,506.75,,,,,,,,,,,0
116,2015-10-13,519.0,,,,,,,,,,,0
117,2015-10-14,508.25,,,,,,,,,,,0
118,2015-10-15,502.5,,,,,,,,,,,0
119,2015-10-16,492.25,2015-10-16,BOT,10.0,502.25,WEAT US EQUITY_WC1 COMDTY_23,ENTER,,2015-10-16,,502.25,0
120,2015-10-19,485.75,,,,,,,,,,,0
121,2015-10-20,491.25,,,,,,,,,,,0
122,2015-10-21,494.75,,,,,,,,,,,0
123,2015-10-22,490.75,,,,,,,,,,,0
124,2015-10-23,490.5,2015-10-23,BOT,10.0,490.75,WEAT US EQUITY_WC1 COMDTY_24,ENTER,,2015-10-23,,490.75,0
125,2015-10-26,509.0,,,,,,,,,,,0
126,2015-10-27,509.25,,,,,,,,,,,0
127,2015-10-28,506.0,,,,,,,,,,,0
128,2015-10-29,515.0,,,,,,,,,,,0
129,2015-10-30,522.0,2015-10-30,BOT,10.0,515.25,WEAT US EQUITY_WC1 COMDTY_25,ENTER,,2015-10-30,,515.25,0
