,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2021-05-03,755.5,,,,,,,,,,,0
1,2021-05-05,779.5,,,,,,,,,,,0
2,2021-05-17,715.0,BOT,6.0,736.5,2021-05-17,WEAT US EQUITY_MWEC1 COMDTY_0,ENTER,,2021-05-17,,736.5,0
3,2021-05-18,714.0,,,,,,,,,,,0
4,2021-05-19,697.5,,,,,,,,,,,0
5,2021-05-20,695.5,,,,,,,,,,,0
6,2021-05-21,700.5,BOT,7.0,695.5,2021-05-21,WEAT US EQUITY_MWEC1 COMDTY_1,ENTER,,2021-05-21,,695.5,0
7,2021-05-24,684.75,,,,,,,,,,,0
8,2021-05-25,682.75,,,,,,,,,,,0
9,2021-05-26,680.75,,,,,,,,,,,0
10,2021-05-27,717.25,,,,,,,,,,,0
11,2021-05-28,727.5,SLD,-6.0,717.0,2021-05-28,WEAT US EQUITY_MWEC1 COMDTY_0,EXIT,,2021-05-28,,717.0,0
12,2021-05-28,727.5,SLD,-7.0,717.0,2021-05-28,WEAT US EQUITY_MWEC1 COMDTY_1,EXIT,,2021-05-28,,717.0,0
13,2021-06-01,771.5,,,,,,,,,,,0
14,2021-06-02,783.0,,,,,,,,,,,0
15,2021-06-03,777.5,,,,,,,,,,,0
16,2021-06-04,812.75,,,,,,,,,,,0
17,2021-06-07,785.0,,,,,,,,,,,0
18,2021-06-08,771.25,,,,,,,,,,,0
19,2021-06-09,764.25,,,,,,,,,,,0
20,2021-06-10,775.5,,,,,,,,,,,0
21,2021-06-11,764.75,BOT,7.0,775.0,2021-06-11,WEAT US EQUITY_MWEC1 COMDTY_2,ENTER,,2021-06-11,,775.0,0
22,2021-06-14,746.5,,,,,,,,,,,0
23,2021-06-15,747.75,,,,,,,,,,,0
24,2021-06-16,760.25,,,,,,,,,,,0
25,2021-06-17,751.25,,,,,,,,,,,0
26,2021-06-18,762.5,BOT,7.0,750.75,2021-06-18,WEAT US EQUITY_MWEC1 COMDTY_3,ENTER,,2021-06-18,,750.75,0
27,2021-06-21,764.5,,,,,,,,,,,0
28,2021-06-22,783.0,,,,,,,,,,,0
29,2021-06-23,804.75,,,,,,,,,,,0
30,2021-06-24,809.25,,,,,,,,,,,0
31,2021-06-25,822.5,SLD,-7.0,811.0,2021-06-25,WEAT US EQUITY_MWEC1 COMDTY_2,EXIT,,2021-06-25,,811.0,0
32,2021-06-25,822.5,SLD,-7.0,811.0,2021-06-25,WEAT US EQUITY_MWEC1 COMDTY_3,EXIT,,2021-06-25,,811.0,0
33,2021-06-28,842.5,,,,,,,,,,,0
34,2021-06-29,820.0,,,,,,,,,,,0
35,2021-06-30,868.75,,,,,,,,,,,0
36,2021-07-06,807.75,,,,,,,,,,,0
37,2021-07-15,894.0,BOT,6.0,873.0,2021-07-15,WEAT US EQUITY_MWEC1 COMDTY_4,ENTER,,2021-07-15,,873.0,0
38,2021-07-16,917.25,SLD,-6.0,899.0,2021-07-16,WEAT US EQUITY_MWEC1 COMDTY_4,EXIT,,2021-07-16,,899.0,0
39,2021-07-19,923.75,,,,,,,,,,,0
40,2021-07-20,916.0,,,,,,,,,,,0
41,2021-07-21,897.75,,,,,,,,,,,0
42,2021-07-22,904.0,,,,,,,,,,,0
43,2021-07-23,883.5,BOT,6.0,903.75,2021-07-23,WEAT US EQUITY_MWEC1 COMDTY_5,ENTER,,2021-07-23,,903.75,0
44,2021-07-26,878.75,,,,,,,,,,,0
45,2021-07-27,878.25,,,,,,,,,,,0
46,2021-07-28,903.75,,,,,,,,,,,0
47,2021-07-29,918.5,,,,,,,,,,,0
48,2021-07-30,904.75,SLD,-6.0,917.25,2021-07-30,WEAT US EQUITY_MWEC1 COMDTY_5,EXIT,,2021-07-30,,917.25,0
49,2021-08-02,922.75,,,,,,,,,,,0
50,2021-08-03,919.75,,,,,,,,,,,0
51,2021-08-04,903.0,,,,,,,,,,,0
52,2021-08-05,903.75,,,,,,,,,,,0
