,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2021-05-03,725.5,,,,,,,,,,,0
1,2021-05-04,737.0,,,,,,,,,,,0
2,2021-05-05,755.75,,,,,,,,,,,0
3,2021-05-06,764.25,,,,,,,,,,,0
4,2021-05-07,773.5,,,,,,,,,,,0
5,2021-05-10,742.5,,,,,,,,,,,0
6,2021-05-11,759.75,,,,,,,,,,,0
7,2021-05-12,754.75,,,,,,,,,,,0
8,2021-05-13,726.5,,,,,,,,,,,0
9,2021-05-14,727.25,BOT,7.0,730.25,2021-05-14,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2021-05-14,,730.25,0
10,2021-05-17,699.75,,,,,,,,,,,0
11,2021-05-18,698.0,,,,,,,,,,,0
12,2021-05-19,679.25,,,,,,,,,,,0
13,2021-05-20,675.25,,,,,,,,,,,0
14,2021-05-21,674.25,BOT,7.0,675.5,2021-05-21,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2021-05-21,,675.5,0
15,2021-05-24,662.25,,,,,,,,,,,0
16,2021-05-25,656.5,,,,,,,,,,,0
17,2021-05-26,648.5,,,,,,,,,,,0
18,2021-05-27,676.25,,,,,,,,,,,0
19,2021-05-28,663.5,BOT,8.0,676.0,2021-05-28,WEAT US EQUITY_WC1 COMDTY_2,ENTER,,2021-05-28,,676.0,0
20,2021-06-01,693.5,,,,,,,,,,,0
21,2021-06-02,687.5,,,,,,,,,,,0
22,2021-06-03,676.25,,,,,,,,,,,0
23,2021-06-04,687.75,SLD,-7.0,678.5,2021-06-04,WEAT US EQUITY_WC1 COMDTY_0,EXIT,,2021-06-04,,678.5,0
24,2021-06-04,687.75,SLD,-7.0,678.5,2021-06-04,WEAT US EQUITY_WC1 COMDTY_1,EXIT,,2021-06-04,,678.5,0
25,2021-06-04,687.75,SLD,-8.0,678.5,2021-06-04,WEAT US EQUITY_WC1 COMDTY_2,EXIT,,2021-06-04,,678.5,0
26,2021-06-07,680.0,,,,,,,,,,,0
27,2021-06-08,685.0,,,,,,,,,,,0
28,2021-06-09,682.25,,,,,,,,,,,0
29,2021-06-10,683.75,,,,,,,,,,,0
30,2021-06-11,680.75,BOT,7.0,682.25,2021-06-11,WEAT US EQUITY_WC1 COMDTY_3,ENTER,,2021-06-11,,682.25,0
31,2021-06-14,674.5,,,,,,,,,,,0
32,2021-06-15,661.5,,,,,,,,,,,0
33,2021-06-16,662.75,,,,,,,,,,,0
34,2021-06-17,639.0,,,,,,,,,,,0
35,2021-06-18,662.75,BOT,8.0,639.0,2021-06-18,WEAT US EQUITY_WC1 COMDTY_4,ENTER,,2021-06-18,,639.0,0
36,2021-06-21,661.5,,,,,,,,,,,0
37,2021-06-22,651.0,,,,,,,,,,,0
38,2021-06-23,661.25,,,,,,,,,,,0
39,2021-06-24,651.25,,,,,,,,,,,0
40,2021-06-25,637.0,BOT,8.0,650.5,2021-06-25,WEAT US EQUITY_WC1 COMDTY_5,ENTER,,2021-06-25,,650.5,0
41,2021-06-28,646.0,,,,,,,,,,,0
42,2021-06-29,639.75,,,,,,,,,,,0
43,2021-06-30,671.5,,,,,,,,,,,0
44,2021-07-01,658.5,,,,,,,,,,,0
45,2021-07-02,645.75,SLD,-7.0,661.0,2021-07-02,WEAT US EQUITY_WC1 COMDTY_3,EXIT,,2021-07-02,,661.0,0
46,2021-07-02,645.75,SLD,-8.0,661.0,2021-07-02,WEAT US EQUITY_WC1 COMDTY_4,EXIT,,2021-07-02,,661.0,0
47,2021-07-02,645.75,SLD,-8.0,661.0,2021-07-02,WEAT US EQUITY_WC1 COMDTY_5,EXIT,,2021-07-02,,661.0,0
48,2021-07-06,620.0,,,,,,,,,,,0
49,2021-07-07,614.75,,,,,,,,,,,0
50,2021-07-08,612.25,,,,,,,,,,,0
51,2021-07-09,608.5,BOT,8.0,608.0,2021-07-09,WEAT US EQUITY_WC1 COMDTY_6,ENTER,,2021-07-09,,608.0,0
52,2021-07-12,635.0,,,,,,,,,,,0
53,2021-07-13,628.75,,,,,,,,,,,0
54,2021-07-15,672.0,,,,,,,,,,,0
55,2021-07-16,692.5,SLD,-8.0,671.75,2021-07-16,WEAT US EQUITY_WC1 COMDTY_6,EXIT,,2021-07-16,,671.75,0
56,2021-07-19,697.75,,,,,,,,,,,0
57,2021-07-20,700.5,,,,,,,,,,,0
58,2021-07-21,710.75,,,,,,,,,,,0
59,2021-07-22,692.25,,,,,,,,,,,0
60,2021-07-23,684.0,BOT,7.0,688.0,2021-07-23,WEAT US EQUITY_WC1 COMDTY_7,ENTER,,2021-07-23,,688.0,0
61,2021-07-26,677.0,,,,,,,,,,,0
62,2021-07-27,674.5,,,,,,,,,,,0
63,2021-07-28,688.75,,,,,,,,,,,0
64,2021-07-29,705.25,,,,,,,,,,,0
65,2021-07-30,703.75,SLD,-7.0,705.0,2021-07-30,WEAT US EQUITY_WC1 COMDTY_7,EXIT,,2021-07-30,,705.0,0
66,2021-08-02,729.5,,,,,,,,,,,0
67,2021-08-03,724.5,,,,,,,,,,,0
68,2021-08-04,717.25,,,,,,,,,,,0
69,2021-08-05,712.75,,,,,,,,,,,0
70,2021-08-06,719.0,,,,,,,,,,,0
71,2021-08-09,711.25,,,,,,,,,,,0
72,2021-08-10,727.0,,,,,,,,,,,0
73,2021-08-11,727.0,,,,,,,,,,,0
74,2021-08-12,753.5,,,,,,,,,,,0
75,2021-08-13,762.25,,,,,,,,,,,0
76,2021-08-16,760.5,,,,,,,,,,,0
77,2021-08-17,734.5,,,,,,,,,,,0
78,2021-08-18,737.25,,,,,,,,,,,0
79,2021-08-19,727.5,,,,,,,,,,,0
80,2021-08-20,714.25,BOT,7.0,727.5,2021-08-20,WEAT US EQUITY_WC1 COMDTY_8,ENTER,,2021-08-20,,727.5,0
81,2021-08-23,719.75,,,,,,,,,,,0
82,2021-08-24,718.0,,,,,,,,,,,0
83,2021-08-25,711.25,,,,,,,,,,,0
84,2021-08-26,725.25,,,,,,,,,,,0
85,2021-08-27,718.5,SLD,-7.0,725.75,2021-08-27,WEAT US EQUITY_WC1 COMDTY_8,EXIT,,2021-08-27,,725.75,0
86,2021-08-30,708.75,,,,,,,,,,,0
87,2021-08-31,706.75,,,,,,,,,,,0
88,2021-09-01,701.0,,,,,,,,,,,0
89,2021-09-02,704.0,,,,,,,,,,,0
90,2021-09-03,714.5,BOT,7.0,702.0,2021-09-03,WEAT US EQUITY_WC1 COMDTY_9,ENTER,,2021-09-03,,702.0,0
91,2021-09-07,708.75,,,,,,,,,,,0
92,2021-09-08,698.25,,,,,,,,,,,0
93,2021-09-09,681.5,,,,,,,,,,,0
94,2021-09-10,675.0,BOT,7.0,682.5,2021-09-10,WEAT US EQUITY_WC1 COMDTY_10,ENTER,,2021-09-10,,682.5,0
95,2021-09-13,674.5,,,,,,,,,,,0
96,2021-09-14,685.0,,,,,,,,,,,0
97,2021-09-15,712.25,,,,,,,,,,,0
98,2021-09-16,713.0,,,,,,,,,,,0
99,2021-09-17,708.75,SLD,-7.0,713.75,2021-09-17,WEAT US EQUITY_WC1 COMDTY_9,EXIT,,2021-09-17,,713.75,0
100,2021-09-17,708.75,SLD,-7.0,713.75,2021-09-17,WEAT US EQUITY_WC1 COMDTY_10,EXIT,,2021-09-17,,713.75,0
101,2021-09-20,700.75,,,,,,,,,,,0
102,2021-09-21,690.25,,,,,,,,,,,0
103,2021-09-22,705.75,,,,,,,,,,,0
104,2021-09-23,717.75,,,,,,,,,,,0
