Unnamed: 0,dates,pxs,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,total_return,realized_return
117,2014-10-01,492.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,39.0,19781.75,507.22435897435895,19197.75,0,-584.0,47881.5,28683.75,28683.75,0.0,0,0,0.0,0.0,0.0,-584.0,68.25,1,-0.01168,0.001365,0.0
113,2014-10-01,479.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,58.0,29756.5,513.0431034482758,27782.0,0,-1974.5,44712.25,16930.25,16930.25,0.0,0,0,0.0,0.0,0.0,-1974.5,72.5,1,-0.03949,0.00145,0.0
