Unnamed: 0,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2018-05-01,532.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2018-05-02,535.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,2018-05-03,547.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,2018-05-04,535.75,BOT,9.0,547.0,2018-05-04,WEAT US EQUITY_1KWC1 COMDTY_0,ENTER,,2018-05-04,,547.0,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4923.0,547.0,4821.75,0,-101.25,49898.75,45077.0,50000.0,-4923.0,0,0,0.0,0.0,0.0,-101.25,-101.25,1,-0.002025,-0.002025,0.0
4,2018-05-07,519.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4923.0,547.0,4677.75,0,-245.25,49754.75,45077.0,45077.0,0.0,0,0,0.0,0.0,0.0,-245.25,-144.0,1,-0.004905,-0.00288,0.0
5,2018-05-11,501.75,BOT,9.0,500.0,2018-05-11,WEAT US EQUITY_1KWC1 COMDTY_1,ENTER,,2018-05-11,,500.0,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9423.0,523.5,9031.5,0,-391.5,49608.5,40577.0,45077.0,-4500.0,0,0,0.0,0.0,0.0,-391.5,-146.25,1,-0.00783,-0.002925,0.0
6,2018-05-15,509.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9423.0,523.5,9175.5,0,-247.5,49752.5,40577.0,40577.0,0.0,0,0,0.0,0.0,0.0,-247.5,144.0,1,-0.00495,0.00288,0.0
7,2018-05-16,514.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9423.0,523.5,9252.0,0,-171.0,49829.0,40577.0,40577.0,0.0,0,0,0.0,0.0,0.0,-171.0,76.5,1,-0.00342,0.00153,0.0
8,2018-05-17,519.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9423.0,523.5,9342.0,0,-81.0,49919.0,40577.0,40577.0,0.0,0,0,0.0,0.0,0.0,-81.0,90.0,1,-0.00162,0.0018,0.0
9,2018-05-18,538.75,SLD,-9.0,519.0,2018-05-18,WEAT US EQUITY_1KWC1 COMDTY_0,EXIT,,2018-05-18,,519.0,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4711.5,523.5,4848.75,0,137.25,50096.75,45248.0,40577.0,4671.0,0,1,-40.5,-0.008595988538681949,-40.5,96.75,177.75,1,0.001935,0.003555,-0.00081
10,2018-05-18,538.75,SLD,-9.0,519.0,2018-05-18,WEAT US EQUITY_1KWC1 COMDTY_1,EXIT,,2018-05-18,,519.0,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,45248.0,4671.0,0,1,-40.5,-0.008595988538681949,-40.5,-40.5,-177.75,0,-0.00081,-0.003555,-0.00081
11,2018-05-21,526.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
12,2018-05-22,540.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
13,2018-05-23,551.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,2018-05-24,549.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
15,2018-05-25,564.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
16,2018-05-29,556.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
17,2018-05-30,540.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
18,2018-05-31,542.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49919.0,49919.0,49919.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
19,2018-06-01,540.75,BOT,9.0,540.25,2018-06-01,WEAT US EQUITY_1KWC1 COMDTY_2,ENTER,,2018-06-01,,540.25,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4862.25,540.25,4866.75,0,4.5,49923.5,45056.75,49919.0,-4862.25,0,0,0.0,0.0,0.0,4.5,4.5,1,9e-05,9e-05,0.0
20,2018-06-04,521.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4862.25,540.25,4693.5,0,-168.75,49750.25,45056.75,45056.75,0.0,0,0,0.0,0.0,0.0,-168.75,-173.25,1,-0.003375,-0.003465,0.0
21,2018-06-05,529.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4862.25,540.25,4761.0,0,-101.25,49817.75,45056.75,45056.75,0.0,0,0,0.0,0.0,0.0,-101.25,67.5,1,-0.002025,0.00135,0.0
22,2018-06-06,539.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4862.25,540.25,4857.75,0,-4.5,49914.5,45056.75,45056.75,0.0,0,0,0.0,0.0,0.0,-4.5,96.75,1,-9e-05,0.001935,0.0
23,2018-06-07,544.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,9.0,4862.25,540.25,4900.5,0,38.25,49957.25,45056.75,45056.75,0.0,0,0,0.0,0.0,0.0,38.25,42.75,1,0.000765,0.000855,0.0
24,2018-06-08,538.25,BOT,9.0,547.0,2018-06-08,WEAT US EQUITY_1KWC1 COMDTY_3,ENTER,,2018-06-08,,547.0,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9785.25,543.625,9688.5,0,-96.75,49822.25,40133.75,45056.75,-4923.0,0,0,0.0,0.0,0.0,-96.75,-135.0,1,-0.001935,-0.0027,0.0
25,2018-06-11,534.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9785.25,543.625,9625.5,0,-159.75,49759.25,40133.75,40133.75,0.0,0,0,0.0,0.0,0.0,-159.75,-63.0,1,-0.003195,-0.00126,0.0
26,2018-06-12,553.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9785.25,543.625,9963.0,0,177.75,50096.75,40133.75,40133.75,0.0,0,0,0.0,0.0,0.0,177.75,337.5,1,0.003555,0.00675,0.0
27,2018-06-13,539.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9785.25,543.625,9702.0,0,-83.25,49835.75,40133.75,40133.75,0.0,0,0,0.0,0.0,0.0,-83.25,-261.0,1,-0.001665,-0.00522,0.0
28,2018-06-14,522.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,18.0,9785.25,543.625,9400.5,0,-384.75,49534.25,40133.75,40133.75,0.0,0,0,0.0,0.0,0.0,-384.75,-301.5,1,-0.007695,-0.00603,0.0
29,2018-06-15,519.75,BOT,9.0,522.25,2018-06-15,WEAT US EQUITY_1KWC1 COMDTY_4,ENTER,,2018-06-15,,522.25,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,27.0,14485.5,536.5,14033.25,0,-452.25,49466.75,35433.5,40133.75,-4700.25,0,0,0.0,0.0,0.0,-452.25,-67.5,1,-0.009045,-0.00135,0.0
30,2018-06-18,499.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,27.0,14485.5,536.5,13486.5,0,-999.0,48920.0,35433.5,35433.5,0.0,0,0,0.0,0.0,0.0,-999.0,-546.75,1,-0.01998,-0.010935,0.0
31,2018-06-19,483.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,27.0,14485.5,536.5,13041.0,0,-1444.5,48474.5,35433.5,35433.5,0.0,0,0,0.0,0.0,0.0,-1444.5,-445.5,1,-0.02889,-0.00891,0.0
32,2018-06-20,488.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,27.0,14485.5,536.5,13196.25,0,-1289.25,48629.75,35433.5,35433.5,0.0,0,0,0.0,0.0,0.0,-1289.25,155.25,1,-0.025785,0.003105,0.0
33,2018-06-21,493.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2018-05-01_2018-10-31/signal_only_2WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,27.0,14485.5,536.5,13317.75,0,-1167.75,48751.25,35433.5,35433.5,0.0,0,0,0.0,0.0,0.0,-1167.75,121.5,1,-0.023355,0.00243,0.0
