,PX_HIGH,PX_LAST,PX_OPEN,PX_LOW,PX_VOLUME,TR.TSVWAP,date,dates,pxs,totalcost,end_capital,investment_mv,unrealized_gl,realized_gl,total_gl,dailyreturn,win,loss,realized_before_commission,realized_return_pertrade,holding,long_mv,short_mv,cashflow,net_mv,gross_mv,dailyreturn_realized_percent,dailyreturn_total_percent,realized_return,total_return
69,7.2202,7.155,7.11,7.0861,97974.0,7.153,2018-08-08,2018-08-08,7.155,9945.75,244806.75,10144.25,198.5,0.0,198.5,70.75,0,0,0.0,0.0,2,10144.25,0.0,0.0,10144.25,10144.25,0.0,0.0020303031095109583,0.0,0.0020303031095109583
70,7.15,7.08,7.07,7.04,119756.0,7.096,2018-08-09,2018-08-09,7.08,9945.75,244806.75,10040.5,94.75,0.0,94.75,-103.75,0,0,0.0,0.0,2,10040.5,0.0,0.0,10040.5,10040.5,0.0,-0.002977299612887094,0.0,-0.002977299612887094
71,7.17,6.9199,7.1,6.9,355277.0,7.0274,2018-08-10,2018-08-10,6.9199,19356.0,235452.75,18786.0,-570.0,56.25,-513.75,-608.5,1,0,56.25,0.010931351114997814,3,18786.0,0.0,-9354.0,18786.0,18786.0,0.0016141985853002317,-0.017462041584981172,0.0016141985853002317,-0.017462041584981172
72,6.85,6.76,6.79,6.73,146013.0,6.7984,2018-08-13,2018-08-13,6.76,19356.0,235452.75,18242.0,-1114.0,0.0,-1114.0,-544.0,0,0,0.0,0.0,3,18242.0,0.0,0.0,18242.0,18242.0,0.0,-0.015611093873836909,0.0,-0.015611093873836909
73,6.84,6.83,6.74,6.74,172608.0,6.7758,2018-08-14,2018-08-14,6.83,19356.0,235452.75,18420.0,-936.0,0.0,-936.0,178.0,0,0,0.0,0.0,3,18420.0,0.0,0.0,18420.0,18420.0,0.0,0.0051080417454834,0.0,0.0051080417454834
74,6.78,6.7499,6.77,6.7,133633.0,6.7207,2018-08-15,2018-08-15,6.7499,19356.0,235452.75,18086.0,-1270.0,0.0,-1270.0,-334.0,0,0,0.0,0.0,3,18086.0,0.0,0.0,18086.0,18086.0,0.0,-0.009584752488716044,0.0,-0.009584752488716044
75,6.91,6.857,6.82,6.8081,452452.0,6.8537,2018-08-16,2018-08-16,6.857,19356.0,235452.75,18466.0,-890.0,0.0,-890.0,380.0,0,0,0.0,0.0,3,18466.0,0.0,0.0,18466.0,18466.0,0.0,0.010904808220694898,0.0,0.010904808220694898
76,7.05,7.05,6.94,6.94,329209.0,7.0021,2018-08-17,2018-08-17,7.05,35057.5,219551.25,35231.5,174.0,-200.0,-26.0,864.0,0,1,-200.0,-0.04258943781942078,4,35231.5,0.0,-15901.5,35231.5,35231.5,-0.005739372747734157,0.02479409027021156,-0.005739372747734157,0.02479409027021156
77,6.96,6.87,6.96,6.82,87823.0,6.8639,2018-08-20,2018-08-20,6.87,35057.5,219551.25,34292.25,-765.25,0.0,-765.25,-939.25,0,0,0.0,0.0,4,34292.25,0.0,0.0,34292.25,34292.25,0.0,-0.026953529266546535,0.0,-0.026953529266546535
78,6.78,6.68,6.75,6.67,530747.0,6.7143,2018-08-21,2018-08-21,6.68,35057.5,219551.25,33725.5,-1332.0,0.0,-1332.0,-566.75,0,0,0.0,0.0,4,33725.5,0.0,0.0,33725.5,33725.5,0.0,-0.016263947523891667,0.0,-0.016263947523891667
79,6.75,6.69,6.65,6.61,165592.0,6.682,2018-08-22,2018-08-22,6.69,35057.5,219551.25,33495.5,-1562.0,0.0,-1562.0,-230.0,0,0,0.0,0.0,4,33495.5,0.0,0.0,33495.5,33495.5,0.0,-0.006600278659894281,0.0,-0.006600278659894281
80,6.68,6.66,6.66,6.56,197779.0,6.6161,2018-08-23,2018-08-23,6.66,35057.5,219551.25,33291.5,-1766.0,0.0,-1766.0,-204.0,0,0,0.0,0.0,4,33291.5,0.0,0.0,33291.5,33291.5,0.0,-0.00585416020268884,0.0,-0.00585416020268884
81,6.6199,6.55,6.59,6.55,99506.0,6.5779,2018-08-24,2018-08-24,6.55,50007.5,204485.25,47656.0,-2351.5,-116.0,-2467.5,-701.5,0,1,-116.0,-0.02365415986949429,4,47656.0,0.0,-15066.0,47656.0,47656.0,-0.0033288361936858113,-0.020130849912677558,-0.0033288361936858113,-0.020130849912677558
82,6.54,6.43,6.5,6.42,469198.0,6.4388,2018-08-27,2018-08-27,6.43,50007.5,204485.25,46229.5,-3778.0,0.0,-3778.0,-1426.5,0,0,0.0,0.0,4,46229.5,0.0,0.0,46229.5,46229.5,0.0,-0.04093607612321388,0.0,-0.04093607612321388
83,6.46,6.429,6.46,6.41,91978.0,6.4382,2018-08-28,2018-08-28,6.429,50007.5,204485.25,46056.25,-3951.25,0.0,-3951.25,-173.25,0,0,0.0,0.0,4,46056.25,0.0,0.0,46056.25,46056.25,0.0,-0.004971731642724714,0.0,-0.004971731642724714
84,6.63,6.6,6.6,6.485,181554.0,6.5674,2018-08-29,2018-08-29,6.6,50007.5,204485.25,47712.75,-2294.75,0.0,-2294.75,1656.5,0,0,0.0,0.0,4,47712.75,0.0,0.0,47712.75,47712.75,0.0,0.04753635478310816,0.0,0.04753635478310816
85,6.65,6.54,6.65,6.48,83251.0,6.542,2018-08-30,2018-08-30,6.54,50007.5,204485.25,47048.0,-2959.5,0.0,-2959.5,-664.75,0,0,0.0,0.0,4,47048.0,0.0,0.0,47048.0,47048.0,0.0,-0.019076240170281405,0.0,-0.019076240170281405
86,6.67,6.67,6.61,6.591,116967.0,6.6367,2018-08-31,2018-08-31,6.67,4672.0,247441.5,4790.0,118.0,-2379.249999999999,-2261.249999999999,698.25,0,10,-2379.249999999999,-0.4770675372197951,1,4790.0,0.0,42956.25,4790.0,4790.0,-0.06827701305023244,0.020037585105526876,-0.06827701305023244,0.020037585105526876
