Unnamed: 0,dates,pxs,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,total_return,realized_return
109,2020-09-30,518.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,10.0,4950.0,495.0,5182.5,0,232.5,50561.75,45379.25,45379.25,0.0,0,0,0.0,0.0,0.0,232.5,322.5,1,0.00465,0.00645,0.0
88,2020-09-30,540.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,9.0,4806.0,534.0,4862.25,0,56.25,50241.5,45379.25,45379.25,0.0,0,0,0.0,0.0,0.0,56.25,141.75,1,0.001125,0.002835,0.0
110,2020-09-30,509.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC1 COMDTY.csv,10.0,4845.0,484.5,5097.5,0,252.5,50280.0,45182.5,45182.5,0.0,0,0,0.0,0.0,0.0,252.5,337.5,1,0.00505,0.00675,0.0
113,2020-09-30,552.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4923.0,547.0,4974.75,0,51.75,52002.5,47027.75,47027.75,0.0,0,0,0.0,0.0,0.0,51.75,139.5,1,0.001035,0.00279,0.0
112,2020-09-30,583.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,9.0,5035.5,559.5,5253.75,0,218.25,52030.75,46777.0,46777.0,0.0,0,0,0.0,0.0,0.0,218.25,245.25,1,0.004365,0.004905,0.0
108,2020-09-30,578.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,9.0,4970.25,552.25,5202.0,0,231.75,50686.75,45484.75,45484.75,0.0,0,0,0.0,0.0,0.0,231.75,256.5,1,0.004635,0.00513,0.0
