Unnamed: 0,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2019-05-01,425.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2019-05-02,433.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,2019-05-03,428.0,BOT,12.0,427.5,2019-05-03,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2019-05-03,,427.5,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,12.0,5130.0,427.5,5136.0,0,6.0,50006.0,44870.0,50000.0,-5130.0,0,0,0.0,0.0,0.0,6.0,6.0,1,0.00012,0.00012,0.0
3,2019-05-06,428.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,12.0,5130.0,427.5,5136.0,0,6.0,50006.0,44870.0,44870.0,0.0,0,0,0.0,0.0,0.0,6.0,0.0,1,0.00012,0.0,0.0
4,2019-05-07,430.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,12.0,5130.0,427.5,5166.0,0,36.0,50036.0,44870.0,44870.0,0.0,0,0,0.0,0.0,0.0,36.0,30.0,1,0.00072,0.0006,0.0
5,2019-05-08,431.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,12.0,5130.0,427.5,5175.0,0,45.0,50045.0,44870.0,44870.0,0.0,0,0,0.0,0.0,0.0,45.0,9.0,1,0.0009,0.00018,0.0
6,2019-05-09,421.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,12.0,5130.0,427.5,5061.0,0,-69.0,49931.0,44870.0,44870.0,0.0,0,0,0.0,0.0,0.0,-69.0,-114.0,1,-0.00138,-0.00228,0.0
7,2019-05-10,419.0,BOT,12.0,420.5,2019-05-10,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2019-05-10,,420.5,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,24.0,10176.0,424.0,10056.0,0,-120.0,49880.0,39824.0,44870.0,-5046.0,0,0,0.0,0.0,0.0,-120.0,-51.0,1,-0.0024,-0.00102,0.0
8,2019-05-13,431.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,24.0,10176.0,424.0,10350.0,0,174.0,50174.0,39824.0,39824.0,0.0,0,0,0.0,0.0,0.0,174.0,294.0,1,0.00348,0.00588,0.0
9,2019-05-15,448.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,24.0,10176.0,424.0,10770.0,0,594.0,50594.0,39824.0,39824.0,0.0,0,0,0.0,0.0,0.0,594.0,420.0,1,0.01188,0.0084,0.0
10,2019-05-16,467.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,24.0,10176.0,424.0,11208.0,0,1032.0,51032.0,39824.0,39824.0,0.0,0,0,0.0,0.0,0.0,1032.0,438.0,1,0.02064,0.00876,0.0
