Unnamed: 0,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2019-05-01,436.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2019-05-02,444.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,2019-05-03,438.0,BOT,11.0,445.0,2019-05-03,WEAT US EQUITY_WC2 COMDTY_0,ENTER,,2019-05-03,,445.0,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,11.0,4895.0,445.0,4818.0,0,-77.0,49923.0,45105.0,50000.0,-4895.0,0,0,0.0,0.0,0.0,-77.0,-77.0,1,-0.00154,-0.00154,0.0
3,2019-05-06,437.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,11.0,4895.0,445.0,4809.75,0,-85.25,49914.75,45105.0,45105.0,0.0,0,0,0.0,0.0,0.0,-85.25,-8.25,1,-0.001705,-0.000165,0.0
4,2019-05-07,439.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,11.0,4895.0,445.0,4834.5,0,-60.5,49939.5,45105.0,45105.0,0.0,0,0,0.0,0.0,0.0,-60.5,24.75,1,-0.00121,0.000495,0.0
5,2019-05-08,439.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,11.0,4895.0,445.0,4829.0,0,-66.0,49934.0,45105.0,45105.0,0.0,0,0,0.0,0.0,0.0,-66.0,-5.5,1,-0.00132,-0.00011,0.0
6,2019-05-09,429.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,11.0,4895.0,445.0,4724.5,0,-170.5,49829.5,45105.0,45105.0,0.0,0,0,0.0,0.0,0.0,-170.5,-104.5,1,-0.00341,-0.00209,0.0
7,2019-05-10,424.75,BOT,11.0,432.0,2019-05-10,WEAT US EQUITY_WC2 COMDTY_1,ENTER,,2019-05-10,,432.0,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,22.0,9647.0,438.5,9344.5,0,-302.5,49697.5,40353.0,45105.0,-4752.0,0,0,0.0,0.0,0.0,-302.5,-132.0,1,-0.00605,-0.00264,0.0
8,2019-05-13,437.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,22.0,9647.0,438.5,9614.0,0,-33.0,49967.0,40353.0,40353.0,0.0,0,0,0.0,0.0,0.0,-33.0,269.5,1,-0.00066,0.00539,0.0
9,2019-05-14,448.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2019-05-01_2019-10-31/signal_only_4WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,22.0,9647.0,438.5,9867.0,0,220.0,50220.0,40353.0,40353.0,0.0,0,0,0.0,0.0,0.0,220.0,253.0,1,0.0044,0.00506,0.0
