name,Period,R,AnnR,Sharpe,B&H,ExcessR,W/L,%Win,AV.G,AV.L,ER,MAX_D_DD,PtT,MAX_M_DD,Sortino,Beta
CHAGOI1.7_WEAT US EQUITY,1M,-2.3%,-21.9%,-5.22,4.2%,-6.5%,0/2,0%,0%,-0.7%,-0.7%,-1.1%,-2.9%,-2.9%,-5.64,0.08
CHAGOI1.7_WEAT US EQUITY,B&H,4.2%,54.0%,2.03,4.2%,0.0%,0/0,0%,0%,0%,0%,-2.0%,-3.6%,-3.6%,3.6,1
CHAGOI1.7_WEAT US EQUITY,3M,-3.2%,-11.8%,-0.41,0.9%,-4.1%,15/12,56%,2.2%,-3.3%,-0.2%,-6.7%,-22.9%,-16.8%,-0.61,1.17
CHAGOI1.7_WEAT US EQUITY,B&H,0.9%,3.3%,-0.03,0.9%,0.0%,0/0,0%,0%,0%,0%,-4.8%,-9.4%,-8.0%,-0.05,1
CHAGOI1.7_WEAT US EQUITY,ALL,8.3%,17.0%,0.52,10.9%,-2.6%,26/15,63%,3.4%,-2.6%,1.2%,-6.7%,-24.1%,-16.8%,0.81,0.67
CHAGOI1.7_WEAT US EQUITY,B&H,10.9%,22.5%,0.76,10.9%,0.0%,0/0,0%,0%,0%,0%,-4.8%,-17.5%,-8.0%,1.17,1
