Date,pxs,total_return,realized_return
2019-05-01,436.0,0.0,0.0
2019-05-02,444.0,0.0,0.0
2019-05-03,438.0,-0.00154,0.0
2019-05-06,437.25,-0.000165,0.0
2019-05-07,439.5,0.000495,0.0
2019-05-08,439.0,-0.00011,0.0
2019-05-09,429.5,-0.00209,0.0
2019-05-10,424.75,-0.00264,0.0
2019-05-13,437.0,0.00539,0.0
2019-05-14,448.5,0.00506,0.0
2019-05-15,456.25,0.00341,0.0
2019-05-16,473.5,0.00759,0.0
2019-05-17,471.25,-5.5e-05,0.00814
2019-05-17,471.25,0.000935,0.00814
2019-05-20,485.25,0.0,0.0
2019-05-21,486.0,0.0,0.0
2019-05-22,480.75,0.0,0.0
2019-05-23,478.25,0.0,0.0
2019-05-24,496.75,0.0,0.0
2019-05-28,512.0,0.0,0.0
2019-05-29,498.75,0.0,0.0
2019-05-30,522.25,0.0,0.0
2019-05-31,509.75,0.0,0.0
2019-06-03,526.0,0.0,0.0
2019-06-04,514.75,0.0,0.0
2019-06-05,497.75,0.0,0.0
2019-06-06,514.25,0.0,0.0
2019-06-07,509.5,0.0,0.0
2019-06-10,511.75,0.0,0.0
2019-06-11,521.25,0.0,0.0
2019-06-12,531.0,0.0,0.0
2019-06-13,539.0,0.0,0.0
2019-06-14,542.0,0.0,0.0
2019-06-17,542.75,0.0,0.0
2019-06-18,535.5,0.0,0.0
2019-06-19,526.75,0.0,0.0
2019-06-20,531.75,0.0,0.0
2019-06-21,530.75,-0.00035,0.0
2019-06-24,542.5,0.00235,0.0
2019-06-25,540.0,-0.0005,0.0
2019-06-26,546.5,0.0013,0.0
2019-06-27,546.75,5e-05,0.0
2019-06-28,527.25,-0.007275,0.0
2019-07-01,511.75,-0.00589,0.0
2019-07-02,503.25,-0.00323,0.0
2019-07-03,514.0,0.004085,0.0
2019-07-05,515.0,0.00058,0.0
2019-07-08,511.0,-0.00232,0.0
2019-07-09,502.75,-0.004785,0.0
2019-07-10,504.75,0.00116,0.0
2019-07-11,521.5,0.009715,0.0
2019-07-12,523.0,0.00057,-0.0017620689655172327
2019-07-12,523.0,-0.00027,-0.0015858620689655095
2019-07-12,523.0,-0.0003,-0.0017620689655172327
2019-07-15,520.0,0.0,0.0
2019-07-16,519.25,0.0,0.0
2019-07-17,517.25,0.0,0.0
2019-07-18,505.25,0.0,0.0
2019-07-19,513.5,0.0015,0.0
2019-07-22,499.0,-0.0029,0.0
2019-07-23,498.25,-0.00015,0.0
2019-07-24,506.75,0.0017,0.0
2019-07-25,507.25,0.0001,0.0
2019-07-26,504.25,-0.00115,0.0
2019-07-29,508.5,0.0017,0.0
2019-07-30,503.0,-0.0022,0.0
2019-07-31,493.25,-0.0039,0.0
2019-08-01,480.75,-0.005,0.0
2019-08-02,491.5,0.0028,-0.0045
2019-08-02,491.5,-0.0015,-0.0045
2019-08-05,494.75,0.0,0.0
2019-08-06,487.75,0.0,0.0
2019-08-07,491.25,0.0,0.0
2019-08-08,500.0,0.0,0.0
2019-08-09,501.5,0.0,0.0
2019-08-12,476.25,0.0,0.0
2019-08-13,475.75,0.0,0.0
2019-08-14,478.25,0.0,0.0
2019-08-15,474.5,0.0,0.0
2019-08-16,477.5,0.0003,0.0
2019-08-19,472.5,-0.001,0.0
2019-08-20,466.5,-0.0012,0.0
2019-08-21,468.0,0.0003,0.0
2019-08-22,471.75,0.00075,0.0
2019-08-23,477.75,0.00263,0.0
2019-08-26,475.25,-0.00105,0.0
2019-08-27,476.75,0.00063,0.0
2019-08-28,475.25,-0.00063,0.0
2019-08-29,472.75,-0.00105,0.0
2019-08-30,462.5,-0.00656,0.0
2019-09-03,453.5,-0.00576,0.0
2019-09-04,460.75,0.00464,0.0
2019-09-05,466.25,0.00352,0.0
2019-09-06,463.75,-0.002095,0.0
2019-09-09,474.5,0.009245,0.0
2019-09-10,482.25,0.006665,0.0
2019-09-11,477.5,-0.004085,0.0
2019-09-12,483.75,0.005375,0.0
2019-09-13,483.5,0.000185,0.0028209302325581348
2019-09-13,483.5,0.00044,0.003103023255813948
2019-09-13,483.5,0.00044,0.003103023255813936
2019-09-13,483.5,0.00044,0.003103023255813936
2019-09-16,495.25,0.0,0.0
2019-09-17,490.75,0.0,0.0
2019-09-18,495.75,0.0,0.0
2019-09-19,494.25,0.0,0.0
2019-09-20,491.0,0.0,0.0
2019-09-23,490.0,0.0,0.0
2019-09-24,488.5,0.0,0.0
2019-09-25,483.75,0.0,0.0
2019-09-26,490.25,0.0,0.0
2019-09-27,493.75,0.0,0.0
2019-09-30,502.5,0.0,0.0
2019-10-01,505.75,0.0,0.0
2019-10-02,496.25,0.0,0.0
2019-10-03,496.25,0.0,0.0
2019-10-04,497.5,0.0,0.0
2019-10-07,496.5,0.0,0.0
2019-10-08,507.75,0.0,0.0
2019-10-09,507.0,0.0,0.0
2019-10-10,499.75,0.0,0.0
2019-10-11,514.0,0.0,0.0
2019-10-14,516.75,0.0,0.0
2019-10-15,513.25,0.0,0.0
2019-10-16,518.25,0.0,0.0
2019-10-17,530.25,0.0,0.0
2019-10-18,537.0,0.0,0.0
2019-10-21,529.5,0.0,0.0
2019-10-22,524.25,0.0,0.0
2019-10-23,526.0,0.0,0.0
2019-10-24,521.25,0.0,0.0
2019-10-25,523.5,0.00027,0.0
2019-10-28,518.0,-0.00099,0.0
2019-10-29,517.5,-9e-05,0.0
2019-10-30,515.0,-0.00045,0.0
2019-10-31,514.75,-4.5e-05,0.0
