Date,pxs,total_return,realized_return
2019-05-01,512.0,0.0,0.0
2019-05-02,520.75,0.0,0.0
2019-05-03,515.0,0.0,0.0
2019-05-06,514.25,0.0,0.0
2019-05-07,521.75,0.0,0.0
2019-05-08,520.5,0.0,0.0
2019-05-09,517.25,0.0,0.0
2019-05-10,517.0,0.0,0.0
2019-05-13,518.0,0.0,0.0
2019-05-14,523.25,0.0,0.0
2019-05-15,524.5,0.0,0.0
2019-05-16,535.75,0.0,0.0
2019-05-17,536.75,-0.0001,0.0
2019-05-20,552.5,0.00315,0.0
2019-05-21,552.0,-0.0001,0.0
2019-05-22,552.0,0.0,0.0
2019-05-23,542.25,-0.00195,0.0
2019-05-24,555.0,0.00471,0.0
2019-05-28,564.75,0.003705,0.0
2019-05-29,556.75,-0.00304,0.0
2019-05-30,572.0,0.005795,0.0
2019-05-31,561.0,-0.00198,0.006405263157894728
2019-05-31,561.0,0.00198,0.0057647368421052765
2019-06-03,572.75,0.0,0.0
2019-06-04,570.0,0.0,0.0
2019-06-05,556.75,0.0,0.0
2019-06-06,574.25,0.0,0.0
2019-06-07,577.25,0.0,0.0
2019-06-10,577.5,0.0,0.0
2019-06-11,578.0,0.0,0.0
2019-06-12,573.0,0.0,0.0
2019-06-13,573.75,0.0,0.0
2019-06-14,570.5,-0.00027,0.0
2019-06-17,566.75,-0.000675,0.0
2019-06-18,558.75,-0.00144,0.0
2019-06-19,548.5,-0.001845,0.0
2019-06-20,545.5,-0.00054,0.0
2019-06-21,544.0,-0.00054,0.0
2019-06-24,553.25,0.00333,0.0
2019-06-25,557.0,0.00135,0.0
2019-06-26,559.5,0.0009,0.0
2019-06-27,561.5,0.00072,0.0
2019-06-28,554.25,-0.001395,0.000405
2019-06-28,554.25,0.001215,0.000405
2019-07-01,544.5,0.0,0.0
2019-07-02,536.25,0.0,0.0
2019-07-03,540.0,0.0,0.0
2019-07-05,533.25,-0.001035,0.0
2019-07-08,532.5,-0.000135,0.0
2019-07-09,526.5,-0.00108,0.0
2019-07-10,528.75,0.000405,0.0
2019-07-11,541.25,0.00225,0.0
2019-07-12,542.75,0.000765,0.0
2019-07-15,546.0,0.00117,0.0
2019-07-16,543.5,-0.0009,0.0
2019-07-17,540.75,-0.00099,0.0
2019-07-18,537.75,-0.00108,0.0
2019-07-19,542.5,0.002565,0.0
2019-07-22,535.0,-0.00405,0.0
2019-07-23,535.0,0.0,0.0
2019-07-24,536.0,0.00054,0.0
2019-07-25,536.5,0.00027,0.0
2019-07-26,536.75,4.5e-05,0.0
2019-07-29,543.25,0.00468,0.0
2019-07-30,540.5,-0.00198,0.0
2019-07-31,533.25,-0.00522,0.0
2019-08-01,532.25,-0.00072,0.0
2019-08-02,534.75,0.00225,0.0
2019-08-05,536.25,0.00135,0.0
2019-08-06,532.75,-0.00315,0.0
2019-08-07,531.5,-0.001125,0.0
2019-08-08,532.0,0.00045,0.0
2019-08-09,530.75,-0.00144,0.0
2019-08-12,522.0,-0.00945,0.0
2019-08-13,516.5,-0.00594,0.0
2019-08-14,517.5,0.00108,0.0
2019-08-15,514.75,-0.00297,0.0
2019-08-16,518.5,0.00475,0.0
2019-08-19,517.0,-0.00192,0.0
2019-08-20,516.0,-0.00128,0.0
2019-08-21,515.0,-0.00128,0.0
2019-08-22,513.5,-0.00192,0.0
2019-08-23,514.5,0.00153,0.0
2019-08-26,511.75,-0.00407,0.0
2019-08-27,511.0,-0.00111,0.0
2019-08-28,505.5,-0.00814,0.0
2019-08-29,501.5,-0.00592,0.0
2019-08-30,496.75,-0.00793,0.0
2019-09-03,487.0,-0.01638,0.0
2019-09-04,494.0,0.01176,0.0
2019-09-05,502.0,0.01344,0.0
2019-09-06,494.25,-0.01447,0.0
2019-09-09,496.75,0.0047,0.0
2019-09-10,503.75,0.01316,0.0
2019-09-11,502.25,-0.00282,0.0
2019-09-12,507.25,0.0094,0.0
2019-09-13,505.5,-0.00359,0.0
2019-09-16,523.75,0.03796,0.0
2019-09-17,521.25,-0.0052,0.0
2019-09-18,528.0,0.01404,0.0
2019-09-19,533.75,0.01196,0.0
2019-09-20,537.5,0.0069,0.0017848557692307645
2019-09-20,537.5,-0.0009,0.0017848557692307645
2019-09-20,537.5,-0.0009,0.0017848557692307645
2019-09-20,537.5,-0.0009,0.0017848557692307645
2019-09-20,537.5,-0.0009,0.0017848557692307645
2019-09-20,537.5,-0.0009,0.0017848557692307645
2019-09-20,537.5,-0.001,0.0019831730769230716
2019-09-20,537.5,-0.001,0.0019831730769230716
2019-09-20,537.5,-0.001,0.0019831730769230716
2019-09-20,537.5,-0.001,0.0019831730769230716
2019-09-20,537.5,-0.001,0.0019831730769230716
2019-09-23,548.25,0.0,0.0
2019-09-24,556.0,0.0,0.0
2019-09-25,565.75,0.0,0.0
2019-09-26,562.0,0.0,0.0
2019-09-27,560.5,-0.00018,0.0
2019-09-30,558.0,-0.00045,0.0
2019-10-01,547.25,-0.001935,0.0
2019-10-02,544.25,-0.00054,0.0
2019-10-03,543.25,-0.00018,0.0
2019-10-04,549.75,0.002745,0.0
2019-10-07,552.5,0.00099,0.0
2019-10-08,557.0,0.00162,0.0
2019-10-09,555.5,-0.00054,0.0
2019-10-10,549.0,-0.00234,0.0
2019-10-11,562.0,0.002025,-0.00072
2019-10-11,562.0,-0.002655,-0.00072
2019-10-14,566.25,0.0,0.0
2019-10-15,559.5,0.0,0.0
2019-10-16,564.25,0.0,0.0
2019-10-17,565.75,0.0,0.0
2019-10-18,558.25,-0.001035,0.0
2019-10-21,551.25,-0.00126,0.0
2019-10-22,552.75,0.00027,0.0
2019-10-23,556.25,0.00063,0.0
2019-10-24,553.75,-0.00045,0.0
2019-10-25,551.25,-0.000945,0.0
2019-10-28,542.5,-0.00315,0.0
2019-10-29,541.0,-0.00054,0.0
2019-10-30,538.75,-0.00081,0.0
2019-10-31,540.5,0.00063,0.0
