name,Period,R,AnnR,Sharpe,B&H,ExcessR,W/L,%Win,AV.G,AV.L,ER,MAX_D_DD,PtT,MAX_M_DD,Sortino,Beta
CHAGOI1.7_WEAT US EQUITY,1M,4.2%,59.4%,1.49,2.9%,1.3%,9/1,90%,2.3%,0.0%,2.1%,-3.3%,-4.1%,-4.0%,2.9,1.28
CHAGOI1.7_WEAT US EQUITY,B&H,2.9%,38.0%,1.38,2.9%,0.0%,0/0,0%,0%,0%,0%,-2.2%,-3.5%,-3.5%,2.39,1
CHAGOI1.7_WEAT US EQUITY,3M,4.5%,18.7%,0.75,-5.6%,10.1%,18/11,62%,2.0%,-1.7%,0.6%,-3.3%,-8.7%,-8.7%,1.26,1.03
CHAGOI1.7_WEAT US EQUITY,B&H,-5.6%,-20.1%,-1.17,-5.6%,0.0%,0/0,0%,0%,0%,0%,-3.4%,-10.4%,-10.4%,-1.6,1
CHAGOI1.7_WEAT US EQUITY,ALL,-17.5%,-31.5%,-1.12,-21.4%,3.9%,28/27,51%,1.8%,-4.1%,-1.1%,-9.3%,-31.5%,-24.4%,-1.46,0.98
CHAGOI1.7_WEAT US EQUITY,B&H,-21.4%,-37.7%,-2.04,-21.4%,0.0%,0/0,0%,0%,0%,0%,-3.4%,-26.5%,-14.0%,-2.66,1
