,PX_HIGH,PX_LAST,PX_OPEN,PX_LOW,PX_VOLUME,TR.TSVWAP,date,dates,pxs,totalcost,end_capital,investment_mv,unrealized_gl,realized_gl,total_gl,dailyreturn,win,loss,realized_before_commission,realized_return_pertrade,holding,long_mv,short_mv,cashflow,net_mv,gross_mv,dailyreturn_realized_percent,dailyreturn_total_percent,realized_return,total_return
0,9.19,9.158,9.19,9.06,48877.0,9.1415,2016-05-02,2016-05-02,9.158,0.0,250000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,9.22,8.8493,9.13,8.8,203409.0,8.9306,2016-05-03,2016-05-03,8.8493,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,8.93,8.84,8.83,8.83,45734.0,8.8771,2016-05-04,2016-05-04,8.84,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,8.86,8.7,8.86,8.6709,127624.0,8.7081,2016-05-05,2016-05-05,8.7,0.0,300000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,8.803,8.74,8.71,8.7,74090.0,8.7485,2016-05-06,2016-05-06,8.74,19728.0,230272.0,19753.0,25.0,0.0,25.0,25.0,0,0,0.0,0.0,4,19753.0,0.0,-19728.0,19753.0,19753.0,0.0,0.001434750624088499,0.0,0.001434750624088499
5,8.72,8.5911,8.72,8.57,103717.0,8.5984,2016-05-09,2016-05-09,8.5911,24455.25,275544.75,24243.0,-212.25,0.0,-212.25,-237.25,0,0,0.0,0.0,5,24243.0,0.0,-4727.25,24243.0,24243.0,0.0,-0.013615783422599856,0.0,-0.013615783422599856
6,8.7236,8.69,8.56,8.56,91507.0,8.6356,2016-05-10,2016-05-10,8.69,19728.0,230272.0,19648.25,-79.75,0.0,-79.75,166.25,0,0,0.0,0.0,4,19648.25,0.0,0.0,19648.25,19648.25,0.0,0.00954109165018852,0.0,0.00954109165018852
7,8.73,8.64,8.7,8.6,114048.0,8.6257,2016-05-11,2016-05-11,8.64,19728.0,230272.0,19485.25,-242.75,0.0,-242.75,-163.0,0,0,0.0,0.0,4,19485.25,0.0,0.0,19485.25,19485.25,0.0,-0.009354574069057013,0.0,-0.009354574069057013
8,8.75,8.75,8.7,8.6663,141218.0,8.7026,2016-05-12,2016-05-12,8.75,14860.5,185139.5,14961.5,101.0,0.0,101.0,222.75,0,0,0.0,0.0,3,14961.5,0.0,0.0,14961.5,14961.5,0.0,0.012783628060628527,0.0,0.012783628060628527
9,8.85,8.8,8.7,8.7,92778.0,8.7688,2016-05-13,2016-05-13,8.8,4939.0,195147.5,5016.0,77.0,86.5,163.5,62.5,2,1,86.5,0.016955480218095925,1,5016.0,0.0,10008.0,5016.0,5016.0,0.004964237159346206,0.0035868765602212476,0.004964237159346206,0.0035868765602212476
