Date,pxs,total_return,realized_return
2016-05-02,474.25,0.0,0.0
2016-05-03,455.75,0.0,0.0
2016-05-04,457.75,0.0,0.0
2016-05-05,452.75,0.0,0.0
2016-05-06,453.5,0.0,0.0
2016-05-09,446.25,0.0,0.0
2016-05-10,448.25,0.0,0.0
2016-05-11,442.25,0.0,0.0
2016-05-12,449.75,0.0,0.0
2016-05-13,456.0,0.00154,0.0
2016-05-16,469.75,0.003025,0.0
2016-05-17,474.25,0.00099,0.0
2016-05-18,473.0,-0.000275,0.0
2016-05-19,464.0,-0.00198,0.0
2016-05-20,465.0,0.00055,0.00385
2016-05-23,463.0,0.0,0.0
2016-05-24,462.75,0.0,0.0
2016-05-25,466.75,0.0,0.0
2016-05-26,478.5,0.0,0.0
2016-05-27,475.75,0.0,0.0
2016-05-31,463.75,0.0,0.0
2016-06-01,472.25,0.0,0.0
2016-06-02,480.75,0.0,0.0
2016-06-03,489.75,0.0,0.0
2016-06-06,498.0,0.0,0.0
2016-06-07,501.0,0.0,0.0
2016-06-08,509.25,0.0,0.0
2016-06-09,501.0,0.0,0.0
2016-06-10,485.5,-0.0029,0.0
2016-06-13,478.25,-0.00145,0.0
2016-06-14,476.5,-0.00035,0.0
2016-06-15,474.5,-0.0004,0.0
2016-06-16,468.5,-0.0012,0.0
2016-06-17,478.5,0.0042,0.0
2016-06-20,469.0,-0.00399,0.0
2016-06-21,452.5,-0.00693,0.0
2016-06-22,451.0,-0.00063,0.0
2016-06-23,445.5,-0.00231,0.0
2016-06-24,441.0,-0.00299,0.0
2016-06-27,431.25,-0.00624,0.0
2016-06-28,428.25,-0.00192,0.0
2016-06-29,419.75,-0.00544,0.0
2016-06-30,422.5,0.00176,0.0
2016-07-01,411.5,-0.00962,0.0
2016-07-05,416.5,0.0044,0.0
2016-07-06,414.75,-0.00154,0.0
2016-07-07,412.25,-0.0022,0.0
2016-07-08,421.25,0.00647,-0.008684090909090912
2016-07-08,421.25,-0.001595,-0.009552500000000004
2016-07-08,421.25,-0.001595,-0.009552500000000016
2016-07-08,421.25,-0.00174,-0.010420909090909095
2016-07-11,416.75,0.0,0.0
2016-07-12,423.0,0.0,0.0
2016-07-13,422.5,0.0,0.0
2016-07-14,417.75,0.0,0.0
2016-07-15,439.75,0.0,0.0
2016-07-18,446.0,0.0,0.0
2016-07-19,436.5,0.0,0.0
2016-07-20,432.75,0.0,0.0
2016-07-21,433.5,0.0,0.0
2016-07-22,445.0,0.00282,0.0
2016-07-25,449.5,0.00108,0.0
2016-07-26,438.5,-0.00264,0.0
2016-07-27,438.5,0.0,0.0
2016-07-28,435.0,-0.00084,0.0
2016-07-29,436.0,0.00013,0.0
2016-08-01,435.5,-0.00023,0.0
2016-08-02,433.0,-0.00115,0.0
2016-08-03,438.5,0.00253,0.0
2016-08-04,432.0,-0.00299,0.0
2016-08-05,437.25,0.00357,0.0
2016-08-08,435.0,-0.00153,0.0
2016-08-09,435.5,0.00034,0.0
2016-08-10,437.75,0.00153,0.0
2016-08-11,438.0,0.00017,0.0
2016-08-12,442.25,0.00181,0.000924705882352946
2016-08-12,442.25,-0.00099,0.0008476470588235338
2016-08-12,442.25,-0.00099,0.0008476470588235338
2016-08-15,437.75,0.0,0.0
2016-08-16,437.25,0.0,0.0
2016-08-17,444.0,0.0,0.0
2016-08-18,446.75,0.0,0.0
2016-08-19,444.75,0.0,0.0
2016-08-22,440.0,0.0,0.0
2016-08-23,433.5,0.0,0.0
2016-08-24,434.0,0.0,0.0
2016-08-25,432.25,0.0,0.0
2016-08-26,416.75,0.0,0.0
2016-08-29,402.25,0.0,0.0
2016-08-30,396.75,0.0,0.0
2016-08-31,397.5,0.0,0.0
2016-09-01,406.5,0.0,0.0
2016-09-02,413.25,0.001885,0.0
2016-09-06,410.25,-0.00078,0.0
2016-09-07,411.0,0.000195,0.0
2016-09-08,418.0,0.00182,0.0
2016-09-09,418.5,0.00055,0.0
2016-09-12,423.75,0.002625,0.0
2016-09-13,415.75,-0.004,0.0
2016-09-14,418.25,0.00125,0.0
2016-09-15,432.0,0.006875,0.0
2016-09-16,433.5,0.00023,0.0052883999999999935
2016-09-16,433.5,-0.00048,0.004881599999999994
2016-09-19,433.0,0.0,0.0
2016-09-20,434.75,0.0,0.0
2016-09-21,438.75,0.0,0.0
2016-09-22,437.25,0.0,0.0
2016-09-23,438.0,0.0,0.0
2016-09-26,430.75,0.0,0.0
2016-09-27,436.0,0.0,0.0
2016-09-28,438.0,0.0,0.0
2016-09-29,433.75,0.0,0.0
2016-09-30,432.0,-0.000275,0.0
2016-10-03,423.5,-0.00187,0.0
2016-10-04,419.5,-0.00088,0.0
2016-10-05,431.5,0.00264,0.0
2016-10-06,421.5,-0.0022,0.0
2016-10-07,419.5,-0.0011,0.0
2016-10-10,423.5,0.00184,0.0
2016-10-11,423.0,-0.00023,0.0
2016-10-12,415.25,-0.003565,0.0
2016-10-13,431.0,0.007245,0.0
2016-10-14,434.75,0.002745,0.0
2016-10-17,439.0,0.002975,0.0
2016-10-18,438.75,-0.000175,0.0
2016-10-19,442.5,0.002625,0.0
2016-10-20,440.5,-0.0014,0.0
2016-10-21,439.25,-0.0006,0.002632142857142859
2016-10-21,439.25,0.0003,0.0028714285714285734
2016-10-21,439.25,0.0003,0.0028714285714285734
2016-10-24,430.5,0.0,0.0
2016-10-25,431.5,0.0,0.0
2016-10-26,434.75,0.0,0.0
2016-10-27,435.0,0.0,0.0
2016-10-28,429.25,0.0,0.0
2016-10-31,432.5,0.0,0.0
