Unnamed: 0,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2020-05-01,506.75,2020-05-01,BOT,9.0,515.0,WEAT US EQUITY_MWEC2 COMDTY_0,ENTER,,2020-05-01,,515.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4635.0,515.0,4560.75,0,-74.25,49925.75,45365.0,50000.0,-4635.0,0,0,0.0,0.0,0.0,-74.25,-74.25,1,-0.001485,-0.001485,0.0
1,2020-05-04,508.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4635.0,515.0,4574.25,0,-60.75,49939.25,45365.0,45365.0,0.0,0,0,0.0,0.0,0.0,-60.75,13.5,1,-0.001215,0.00027,0.0
2,2020-05-05,510.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4635.0,515.0,4592.25,0,-42.75,49957.25,45365.0,45365.0,0.0,0,0,0.0,0.0,0.0,-42.75,18.0,1,-0.000855,0.00036,0.0
3,2020-05-06,507.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4635.0,515.0,4569.75,0,-65.25,49934.75,45365.0,45365.0,0.0,0,0,0.0,0.0,0.0,-65.25,-22.5,1,-0.001305,-0.00045,0.0
4,2020-05-07,511.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4635.0,515.0,4599.0,0,-36.0,49964.0,45365.0,45365.0,0.0,0,0,0.0,0.0,0.0,-36.0,29.25,1,-0.00072,0.000585,0.0
5,2020-05-08,516.0,2020-05-08,BOT,10.0,510.0,WEAT US EQUITY_MWEC2 COMDTY_1,ENTER,,2020-05-08,,510.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,19.0,9735.0,512.3684210526316,9804.0,0,69.0,50069.0,40265.0,45365.0,-5100.0,0,0,0.0,0.0,0.0,69.0,105.0,1,0.00138,0.0021,0.0
6,2020-05-11,518.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,19.0,9735.0,512.3684210526316,9856.25,0,121.25,50121.25,40265.0,40265.0,0.0,0,0,0.0,0.0,0.0,121.25,52.25,1,0.002425,0.001045,0.0
7,2020-05-12,521.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,19.0,9735.0,512.3684210526316,9899.0,0,164.0,50164.0,40265.0,40265.0,0.0,0,0,0.0,0.0,0.0,164.0,42.75,1,0.00328,0.000855,0.0
8,2020-05-13,508.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,19.0,9735.0,512.3684210526316,9656.75,0,-78.25,49921.75,40265.0,40265.0,0.0,0,0,0.0,0.0,0.0,-78.25,-242.25,1,-0.001565,-0.004845,0.0
9,2020-05-14,508.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,19.0,9735.0,512.3684210526316,9652.0,0,-83.0,49917.0,40265.0,40265.0,0.0,0,0,0.0,0.0,0.0,-83.0,-4.75,1,-0.00166,-9.5e-05,0.0
10,2020-05-15,518.0,2020-05-15,SLD,-9.0,519.5,WEAT US EQUITY_MWEC2 COMDTY_0,EXIT,,2020-05-15,,519.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,10.0,5123.684210526316,512.3684210526316,5180.0,0,56.31578947368416,50120.5,44940.5,40265.0,4675.5,1,0,64.18421052631595,0.013918849512069887,64.18421052631595,120.50000000000011,203.5,1,0.0024100000000000024,0.00407,0.001283684210526319
11,2020-05-15,518.0,2020-05-15,SLD,-10.0,519.5,WEAT US EQUITY_MWEC2 COMDTY_1,EXIT,,2020-05-15,,519.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50135.5,50135.5,44940.5,5195.0,1,0,71.31578947368439,0.013918849512069885,71.31578947368439,71.31578947368439,15.0,0,0.0014263157894736879,0.0003,0.0014263157894736879
12,2020-05-18,516.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50135.5,50135.5,50135.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
13,2020-05-19,519.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50135.5,50135.5,50135.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,2020-05-20,531.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50135.5,50135.5,50135.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
15,2020-05-21,528.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50135.5,50135.5,50135.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
16,2020-05-22,524.25,2020-05-22,BOT,9.0,528.0,WEAT US EQUITY_MWEC2 COMDTY_2,ENTER,,2020-05-22,,528.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4752.0,528.0,4718.25,0,-33.75,50101.75,45383.5,50135.5,-4752.0,0,0,0.0,0.0,0.0,-33.75,-33.75,1,-0.000675,-0.000675,0.0
17,2020-05-26,528.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4752.0,528.0,4758.75,0,6.75,50142.25,45383.5,45383.5,0.0,0,0,0.0,0.0,0.0,6.75,40.5,1,0.000135,0.00081,0.0
18,2020-05-27,524.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4752.0,528.0,4720.5,0,-31.5,50104.0,45383.5,45383.5,0.0,0,0,0.0,0.0,0.0,-31.5,-38.25,1,-0.00063,-0.000765,0.0
19,2020-05-28,530.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4752.0,528.0,4776.75,0,24.75,50160.25,45383.5,45383.5,0.0,0,0,0.0,0.0,0.0,24.75,56.25,1,0.000495,0.001125,0.0
20,2020-05-29,536.0,2020-05-29,SLD,-9.0,530.25,WEAT US EQUITY_MWEC2 COMDTY_2,EXIT,,2020-05-29,,530.25,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50155.75,50155.75,45383.5,4772.25,1,0,20.25,0.004261363636363636,20.25,20.25,-4.5,0,0.000405,-9e-05,0.000405
21,2020-06-01,532.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50155.75,50155.75,50155.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,2020-06-02,527.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50155.75,50155.75,50155.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
23,2020-06-03,531.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50155.75,50155.75,50155.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
24,2020-06-04,537.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50155.75,50155.75,50155.75,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
25,2020-06-05,530.75,2020-06-05,BOT,9.0,539.25,WEAT US EQUITY_MWEC2 COMDTY_3,ENTER,,2020-06-05,,539.25,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4853.25,539.25,4776.75,0,-76.5,50079.25,45302.5,50155.75,-4853.25,0,0,0.0,0.0,0.0,-76.5,-76.5,1,-0.00153,-0.00153,0.0
26,2020-06-08,536.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4853.25,539.25,4828.5,0,-24.75,50131.0,45302.5,45302.5,0.0,0,0,0.0,0.0,0.0,-24.75,51.75,1,-0.000495,0.001035,0.0
27,2020-06-09,536.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4853.25,539.25,4828.5,0,-24.75,50131.0,45302.5,45302.5,0.0,0,0,0.0,0.0,0.0,-24.75,0.0,1,-0.000495,0.0,0.0
28,2020-06-10,531.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4853.25,539.25,4785.75,0,-67.5,50088.25,45302.5,45302.5,0.0,0,0,0.0,0.0,0.0,-67.5,-42.75,1,-0.00135,-0.000855,0.0
29,2020-06-11,526.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4853.25,539.25,4734.0,0,-119.25,50036.5,45302.5,45302.5,0.0,0,0,0.0,0.0,0.0,-119.25,-51.75,1,-0.002385,-0.001035,0.0
30,2020-06-12,525.25,2020-06-12,BOT,9.0,526.5,WEAT US EQUITY_MWEC2 COMDTY_4,ENTER,,2020-06-12,,526.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,18.0,9591.75,532.875,9454.5,0,-137.25,50018.5,40564.0,45302.5,-4738.5,0,0,0.0,0.0,0.0,-137.25,-18.0,1,-0.002745,-0.00036,0.0
31,2020-06-15,526.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,18.0,9591.75,532.875,9477.0,0,-114.75,50041.0,40564.0,40564.0,0.0,0,0,0.0,0.0,0.0,-114.75,22.5,1,-0.002295,0.00045,0.0
32,2020-06-16,526.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,18.0,9591.75,532.875,9472.5,0,-119.25,50036.5,40564.0,40564.0,0.0,0,0,0.0,0.0,0.0,-119.25,-4.5,1,-0.002385,-9e-05,0.0
33,2020-06-17,530.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,18.0,9591.75,532.875,9553.5,0,-38.25,50117.5,40564.0,40564.0,0.0,0,0,0.0,0.0,0.0,-38.25,81.0,1,-0.000765,0.00162,0.0
34,2020-06-18,535.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,18.0,9591.75,532.875,9643.5,0,51.75,50207.5,40564.0,40564.0,0.0,0,0,0.0,0.0,0.0,51.75,90.0,1,0.001035,0.0018,0.0
35,2020-06-19,535.0,2020-06-19,SLD,-9.0,535.75,WEAT US EQUITY_MWEC2 COMDTY_3,EXIT,,2020-06-19,,535.75,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,9.0,4795.875,532.875,4815.0,0,19.125,50200.75,45385.75,40564.0,4821.75,1,0,25.875,0.005395261552897021,25.875,45.0,-6.75,1,0.0009,-0.000135,0.0005175
36,2020-06-19,535.0,2020-06-19,SLD,-9.0,535.75,WEAT US EQUITY_MWEC2 COMDTY_4,EXIT,,2020-06-19,,535.75,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50207.5,50207.5,45385.75,4821.75,1,0,25.875,0.005395261552897021,25.875,25.875,6.75,0,0.0005175,0.000135,0.0005175
37,2020-06-22,528.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50207.5,50207.5,50207.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
38,2020-06-23,523.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50207.5,50207.5,50207.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
