Unnamed: 0,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2020-05-01,516.5,2020-05-01,BOT,8.0,522.5,WEAT US EQUITY_WC2 COMDTY_0,ENTER,,2020-05-01,,522.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,8.0,4180.0,522.5,4132.0,0,-48.0,49952.0,45820.0,50000.0,-4180.0,0,0,0.0,0.0,0.0,-48.0,-48.0,1,-0.00096,-0.00096,0.0
1,2020-05-04,519.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,8.0,4180.0,522.5,4156.0,0,-24.0,49976.0,45820.0,45820.0,0.0,0,0,0.0,0.0,0.0,-24.0,24.0,1,-0.00048,0.00048,0.0
2,2020-05-05,520.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,8.0,4180.0,522.5,4166.0,0,-14.0,49986.0,45820.0,45820.0,0.0,0,0,0.0,0.0,0.0,-14.0,10.0,1,-0.00028,0.0002,0.0
3,2020-05-06,517.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,8.0,4180.0,522.5,4140.0,0,-40.0,49960.0,45820.0,45820.0,0.0,0,0,0.0,0.0,0.0,-40.0,-26.0,1,-0.0008,-0.00052,0.0
4,2020-05-07,522.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,8.0,4180.0,522.5,4180.0,0,0.0,50000.0,45820.0,45820.0,0.0,0,0,0.0,0.0,0.0,0.0,40.0,1,0.0,0.0008,0.0
5,2020-05-08,522.0,2020-05-08,BOT,10.0,519.0,WEAT US EQUITY_WC2 COMDTY_1,ENTER,,2020-05-08,,519.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,18.0,9370.0,520.5555555555555,9396.0,0,26.0,50026.0,40630.0,45820.0,-5190.0,0,0,0.0,0.0,0.0,26.0,26.0,1,0.00052,0.00052,0.0
6,2020-05-11,517.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,18.0,9370.0,520.5555555555555,9310.5,0,-59.5,49940.5,40630.0,40630.0,0.0,0,0,0.0,0.0,0.0,-59.5,-85.5,1,-0.00119,-0.00171,0.0
7,2020-05-12,514.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,18.0,9370.0,520.5555555555555,9261.0,0,-109.0,49891.0,40630.0,40630.0,0.0,0,0,0.0,0.0,0.0,-109.0,-49.5,1,-0.00218,-0.00099,0.0
8,2020-05-13,501.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,18.0,9370.0,520.5555555555555,9031.5,0,-338.5,49661.5,40630.0,40630.0,0.0,0,0,0.0,0.0,0.0,-338.5,-229.5,1,-0.00677,-0.00459,0.0
9,2020-05-14,502.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC2 COMDTY.csv,18.0,9370.0,520.5555555555555,9040.5,0,-329.5,49670.5,40630.0,40630.0,0.0,0,0,0.0,0.0,0.0,-329.5,9.0,1,-0.00659,0.00018,0.0
