Date,pxs,total_return,realized_return
2020-05-01,506.75,-0.001485,0.0
2020-05-04,508.25,0.00027,0.0
2020-05-05,510.25,0.00036,0.0
2020-05-06,507.75,-0.00045,0.0
2020-05-07,511.0,0.000585,0.0
2020-05-08,516.0,0.0021,0.0
2020-05-11,518.75,0.001045,0.0
2020-05-12,521.0,0.000855,0.0
2020-05-13,508.25,-0.004845,0.0
2020-05-14,508.0,-9.5e-05,0.0
2020-05-15,518.0,0.00407,0.001283684210526319
2020-05-15,518.0,0.0003,0.0014263157894736879
2020-05-18,516.25,0.0,0.0
2020-05-19,519.75,0.0,0.0
2020-05-20,531.75,0.0,0.0
2020-05-21,528.75,0.0,0.0
2020-05-22,524.25,-0.000675,0.0
2020-05-26,528.75,0.00081,0.0
2020-05-27,524.5,-0.000765,0.0
2020-05-28,530.75,0.001125,0.0
2020-05-29,536.0,-9e-05,0.000405
2020-06-01,532.0,0.0,0.0
2020-06-02,527.5,0.0,0.0
2020-06-03,531.25,0.0,0.0
2020-06-04,537.5,0.0,0.0
2020-06-05,530.75,-0.00153,0.0
2020-06-08,536.5,0.001035,0.0
2020-06-09,536.5,0.0,0.0
2020-06-10,531.75,-0.000855,0.0
2020-06-11,526.0,-0.001035,0.0
2020-06-12,525.25,-0.00036,0.0
2020-06-15,526.5,0.00045,0.0
2020-06-16,526.25,-9e-05,0.0
2020-06-17,530.75,0.00162,0.0
2020-06-18,535.75,0.0018,0.0
2020-06-19,535.0,-0.000135,0.0005175
2020-06-19,535.0,0.000135,0.0005175
2020-06-22,528.5,0.0,0.0
2020-06-23,523.75,0.0,0.0
2020-06-24,524.25,0.0,0.0
2020-06-25,519.0,0.0,0.0
2020-06-26,508.75,-0.00195,0.0
2020-06-29,509.75,0.0002,0.0
2020-06-30,520.25,0.0021,0.0
2020-07-01,517.5,-0.00055,0.0
2020-07-02,510.25,-0.00145,0.0
2020-07-06,512.75,0.0005,0.0
2020-07-07,513.0,5e-05,0.0
2020-07-08,523.25,0.00205,0.0
2020-07-09,526.0,0.00055,0.0
2020-07-10,526.25,-0.0006,0.0009
2020-07-13,518.75,0.0,0.0
2020-07-14,518.75,0.0,0.0
2020-07-15,540.5,0.0,0.0
2020-07-16,529.25,0.0,0.0
2020-07-17,527.0,-0.00036,0.0
2020-07-20,521.0,-0.00108,0.0
2020-07-21,525.0,0.00072,0.0
2020-07-22,528.25,0.000585,0.0
2020-07-23,523.5,-0.000855,0.0
2020-07-24,528.25,0.001575,0.0
2020-07-27,522.0,-0.00225,0.0
2020-07-28,519.75,-0.00081,0.0
2020-07-29,524.75,0.0018,0.0
2020-07-30,526.25,0.00054,0.0
2020-07-31,527.75,0.00089,0.0
2020-08-03,520.25,-0.0042,0.0
2020-08-04,516.0,-0.00238,0.0
2020-08-05,516.0,0.0,0.0
2020-08-06,510.75,-0.00294,0.0
2020-08-07,510.5,-0.00019,0.0
2020-08-10,507.0,-0.00266,0.0
2020-08-11,508.75,0.00133,0.0
2020-08-12,507.0,-0.00133,0.0
2020-08-13,511.0,0.00304,0.0
2020-08-14,512.25,0.00115,0.0
2020-08-17,520.0,0.00744,0.0
2020-08-18,521.0,0.00096,0.0
2020-08-19,523.75,0.00264,0.0
2020-08-20,527.5,0.0036,0.0
2020-08-21,529.0,0.00184,0.0
2020-08-24,520.0,-0.01044,0.0
2020-08-25,530.25,0.01189,0.0
2020-08-26,533.0,0.00319,0.0
2020-08-27,540.5,0.0087,0.0
2020-08-28,539.25,-0.001585,0.0
2020-08-31,539.5,0.000335,0.0
2020-09-01,546.25,0.009045,0.0
2020-09-02,547.5,0.001675,0.0
2020-09-03,547.25,-0.000335,0.0
2020-09-04,542.5,-0.0056,0.00414537313432835
2020-09-04,542.5,0.000765,0.00414537313432835
2020-09-04,542.5,0.00085,0.004605970149253721
2020-09-04,542.5,0.00085,0.004605970149253744
2020-09-04,542.5,0.00085,0.004605970149253744
2020-09-04,542.5,0.00085,0.004605970149253744
2020-09-04,542.5,0.000765,0.0041453731343283695
2020-09-08,536.25,0.0,0.0
2020-09-09,535.5,0.0,0.0
2020-09-10,535.5,0.0,0.0
2020-09-11,532.25,-0.000585,0.0
2020-09-14,530.5,-0.000315,0.0
2020-09-15,537.5,0.00126,0.0
2020-09-16,544.0,0.00117,0.0
2020-09-17,553.25,0.001665,0.0
2020-09-18,563.25,-9e-05,0.003105
2020-09-21,546.75,0.0,0.0
2020-09-22,552.75,0.0,0.0
2020-09-23,546.0,0.0,0.0
2020-09-24,547.25,0.0,0.0
2020-09-25,542.5,-0.00081,0.0
2020-09-28,542.0,-9e-05,0.0
2020-09-29,537.25,-0.000855,0.0
