Unnamed: 0,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2020-05-01,521.5,2020-05-01,BOT,8.0,528.75,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2020-05-01,,528.75,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,8.0,4230.0,528.75,4172.0,0,-58.0,49942.0,45770.0,50000.0,-4230.0,0,0,0.0,0.0,0.0,-58.0,-58.0,1,-0.00116,-0.00116,0.0
1,2020-05-04,524.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,8.0,4230.0,528.75,4194.0,0,-36.0,49964.0,45770.0,45770.0,0.0,0,0,0.0,0.0,0.0,-36.0,22.0,1,-0.00072,0.00044,0.0
2,2020-05-05,525.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,8.0,4230.0,528.75,4204.0,0,-26.0,49974.0,45770.0,45770.0,0.0,0,0,0.0,0.0,0.0,-26.0,10.0,1,-0.00052,0.0002,0.0
3,2020-05-06,524.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,8.0,4230.0,528.75,4198.0,0,-32.0,49968.0,45770.0,45770.0,0.0,0,0,0.0,0.0,0.0,-32.0,-6.0,1,-0.00064,-0.00012,0.0
4,2020-05-07,529.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,8.0,4230.0,528.75,4232.0,0,2.0,50002.0,45770.0,45770.0,0.0,0,0,0.0,0.0,0.0,2.0,34.0,1,4e-05,0.00068,0.0
5,2020-05-08,529.5,2020-05-08,BOT,9.0,533.0,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2020-05-08,,533.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,17.0,9027.0,531.0,9001.5,0,-25.5,49974.5,40973.0,45770.0,-4797.0,0,0,0.0,0.0,0.0,-25.5,-27.5,1,-0.00051,-0.00055,0.0
6,2020-05-11,524.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,17.0,9027.0,531.0,8920.75,0,-106.25,49893.75,40973.0,40973.0,0.0,0,0,0.0,0.0,0.0,-106.25,-80.75,1,-0.002125,-0.001615,0.0
7,2020-05-15,500.25,2020-05-15,SLD,-8.0,502.5,WEAT US EQUITY_WC1 COMDTY_0,EXIT,,2020-05-15,,502.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,9.0,4779.0,531.0,4502.25,0,-276.75,49495.25,44993.0,40973.0,4020.0,0,1,-228.0,-0.05367231638418079,-228.0,-504.75,-398.5,1,-0.010095,-0.00797,-0.00456
8,2020-05-15,500.25,2020-05-15,SLD,-9.0,502.5,WEAT US EQUITY_WC1 COMDTY_1,EXIT,,2020-05-15,,502.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49515.5,49515.5,44993.0,4522.5,0,1,-256.5,-0.05367231638418079,-256.5,-256.5,20.25,0,-0.00513,0.000405,-0.00513
9,2020-05-18,497.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49515.5,49515.5,49515.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
10,2020-05-19,498.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49515.5,49515.5,49515.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
11,2020-05-20,513.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49515.5,49515.5,49515.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
12,2020-05-21,516.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49515.5,49515.5,49515.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
13,2020-05-22,508.75,2020-05-22,BOT,10.0,515.0,WEAT US EQUITY_WC1 COMDTY_2,ENTER,,2020-05-22,,515.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5150.0,515.0,5087.5,0,-62.5,49453.0,44365.5,49515.5,-5150.0,0,0,0.0,0.0,0.0,-62.5,-62.5,1,-0.00125,-0.00125,0.0
14,2020-05-26,506.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5150.0,515.0,5067.5,0,-82.5,49433.0,44365.5,44365.5,0.0,0,0,0.0,0.0,0.0,-82.5,-20.0,1,-0.00165,-0.0004,0.0
15,2020-05-27,504.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5150.0,515.0,5045.0,0,-105.0,49410.5,44365.5,44365.5,0.0,0,0,0.0,0.0,0.0,-105.0,-22.5,1,-0.0021,-0.00045,0.0
16,2020-05-28,514.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5150.0,515.0,5145.0,0,-5.0,49510.5,44365.5,44365.5,0.0,0,0,0.0,0.0,0.0,-5.0,100.0,1,-0.0001,0.002,0.0
17,2020-05-29,520.75,2020-05-29,SLD,-10.0,513.5,WEAT US EQUITY_WC1 COMDTY_2,EXIT,,2020-05-29,,513.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49500.5,49500.5,44365.5,5135.0,0,1,-15.0,-0.002912621359223301,-15.0,-15.0,-10.0,0,-0.0003,-0.0002,-0.0003
18,2020-06-01,515.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49500.5,49500.5,49500.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
19,2020-06-02,508.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49500.5,49500.5,49500.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
20,2020-06-03,512.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49500.5,49500.5,49500.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
21,2020-06-04,523.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49500.5,49500.5,49500.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,2020-06-05,515.25,2020-06-05,BOT,10.0,526.75,WEAT US EQUITY_WC1 COMDTY_3,ENTER,,2020-06-05,,526.75,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5267.5,526.75,5152.5,0,-115.0,49385.5,44233.0,49500.5,-5267.5,0,0,0.0,0.0,0.0,-115.0,-115.0,1,-0.0023,-0.0023,0.0
23,2020-06-08,511.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5267.5,526.75,5115.0,0,-152.5,49348.0,44233.0,44233.0,0.0,0,0,0.0,0.0,0.0,-152.5,-37.5,1,-0.00305,-0.00075,0.0
24,2020-06-09,504.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5267.5,526.75,5045.0,0,-222.5,49278.0,44233.0,44233.0,0.0,0,0,0.0,0.0,0.0,-222.5,-70.0,1,-0.00445,-0.0014,0.0
25,2020-06-10,506.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5267.5,526.75,5062.5,0,-205.0,49295.5,44233.0,44233.0,0.0,0,0,0.0,0.0,0.0,-205.0,17.5,1,-0.0041,0.00035,0.0
26,2020-06-11,499.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,10.0,5267.5,526.75,4992.5,0,-275.0,49225.5,44233.0,44233.0,0.0,0,0,0.0,0.0,0.0,-275.0,-70.0,1,-0.0055,-0.0014,0.0
27,2020-06-12,502.0,2020-06-12,BOT,10.0,499.0,WEAT US EQUITY_WC1 COMDTY_4,ENTER,,2020-06-12,,499.0,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,20.0,10257.5,512.875,10040.0,0,-217.5,49283.0,39243.0,44233.0,-4990.0,0,0,0.0,0.0,0.0,-217.5,57.5,1,-0.00435,0.00115,0.0
28,2020-06-15,504.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,20.0,10257.5,512.875,10095.0,0,-162.5,49338.0,39243.0,39243.0,0.0,0,0,0.0,0.0,0.0,-162.5,55.0,1,-0.00325,0.0011,0.0
29,2020-06-16,496.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,20.0,10257.5,512.875,9920.0,0,-337.5,49163.0,39243.0,39243.0,0.0,0,0,0.0,0.0,0.0,-337.5,-175.0,1,-0.00675,-0.0035,0.0
30,2020-06-17,488.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,20.0,10257.5,512.875,9775.0,0,-482.5,49018.0,39243.0,39243.0,0.0,0,0,0.0,0.0,0.0,-482.5,-145.0,1,-0.00965,-0.0029,0.0
31,2020-06-18,483.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,20.0,10257.5,512.875,9670.0,0,-587.5,48913.0,39243.0,39243.0,0.0,0,0,0.0,0.0,0.0,-587.5,-105.0,1,-0.01175,-0.0021,0.0
32,2020-06-19,481.25,2020-06-19,BOT,10.0,482.75,WEAT US EQUITY_WC1 COMDTY_5,ENTER,,2020-06-19,,482.75,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,30.0,15085.0,502.8333333333333,14437.5,0,-647.5,48853.0,34415.5,39243.0,-4827.5,0,0,0.0,0.0,0.0,-647.5,-60.0,1,-0.01295,-0.0012,0.0
33,2020-06-22,485.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,30.0,15085.0,502.8333333333333,14550.0,0,-535.0,48965.5,34415.5,34415.5,0.0,0,0,0.0,0.0,0.0,-535.0,112.5,1,-0.0107,0.00225,0.0
34,2020-06-23,486.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,30.0,15085.0,502.8333333333333,14580.0,0,-505.0,48995.5,34415.5,34415.5,0.0,0,0,0.0,0.0,0.0,-505.0,30.0,1,-0.0101,0.0006,0.0
35,2020-06-24,481.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,30.0,15085.0,502.8333333333333,14437.5,0,-647.5,48853.0,34415.5,34415.5,0.0,0,0,0.0,0.0,0.0,-647.5,-142.5,1,-0.01295,-0.00285,0.0
36,2020-06-25,486.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,30.0,15085.0,502.8333333333333,14602.5,0,-482.5,49018.0,34415.5,34415.5,0.0,0,0,0.0,0.0,0.0,-482.5,165.0,1,-0.00965,0.0033,0.0
37,2020-06-26,474.0,2020-06-26,BOT,10.0,486.5,WEAT US EQUITY_WC1 COMDTY_6,ENTER,,2020-06-26,,486.5,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,40.0,19950.0,498.75,18960.0,0,-990.0,48510.5,29550.5,34415.5,-4865.0,0,0,0.0,0.0,0.0,-990.0,-507.5,1,-0.0198,-0.01015,0.0
38,2020-06-29,485.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,40.0,19950.0,498.75,19420.0,0,-530.0,48970.5,29550.5,29550.5,0.0,0,0,0.0,0.0,0.0,-530.0,460.0,1,-0.0106,0.0092,0.0
39,2020-06-30,490.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2020-05-01_2020-10-31/signal_only_5WEAT US EQUITY/tradelog/WEAT US EQUITY_WC1 COMDTY.csv,40.0,19950.0,498.75,19600.0,0,-350.0,49150.5,29550.5,29550.5,0.0,0,0,0.0,0.0,0.0,-350.0,180.0,1,-0.007,0.0036,0.0
