Date,pxs,total_return,realized_return
2020-05-01,516.5,-0.00096,0.0
2020-05-04,519.5,0.00048,0.0
2020-05-05,520.75,0.0002,0.0
2020-05-06,517.5,-0.00052,0.0
2020-05-07,522.5,0.0008,0.0
2020-05-08,522.0,0.00052,0.0
2020-05-11,517.25,-0.00171,0.0
2020-05-12,514.5,-0.00099,0.0
2020-05-13,501.75,-0.00459,0.0
2020-05-14,502.25,0.00018,0.0
2020-05-15,503.0,-0.00018,0.0
2020-05-18,500.0,-0.00168,0.0
2020-05-19,501.5,0.00084,0.0
2020-05-20,515.25,0.0077,0.0
2020-05-21,518.75,0.00196,0.0
2020-05-22,512.75,-0.00252,0.0004657142857142935
2020-05-22,512.75,0.00105,0.0005821428571428669
2020-05-22,512.75,0.00105,0.0005821428571428669
2020-05-26,510.5,0.0,0.0
2020-05-27,508.0,0.0,0.0
2020-05-28,517.75,0.0,0.0
2020-05-29,523.5,0.0,0.0
2020-06-01,518.25,0.0,0.0
2020-06-02,512.25,0.0,0.0
2020-06-03,515.75,0.0,0.0
2020-06-04,527.5,0.0,0.0
2020-06-05,520.25,-0.00195,0.0
2020-06-08,517.25,-0.0006,0.0
2020-06-09,510.75,-0.0013,0.0
2020-06-10,511.5,0.00015,0.0
2020-06-11,505.75,-0.00115,0.0
2020-06-12,507.75,0.0008,0.0
2020-06-15,509.75,0.0008,0.0
2020-06-16,501.25,-0.0034,0.0
2020-06-17,494.0,-0.0029,0.0
2020-06-18,488.75,-0.0021,0.0
2020-06-19,485.25,-0.0018,0.0
2020-06-22,489.5,0.00255,0.0
2020-06-23,491.0,0.0009,0.0
2020-06-24,485.75,-0.00315,0.0
2020-06-25,488.25,0.0015,0.0
2020-06-26,475.75,-0.00995,0.0
2020-06-29,486.5,0.0086,0.0
2020-06-30,491.75,0.0042,0.0
2020-07-01,498.75,0.0056,0.0
2020-07-02,492.0,-0.0054,0.0
2020-07-06,493.25,0.001,0.0
2020-07-07,495.25,0.0016,0.0
2020-07-08,516.5,0.017,0.0
2020-07-09,525.0,0.0068,0.0
2020-07-10,534.0,0.0092,0.0
2020-07-13,524.75,-0.00925,0.0
2020-07-14,526.75,0.002,0.0
2020-07-15,553.75,0.027,0.0
2020-07-16,540.75,-0.013,0.0
2020-07-17,540.5,-0.0002,0.00675
2020-07-17,540.5,5e-05,0.00675
2020-07-17,540.5,5e-05,0.00675
2020-07-17,540.5,5e-05,0.00675
2020-07-17,540.5,5e-05,0.00675
2020-07-20,528.75,0.0,0.0
2020-07-21,533.75,0.0,0.0
2020-07-22,539.75,0.0,0.0
2020-07-23,534.75,0.0,0.0
2020-07-24,545.25,0.0,0.0
2020-07-27,534.75,0.0,0.0
2020-07-28,530.25,0.0,0.0
2020-07-29,538.5,0.0,0.0
2020-07-30,536.0,0.0,0.0
2020-07-31,538.75,0.000495,0.0
2020-08-03,529.25,-0.00171,0.0
2020-08-04,516.5,-0.002295,0.0
2020-08-05,517.5,0.00018,0.0
2020-08-06,508.25,-0.001665,0.0
2020-08-07,503.5,-0.001855,0.0
2020-08-10,499.75,-0.001425,0.0
2020-08-11,503.75,0.00152,0.0
2020-08-12,500.0,-0.001425,0.0
2020-08-13,506.5,0.00247,0.0
2020-08-14,509.5,0.00033,-0.0029747368421052557
2020-08-14,509.5,-0.0009,-0.0033052631578947287
2020-08-17,526.25,0.0,0.0
2020-08-18,517.5,0.0,0.0
2020-08-19,522.0,0.0,0.0
2020-08-20,528.5,0.0,0.0
2020-08-21,535.0,0.0012,0.0
2020-08-24,527.75,-0.00145,0.0
2020-08-25,535.5,0.00155,0.0
2020-08-26,539.75,0.00085,0.0
2020-08-27,550.75,0.0022,0.0
2020-08-28,548.75,0.0001,0.00445
2020-08-31,552.25,0.0,0.0
2020-09-01,564.0,0.0,0.0
2020-09-02,558.25,0.0,0.0
2020-09-03,553.25,0.0,0.0
2020-09-04,550.25,0.0,0.0
2020-09-08,544.25,0.0,0.0
2020-09-09,543.75,0.0,0.0
2020-09-10,548.25,0.0,0.0
2020-09-11,542.0,-0.001125,0.0
2020-09-14,545.75,0.000675,0.0
2020-09-15,547.25,0.00027,0.0
2020-09-16,550.75,0.00063,0.0
2020-09-17,564.0,0.002385,0.0
2020-09-18,582.75,-0.000135,0.0027
2020-09-21,563.0,0.0,0.0
2020-09-22,565.75,0.0,0.0
2020-09-23,557.0,0.0,0.0
2020-09-24,557.0,0.0,0.0
2020-09-25,551.5,-0.00144,0.0
2020-09-28,557.0,0.00099,0.0
2020-09-29,556.5,-9e-05,0.0
2020-09-30,583.75,0.004905,0.0
2020-10-01,576.5,-0.001305,0.0
2020-10-02,579.5,0.00153,0.0
2020-10-05,590.25,0.00387,0.0
2020-10-06,598.25,0.00288,0.0
2020-10-07,610.0,0.00423,0.0
2020-10-08,598.75,-0.00405,0.0
2020-10-09,597.75,-0.000405,0.005535
2020-10-09,597.75,-4.5e-05,0.005535
2020-10-12,597.75,0.0,0.0
2020-10-13,597.25,0.0,0.0
2020-10-14,600.75,0.0,0.0
2020-10-15,619.5,0.0,0.0
2020-10-16,623.5,0.00076,0.0
2020-10-19,626.0,0.0004,0.0
2020-10-20,632.0,0.00096,0.0
2020-10-21,631.25,-0.00012,0.0
2020-10-22,623.75,-0.0012,0.0
2020-10-23,632.5,4e-05,0.00084
2020-10-26,620.25,0.0,0.0
2020-10-27,615.75,0.0,0.0
2020-10-28,607.75,0.0,0.0
2020-10-29,603.0,0.0,0.0
2020-10-30,600.0,-0.00016,0.0
