,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2013-05-01,603.8,,,,,,,,,,,0
1,2013-05-02,600.2,,,,,,,,,,,0
2,2013-05-03,601.4,BOT,8.0,601.0,2013-05-03,WEAT US EQUITY_RSC2 COMDTY_0,ENTER,,2013-05-03,,601.0,0
3,2013-05-06,598.8,,,,,,,,,,,0
4,2013-05-07,599.3,,,,,,,,,,,0
5,2013-05-08,602.3,,,,,,,,,,,0
6,2013-05-09,606.8,,,,,,,,,,,0
7,2013-05-10,618.5,SLD,-8.0,606.5,2013-05-10,WEAT US EQUITY_RSC2 COMDTY_0,EXIT,,2013-05-10,,606.5,0
8,2013-05-13,623.8,,,,,,,,,,,0
9,2013-05-14,626.2,,,,,,,,,,,0
10,2013-05-15,544.2,,,,,,,,,,,0
11,2013-05-16,545.2,,,,,,,,,,,0
12,2013-05-17,551.3,BOT,9.0,547.1,2013-05-17,WEAT US EQUITY_RSC2 COMDTY_1,ENTER,,2013-05-17,,547.1,0
13,2013-05-21,547.8,,,,,,,,,,,0
14,2013-05-22,559.4,,,,,,,,,,,0
15,2013-05-23,555.6,,,,,,,,,,,0
16,2013-05-24,557.5,SLD,-9.0,555.8,2013-05-24,WEAT US EQUITY_RSC2 COMDTY_1,EXIT,,2013-05-24,,555.8,0
17,2013-05-28,569.8,,,,,,,,,,,0
18,2013-05-29,570.1,,,,,,,,,,,0
19,2013-05-30,573.7,,,,,,,,,,,0
20,2013-05-31,572.5,BOT,9.0,571.1,2013-05-31,WEAT US EQUITY_RSC2 COMDTY_2,ENTER,,2013-05-31,,571.1,0
21,2013-06-03,576.8,,,,,,,,,,,0
22,2013-06-04,572.0,,,,,,,,,,,0
23,2013-06-05,564.5,,,,,,,,,,,0
24,2013-06-06,556.4,,,,,,,,,,,0
25,2013-06-07,559.0,BOT,9.0,556.4,2013-06-07,WEAT US EQUITY_RSC2 COMDTY_3,ENTER,,2013-06-07,,556.4,0
26,2013-06-10,548.7,,,,,,,,,,,0
27,2013-06-11,558.1,,,,,,,,,,,0
28,2013-06-12,556.8,,,,,,,,,,,0
29,2013-06-13,551.0,,,,,,,,,,,0
30,2013-06-14,548.5,BOT,9.0,551.0,2013-06-14,WEAT US EQUITY_RSC2 COMDTY_4,ENTER,,2013-06-14,,551.0,0
31,2013-06-17,548.5,,,,,,,,,,,0
32,2013-06-18,553.9,,,,,,,,,,,0
33,2013-06-19,558.9,,,,,,,,,,,0
34,2013-06-20,556.5,,,,,,,,,,,0
35,2013-06-21,555.9,SLD,-9.0,555.0,2013-06-21,WEAT US EQUITY_RSC2 COMDTY_2,EXIT,,2013-06-21,,555.0,0
36,2013-06-21,555.9,SLD,-9.0,555.0,2013-06-21,WEAT US EQUITY_RSC2 COMDTY_3,EXIT,,2013-06-21,,555.0,0
37,2013-06-21,555.9,SLD,-9.0,555.0,2013-06-21,WEAT US EQUITY_RSC2 COMDTY_4,EXIT,,2013-06-21,,555.0,0
38,2013-06-24,557.7,,,,,,,,,,,0
39,2013-06-25,554.4,,,,,,,,,,,0
40,2013-06-26,543.9,,,,,,,,,,,0
41,2013-06-27,541.6,,,,,,,,,,,0
42,2013-06-28,534.8,BOT,9.0,541.6,2013-06-28,WEAT US EQUITY_RSC2 COMDTY_5,ENTER,,2013-06-28,,541.6,0
43,2013-07-02,536.9,,,,,,,,,,,0
44,2013-07-03,539.1,,,,,,,,,,,0
45,2013-07-05,537.7,SLD,-9.0,534.7,2013-07-05,WEAT US EQUITY_RSC2 COMDTY_5,EXIT,,2013-07-05,,534.7,0
46,2013-07-08,543.2,,,,,,,,,,,0
47,2013-07-09,542.6,,,,,,,,,,,0
48,2013-07-10,547.6,,,,,,,,,,,0
49,2013-07-11,537.1,,,,,,,,,,,0
50,2013-07-12,530.8,BOT,9.0,537.1,2013-07-12,WEAT US EQUITY_RSC2 COMDTY_6,ENTER,,2013-07-12,,537.1,0
51,2013-07-15,530.8,,,,,,,,,,,0
52,2013-07-16,532.1,,,,,,,,,,,0
53,2013-07-17,533.3,,,,,,,,,,,0
54,2013-07-18,525.4,,,,,,,,,,,0
55,2013-07-19,522.4,SLD,-9.0,524.1,2013-07-19,WEAT US EQUITY_RSC2 COMDTY_6,EXIT,,2013-07-19,,524.1,0
56,2013-07-22,524.9,,,,,,,,,,,0
57,2013-07-23,517.5,,,,,,,,,,,0
58,2013-07-24,509.0,,,,,,,,,,,0
59,2013-07-25,497.7,,,,,,,,,,,0
60,2013-07-26,500.5,BOT,10.0,499.6,2013-07-26,WEAT US EQUITY_RSC2 COMDTY_7,ENTER,,2013-07-26,,499.6,0
61,2013-07-29,493.8,,,,,,,,,,,0
62,2013-07-30,486.7,,,,,,,,,,,0
63,2013-07-31,489.0,,,,,,,,,,,0
64,2013-08-01,493.1,,,,,,,,,,,0
65,2013-08-02,497.4,SLD,-10.0,491.8,2013-08-02,WEAT US EQUITY_RSC2 COMDTY_7,EXIT,,2013-08-02,,491.8,0
