Date,pxs,total_return,realized_return
2022-05-02,1167.75,0.0,0.0
2022-05-03,1155.5,0.0,0.0
2022-05-04,1177.25,0.0,0.0
2022-05-05,1209.75,0.0,0.0
2022-05-06,1208.75,0.0,0.0
2022-05-09,1206.75,0.0,0.0
2022-05-10,1213.5,0.0,0.0
2022-05-11,1256.0,0.0,0.0
2022-05-12,1316.0,0.0,0.0
2022-05-13,1325.0,0.0,0.0
2022-05-16,1378.75,0.0,0.0
2022-05-17,1389.5,0.0,0.0
2022-05-18,1351.25,0.0,0.0
2022-05-19,1329.0,0.0,0.0
2022-05-20,1278.75,0.0,0.0
2022-05-23,1297.5,0.0,0.0
2022-05-24,1277.0,0.0,0.0
2022-05-25,1280.5,0.0,0.0
2022-05-26,1291.75,0.0,0.0
2022-05-27,1304.75,0.0,0.0
2022-05-31,1247.5,0.0,0.0
2022-06-01,1197.25,0.0,0.0
2022-06-02,1201.5,0.0,0.0
2022-06-03,1193.5,0.0,0.0
2022-06-06,1230.5,0.0,0.0
2022-06-07,1224.75,0.0,0.0
2022-06-08,1233.75,0.0,0.0
2022-06-09,1222.25,0.0,0.0
2022-06-10,1221.25,0.0,0.0
2022-06-13,1221.75,0.0,0.0
2022-06-14,1208.5,0.0,0.0
2022-06-15,1201.5,0.0,0.0
2022-06-16,1209.5,0.0,0.0
2022-06-17,1170.0,0.0,0.0
2022-06-21,1118.0,0.0,0.0
2022-06-22,1105.75,0.0,0.0
2022-06-23,1079.75,0.0,0.0
2022-06-24,1070.5,0.0,0.0
2022-06-27,1044.5,0.0,0.0
2022-06-28,1040.75,0.0,0.0
2022-06-29,1028.5,0.0,0.0
2022-06-30,990.0,0.0,0.0
2022-07-01,948.0,0.0,0.0
2022-07-05,890.0,0.0,0.0
2022-07-06,886.25,0.0,0.0
2022-07-07,934.5,0.0,0.0
2022-07-08,991.75,0.0,0.0
2022-07-11,963.75,0.0,0.0
2022-07-12,918.75,0.0,0.0
2022-07-13,913.75,0.0,0.0
2022-07-14,910.5,0.0,0.0
2022-07-15,919.75,-0.000475,0.0
2022-07-18,950.25,0.00305,0.0
2022-07-19,941.5,-0.000875,0.0
2022-07-20,935.25,-0.000625,0.0
2022-07-21,923.0,-0.001225,0.0
2022-07-22,884.5,-2.5e-05,-0.000175
2022-07-25,896.75,0.0,0.0
2022-07-26,939.5,0.0,0.0
2022-07-27,922.0,0.0,0.0
2022-07-28,940.25,0.0,0.0
2022-07-29,918.5,0.0,0.0
2022-08-01,910.25,0.0,0.0
2022-08-02,886.75,0.0,0.0
2022-08-03,889.0,0.0,0.0
2022-08-04,908.75,0.0,0.0
2022-08-05,900.5,-0.00099,0.0
2022-08-08,894.75,-0.00069,0.0
2022-08-09,906.5,0.00141,0.0
2022-08-10,919.25,0.00153,0.0
2022-08-11,935.0,0.00189,0.0
2022-08-12,932.0,-0.00024,0.00291
2022-08-15,922.5,0.0,0.0
2022-08-16,912.25,0.0,0.0
2022-08-17,894.25,0.0,0.0
2022-08-18,864.75,0.0,0.0
2022-08-19,887.0,0.00264,0.0
2022-08-22,900.5,0.00162,0.0
2022-08-23,912.0,0.00138,0.0
2022-08-24,920.0,0.00096,0.0
2022-08-25,895.75,-0.00291,0.0
2022-08-26,909.5,-0.00069,0.003
2022-08-29,933.25,0.0,0.0
2022-08-30,920.5,0.0,0.0
2022-08-31,929.5,0.0,0.0
2022-09-01,886.5,0.0,0.0
2022-09-02,890.0,0.0004,0.0
2022-09-06,889.75,-2.5e-05,0.0
2022-09-07,900.0,0.001025,0.0
2022-09-08,898.25,-0.000175,0.0
2022-09-09,927.5,-0.000175,0.00105
2022-09-12,926.5,0.0,0.0
2022-09-13,931.25,0.0,0.0
2022-09-14,938.0,0.0,0.0
2022-09-15,935.0,0.0,0.0
2022-09-16,945.5,0.0,0.0
2022-09-19,926.25,0.0,0.0
2022-09-20,962.25,0.0,0.0
2022-09-21,968.5,0.0,0.0
2022-09-22,982.5,0.0,0.0
2022-09-23,954.75,0.0,0.0
2022-09-26,937.75,0.0,0.0
2022-09-27,948.0,0.0,0.0
2022-09-28,977.0,0.0,0.0
2022-09-29,970.25,0.0,0.0
2022-09-30,985.0,0.0,0.0
2022-10-03,985.75,0.0,0.0
2022-10-04,983.75,0.0,0.0
2022-10-05,988.5,0.0,0.0
2022-10-06,969.75,0.0,0.0
2022-10-07,975.75,0.000325,0.0
2022-10-10,1018.5,0.004275,0.0
2022-10-11,991.0,-0.00275,0.0
2022-10-12,974.0,-0.0017,0.0
2022-10-13,985.75,0.001175,0.0
2022-10-14,963.0,0.000475,0.0018
2022-10-17,963.0,0.0,0.0
2022-10-18,963.0,0.0,0.0
2022-10-19,959.25,0.0,0.0
2022-10-20,969.5,0.0,0.0
2022-10-21,968.0,0.0,0.0
2022-10-24,965.0,0.0,0.0
2022-10-25,960.0,0.0,0.0
2022-10-26,959.25,0.0,0.0
2022-10-27,958.0,0.0,0.0
2022-10-28,953.0,-0.0002,0.0
2022-10-31,989.75,0.003675,0.0
