name,Period,R,AnnR,Sharpe,B&H,ExcessR,W/L,%Win,AV.G,AV.L,ER,MAX_D_DD,PtT,MAX_M_DD,Sortino,Beta
CHAGOI1.7_WEAT US EQUITY,1M,1.6%,19.4%,-1.25,0.8%,0.8%,1/3,25%,1.9%,-1.0%,-0.3%,-2.4%,-5.7%,-5.7%,-1.93,0.69
CHAGOI1.7_WEAT US EQUITY,B&H,0.8%,9.2%,-1.91,0.8%,0.0%,0/0,0%,0%,0%,0%,-3.0%,-8.7%,-8.7%,-2.89,1
CHAGOI1.7_WEAT US EQUITY,3M,6.0%,25.5%,0.37,7.8%,-1.8%,14/3,82%,3.2%,-1.0%,2.4%,-2.5%,-5.7%,-5.7%,0.57,0.54
CHAGOI1.7_WEAT US EQUITY,B&H,7.8%,33.8%,0.23,7.8%,0.0%,0/0,0%,0%,0%,0%,-4.4%,-9.1%,-9.1%,0.34,1
CHAGOI1.7_WEAT US EQUITY,ALL,-1.7%,-3.4%,-0.76,-10.4%,8.7%,17/18,49%,2.6%,-6.2%,-1.9%,-2.5%,-11.2%,-5.7%,-1.12,0.35
CHAGOI1.7_WEAT US EQUITY,B&H,-10.4%,-19.6%,-0.8,-10.4%,0.0%,0/0,0%,0%,0%,0%,-5.9%,-37.8%,-19.4%,-1.1,1
