Unnamed: 0,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2014-05-01,748.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2014-05-02,763.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,2014-05-05,775.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,2014-05-07,795.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,2014-05-08,795.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
5,2014-05-15,755.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
6,2014-05-16,739.25,BOT,6.0,753.0,2014-05-16,WEAT US EQUITY_MWEC1 COMDTY_0,ENTER,,2014-05-16,,753.0,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,6.0,4518.0,753.0,4435.5,0,-82.5,49917.5,45482.0,50000.0,-4518.0,0,0,0.0,0.0,0.0,-82.5,-82.5,1,-0.00165,-0.00165,0.0
7,2014-05-19,738.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,6.0,4518.0,753.0,4432.5,0,-85.5,49914.5,45482.0,45482.0,0.0,0,0,0.0,0.0,0.0,-85.5,-3.0,1,-0.00171,-6e-05,0.0
8,2014-05-20,738.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,6.0,4518.0,753.0,4429.5,0,-88.5,49911.5,45482.0,45482.0,0.0,0,0,0.0,0.0,0.0,-88.5,-3.0,1,-0.00177,-6e-05,0.0
9,2014-05-21,738.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,6.0,4518.0,753.0,4432.5,0,-85.5,49914.5,45482.0,45482.0,0.0,0,0,0.0,0.0,0.0,-85.5,3.0,1,-0.00171,6e-05,0.0
10,2014-05-22,731.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,6.0,4518.0,753.0,4386.0,0,-132.0,49868.0,45482.0,45482.0,0.0,0,0,0.0,0.0,0.0,-132.0,-46.5,1,-0.00264,-0.00093,0.0
11,2014-05-23,725.5,SLD,-6.0,731.75,2014-05-23,WEAT US EQUITY_MWEC1 COMDTY_0,EXIT,,2014-05-23,,731.75,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49872.5,49872.5,45482.0,4390.5,0,1,-127.5,-0.028220451527224435,-127.5,-127.5,4.5,0,-0.00255,9e-05,-0.00255
12,2014-05-27,718.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49872.5,49872.5,49872.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
13,2014-05-28,718.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49872.5,49872.5,49872.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
14,2014-05-29,714.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49872.5,49872.5,49872.5,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
15,2014-05-30,706.5,BOT,7.0,715.0,2014-05-30,WEAT US EQUITY_MWEC1 COMDTY_1,ENTER,,2014-05-30,,715.0,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,5005.0,715.0,4945.5,0,-59.5,49813.0,44867.5,49872.5,-5005.0,0,0,0.0,0.0,0.0,-59.5,-59.5,1,-0.00119,-0.00119,0.0
16,2014-06-02,697.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,5005.0,715.0,4880.75,0,-124.25,49748.25,44867.5,44867.5,0.0,0,0,0.0,0.0,0.0,-124.25,-64.75,1,-0.002485,-0.001295,0.0
17,2014-06-03,684.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,5005.0,715.0,4791.5,0,-213.5,49659.0,44867.5,44867.5,0.0,0,0,0.0,0.0,0.0,-213.5,-89.25,1,-0.00427,-0.001785,0.0
18,2014-06-04,689.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,5005.0,715.0,4826.5,0,-178.5,49694.0,44867.5,44867.5,0.0,0,0,0.0,0.0,0.0,-178.5,35.0,1,-0.00357,0.0007,0.0
19,2014-06-05,690.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,5005.0,715.0,4833.5,0,-171.5,49701.0,44867.5,44867.5,0.0,0,0,0.0,0.0,0.0,-171.5,7.0,1,-0.00343,0.00014,0.0
20,2014-06-06,709.25,SLD,-7.0,690.5,2014-06-06,WEAT US EQUITY_MWEC1 COMDTY_1,EXIT,,2014-06-06,,690.5,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49701.0,49701.0,44867.5,4833.5,0,1,-171.5,-0.03426573426573427,-171.5,-171.5,0.0,0,-0.00343,0.0,-0.00343
21,2014-06-09,704.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49701.0,49701.0,49701.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
22,2014-06-10,699.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49701.0,49701.0,49701.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
23,2014-06-11,684.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49701.0,49701.0,49701.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
24,2014-06-12,682.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,49701.0,49701.0,49701.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
25,2014-06-13,684.25,BOT,7.0,681.75,2014-06-13,WEAT US EQUITY_MWEC1 COMDTY_2,ENTER,,2014-06-13,,681.75,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,4772.25,681.75,4789.75,0,17.5,49718.5,44928.75,49701.0,-4772.25,0,0,0.0,0.0,0.0,17.5,17.5,1,0.00035,0.00035,0.0
26,2014-06-16,680.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,4772.25,681.75,4760.0,0,-12.25,49688.75,44928.75,44928.75,0.0,0,0,0.0,0.0,0.0,-12.25,-29.75,1,-0.000245,-0.000595,0.0
27,2014-06-17,683.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,4772.25,681.75,4786.25,0,14.0,49715.0,44928.75,44928.75,0.0,0,0,0.0,0.0,0.0,14.0,26.25,1,0.00028,0.000525,0.0
28,2014-06-18,697.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,4772.25,681.75,4880.75,0,108.5,49809.5,44928.75,44928.75,0.0,0,0,0.0,0.0,0.0,108.5,94.5,1,0.00217,0.00189,0.0
29,2014-06-19,703.0,,,,,,,,,,,0,./Chagoi_wheat_futures_2014-05-01_2014-10-31/signal_only_9WEAT US EQUITY/tradelog/WEAT US EQUITY_MWEC1 COMDTY.csv,7.0,4772.25,681.75,4921.0,0,148.75,49849.75,44928.75,44928.75,0.0,0,0,0.0,0.0,0.0,148.75,40.25,1,0.002975,0.000805,0.0
