name,Period,R,AnnR,Sharpe,B&H,ExcessR,W/L,%Win,AV.G,AV.L,ER,MAX_D_DD,PtT,MAX_M_DD,Sortino,Beta
CHAGOI1.7_WEAT US EQUITY,1M,6.9%,101.4%,3.72,8.7%,-1.8%,8/7,53%,4.3%,-5.0%,-0.0%,-2.7%,-2.7%,-2.7%,6.26,0.71
CHAGOI1.7_WEAT US EQUITY,B&H,8.7%,140.1%,4.02,8.7%,0.0%,0/0,0%,0%,0%,0%,-3.1%,-3.1%,-3.1%,6.34,1
CHAGOI1.7_WEAT US EQUITY,3M,7.4%,31.4%,1.12,-6.4%,13.8%,14/23,38%,3.1%,-3.6%,-1.1%,-4.0%,-12.5%,-10.2%,1.73,0.82
CHAGOI1.7_WEAT US EQUITY,B&H,-6.4%,-22.4%,-1.5,-6.4%,0.0%,0/0,0%,0%,0%,0%,-3.2%,-19.7%,-16.2%,-1.93,1
CHAGOI1.7_WEAT US EQUITY,ALL,-22.1%,-38.6%,-1.55,-35.0%,12.9%,16/39,29%,3.1%,-5.1%,-2.7%,-7.7%,-32.3%,-16.5%,-1.99,1.12
CHAGOI1.7_WEAT US EQUITY,B&H,-35.0%,-56.9%,-3.4,-35.0%,0.0%,0/0,0%,0%,0%,0%,-3.7%,-38.3%,-16.2%,-4.06,1
