,PX_HIGH,PX_LAST,PX_OPEN,PX_LOW,PX_VOLUME,TR.TSVWAP,date,dates,pxs,totalcost,end_capital,investment_mv,unrealized_gl,realized_gl,total_gl,dailyreturn,win,loss,realized_before_commission,realized_return_pertrade,holding,long_mv,short_mv,cashflow,net_mv,gross_mv,dailyreturn_realized_percent,dailyreturn_total_percent,realized_return,total_return
0,17.01,16.799,17.01,16.68,11728.0,16.8249,2014-05-01,2014-05-01,16.799,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,16.98,16.95,16.7479,16.7479,15417.0,16.9084,2014-05-02,2014-05-02,16.95,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,17.379,17.21,17.3,17.0914,51686.0,17.2209,2014-05-05,2014-05-05,17.21,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,17.5463,17.472,17.2,17.17,41122.0,17.4067,2014-05-06,2014-05-06,17.472,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,17.47,17.43,17.37,17.14,37046.0,17.3719,2014-05-07,2014-05-07,17.43,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,17.43,17.35,17.43,17.1801,25681.0,17.3185,2014-05-08,2014-05-08,17.35,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,17.34,17.13,17.26,17.1,24039.0,17.1711,2014-05-09,2014-05-09,17.13,4944.0,145056.0,4914.0,-30.0,0.0,-30.0,-30.0,0,0,0.0,0.0,1,4914.0,0.0,-4944.0,4914.0,4914.0,0.0,-0.00088781866338212,0.0,-0.00088781866338212
7,17.01,16.94,17.0,16.65,26475.0,16.782,2014-05-12,2014-05-12,16.94,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,16.8099,16.63,16.8,16.56,16309.0,16.6931,2014-05-13,2014-05-13,16.63,4944.0,145056.0,4945.5,1.5,0.0,1.5,31.5,0,0,0.0,0.0,1,4945.5,0.0,0.0,4945.5,4945.5,0.0,0.000932209596551226,0.0,0.000932209596551226
9,16.55,16.35,16.53,16.24,25955.0,16.3363,2014-05-14,2014-05-14,16.35,0.0,100000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,16.4,16.01,16.4,15.96,30405.0,16.0545,2014-05-15,2014-05-15,16.01,4944.0,195056.0,4672.5,-271.5,0.0,-271.5,-273.0,0,0,0.0,0.0,1,4672.5,0.0,0.0,4672.5,4672.5,0.0,-0.008079149836777292,0.0,-0.008079149836777292
11,16.0,15.95,15.96,15.82,19206.0,15.8733,2014-05-16,2014-05-16,15.95,23701.75,176298.25,23151.0,-550.75,0.0,-550.75,-279.25,0,0,0.0,0.0,4,23151.0,0.0,-18757.75,23151.0,23151.0,0.0,-0.008264112058315233,0.0,-0.008264112058315233
12,15.95,15.89,15.95,15.61,31712.0,15.7583,2014-05-19,2014-05-19,15.89,23701.75,176298.25,23165.25,-536.5,0.0,-536.5,14.25,0,0,0.0,0.0,4,23165.25,0.0,0.0,23165.25,23165.25,0.0,0.000421713865106507,0.0,0.000421713865106507
13,16.1,15.781,15.74,15.74,29344.0,15.922,2014-05-20,2014-05-20,15.781,23701.75,176298.25,23105.5,-596.25,0.0,-596.25,-59.75,0,0,0.0,0.0,4,23105.5,0.0,0.0,23105.5,23105.5,0.0,-0.0017682388379027224,0.0,-0.0017682388379027224
14,15.9465,15.8,15.9465,15.75,7500.0,15.8618,2014-05-21,2014-05-21,15.8,23701.75,176298.25,22947.0,-754.75,0.0,-754.75,-158.5,0,0,0.0,0.0,4,22947.0,0.0,0.0,22947.0,22947.0,0.0,-0.0046906419382022006,0.0,-0.0046906419382022006
