,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2022-05-02,1055.5,,,,,,,,,,,0
1,2022-05-03,1045.5,,,,,,,,,,,0
2,2022-05-04,1076.5,,,,,,,,,,,0
3,2022-05-05,1106.5,,,,,,,,,,,0
4,2022-05-06,1108.5,,,,,,,,,,,0
5,2022-05-09,1092.75,,,,,,,,,,,0
6,2022-05-10,1092.75,,,,,,,,,,,0
7,2022-05-11,1113.0,,,,,,,,,,,0
8,2022-05-12,1178.75,,,,,,,,,,,0
9,2022-05-13,1177.5,BOT,4.0,1172.75,2022-05-13,WEAT US EQUITY_WC2 COMDTY_0,ENTER,,2022-05-13,,1172.75,0
10,2022-05-16,1251.0,,,,,,,,,,,0
11,2022-05-17,1278.75,,,,,,,,,,,0
12,2022-05-18,1233.0,,,,,,,,,,,0
13,2022-05-19,1206.0,,,,,,,,,,,0
14,2022-05-20,1174.5,BOT,4.0,1213.75,2022-05-20,WEAT US EQUITY_WC2 COMDTY_1,ENTER,,2022-05-20,,1213.75,0
15,2022-05-23,1197.5,,,,,,,,,,,0
16,2022-05-24,1163.25,,,,,,,,,,,0
17,2022-05-25,1156.75,,,,,,,,,,,0
18,2022-05-26,1152.0,,,,,,,,,,,0
19,2022-05-27,1166.25,BOT,4.0,1151.75,2022-05-27,WEAT US EQUITY_WC2 COMDTY_2,ENTER,,2022-05-27,,1151.75,0
20,2022-05-31,1097.5,,,,,,,,,,,0
21,2022-06-01,1052.25,,,,,,,,,,,0
22,2022-06-02,1069.75,,,,,,,,,,,0
23,2022-06-03,1051.75,BOT,5.0,1073.0,2022-06-03,WEAT US EQUITY_WC2 COMDTY_3,ENTER,,2022-06-03,,1073.0,0
24,2022-06-06,1104.5,,,,,,,,,,,0
25,2022-06-07,1084.5,,,,,,,,,,,0
26,2022-06-08,1088.25,,,,,,,,,,,0
27,2022-06-09,1084.75,,,,,,,,,,,0
28,2022-06-10,1084.75,SLD,-4.0,1084.75,2022-06-10,WEAT US EQUITY_WC2 COMDTY_0,EXIT,,2022-06-10,,1084.75,0
29,2022-06-10,1084.75,SLD,-4.0,1084.75,2022-06-10,WEAT US EQUITY_WC2 COMDTY_1,EXIT,,2022-06-10,,1084.75,0
30,2022-06-10,1084.75,SLD,-4.0,1084.75,2022-06-10,WEAT US EQUITY_WC2 COMDTY_2,EXIT,,2022-06-10,,1084.75,0
31,2022-06-10,1084.75,SLD,-5.0,1084.75,2022-06-10,WEAT US EQUITY_WC2 COMDTY_3,EXIT,,2022-06-10,,1084.75,0
32,2022-06-13,1086.0,,,,,,,,,,,0
33,2022-06-14,1065.25,,,,,,,,,,,0
34,2022-06-15,1063.5,,,,,,,,,,,0
35,2022-06-16,1090.5,,,,,,,,,,,0
36,2022-06-17,1046.75,BOT,5.0,1090.0,2022-06-17,WEAT US EQUITY_WC2 COMDTY_4,ENTER,,2022-06-17,,1090.0,0
37,2022-06-21,987.25,,,,,,,,,,,0
38,2022-06-22,988.75,,,,,,,,,,,0
39,2022-06-23,949.25,,,,,,,,,,,0
40,2022-06-24,936.5,BOT,5.0,945.75,2022-06-24,WEAT US EQUITY_WC2 COMDTY_5,ENTER,,2022-06-24,,945.75,0
41,2022-06-27,917.5,,,,,,,,,,,0
42,2022-06-28,936.0,,,,,,,,,,,0
43,2022-06-29,930.0,,,,,,,,,,,0
44,2022-06-30,884.0,,,,,,,,,,,0
