,PX_HIGH,PX_LAST,PX_OPEN,PX_LOW,PX_VOLUME,TR.TSVWAP,date,dates,pxs,totalcost,end_capital,investment_mv,unrealized_gl,realized_gl,total_gl,dailyreturn,win,loss,realized_before_commission,realized_return_pertrade,holding,long_mv,short_mv,cashflow,net_mv,gross_mv,dailyreturn_realized_percent,dailyreturn_total_percent,realized_return,total_return
0,19.85,19.6,19.85,19.5,16350.0,19.624,2012-05-02,2012-05-02,19.6,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.56,19.54,19.3,19.3,6500.0,19.4926,2012-05-03,2012-05-03,19.54,0.0,200000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,19.25,19.04,19.25,19.0,1500.0,19.0879,2012-05-04,2012-05-04,19.04,10020.0,189980.0,9892.0,-128.0,0.0,-128.0,-128.0,0,0,0.0,0.0,2,9892.0,0.0,-10020.0,9892.0,9892.0,0.0,-0.008207518908071684,0.0,-0.008207518908071684
3,19.25,19.25,19.25,19.25,1500.0,19.25,2012-05-07,2012-05-07,19.25,10020.0,139980.0,9946.0,-74.0,0.0,-74.0,54.0,0,0,0.0,0.0,2,9946.0,0.0,0.0,9946.0,9946.0,0.0,0.003462547039342742,0.0,0.003462547039342742
4,19.539,19.31,19.42,19.31,1905.0,19.3344,2012-05-08,2012-05-08,19.31,10020.0,139980.0,10008.0,-12.0,0.0,-12.0,62.0,0,0,0.0,0.0,2,10008.0,0.0,0.0,10008.0,10008.0,0.0,0.003975516971097222,0.0,0.003975516971097222
5,19.4,19.4,19.4,19.4,100.0,19.4,2012-05-09,2012-05-09,19.4,10020.0,139980.0,9752.0,-268.0,0.0,-268.0,-256.0,0,0,0.0,0.0,2,9752.0,0.0,0.0,9752.0,9752.0,0.0,-0.01641503781614337,0.0,-0.01641503781614337
6,18.79,18.64,18.79,18.64,1700.0,18.7724,2012-05-10,2012-05-10,18.64,10020.0,139980.0,9750.0,-270.0,0.0,-270.0,-2.0,0,0,0.0,0.0,2,9750.0,0.0,0.0,9750.0,9750.0,0.0,-0.00012824248293862007,0.0,-0.00012824248293862007
7,18.9,18.9,18.9,18.9,500.0,18.9,2012-05-11,2012-05-11,18.9,14504.0,135354.0,14294.0,-210.0,-142.0,-352.0,-82.0,0,1,-142.0,-0.027941755214482486,2,14294.0,0.0,-4626.0,14294.0,14294.0,-0.009105216288642025,-0.005257941800483423,-0.009105216288642025,-0.005257941800483423
8,18.8,18.6,18.54,18.54,889.0,18.6964,2012-05-14,2012-05-14,18.6,14504.0,135354.0,14354.0,-150.0,0.0,-150.0,60.0,0,0,0.0,0.0,2,14354.0,0.0,0.0,14354.0,14354.0,0.0,0.003847274488158602,0.0,0.003847274488158602
9,18.95,18.95,18.9499,18.94,700.0,18.9471,2012-05-15,2012-05-15,18.95,19416.0,180442.0,19844.0,428.0,0.0,428.0,578.0,0,0,0.0,0.0,3,19844.0,0.0,-4912.0,19844.0,19844.0,0.0,0.0370620775692612,0.0,0.0370620775692612
