,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2018-05-01,627.25,,,,,,,,,,,0
1,2018-05-02,630.75,,,,,,,,,,,0
2,2018-05-03,631.25,,,,,,,,,,,0
3,2018-05-08,619.25,BOT,8.0,619.25,2018-05-08,WEAT US EQUITY_MWEC1 COMDTY_0,ENTER,,2018-05-08,,619.25,0
4,2018-05-15,606.25,SLD,-8.0,603.0,2018-05-15,WEAT US EQUITY_MWEC1 COMDTY_0,EXIT,,2018-05-15,,603.0,0
5,2018-05-16,611.25,,,,,,,,,,,0
6,2018-05-17,614.75,,,,,,,,,,,0
7,2018-05-18,629.0,,,,,,,,,,,0
8,2018-05-21,621.75,,,,,,,,,,,0
9,2018-05-22,633.0,,,,,,,,,,,0
10,2018-05-23,642.0,,,,,,,,,,,0
11,2018-05-24,634.75,,,,,,,,,,,0
12,2018-05-25,644.25,BOT,8.0,634.0,2018-05-25,WEAT US EQUITY_MWEC1 COMDTY_1,ENTER,,2018-05-25,,634.0,0
13,2018-05-29,628.0,,,,,,,,,,,0
14,2018-05-30,611.5,,,,,,,,,,,0
15,2018-05-31,612.0,,,,,,,,,,,0
16,2018-06-01,604.0,SLD,-8.0,611.25,2018-06-01,WEAT US EQUITY_MWEC1 COMDTY_1,EXIT,,2018-06-01,,611.25,0
17,2018-06-04,593.25,,,,,,,,,,,0
18,2018-06-05,597.0,,,,,,,,,,,0
19,2018-06-06,598.25,,,,,,,,,,,0
20,2018-06-07,597.5,,,,,,,,,,,0
21,2018-06-08,592.5,BOT,8.0,598.0,2018-06-08,WEAT US EQUITY_MWEC1 COMDTY_2,ENTER,,2018-06-08,,598.0,0
22,2018-06-11,589.75,,,,,,,,,,,0
23,2018-06-12,592.5,,,,,,,,,,,0
24,2018-06-13,584.5,,,,,,,,,,,0
25,2018-06-14,577.5,,,,,,,,,,,0
26,2018-06-15,570.75,BOT,9.0,579.75,2018-06-15,WEAT US EQUITY_MWEC1 COMDTY_3,ENTER,,2018-06-15,,579.75,0
27,2018-06-18,563.75,,,,,,,,,,,0
28,2018-06-19,549.5,,,,,,,,,,,0
29,2018-06-20,552.75,,,,,,,,,,,0
30,2018-06-21,552.75,,,,,,,,,,,0
31,2018-06-22,549.0,SLD,-8.0,552.75,2018-06-22,WEAT US EQUITY_MWEC1 COMDTY_2,EXIT,,2018-06-22,,552.75,0
32,2018-06-22,549.0,SLD,-9.0,552.75,2018-06-22,WEAT US EQUITY_MWEC1 COMDTY_3,EXIT,,2018-06-22,,552.75,0
33,2018-06-25,539.5,,,,,,,,,,,0
34,2018-06-26,532.5,,,,,,,,,,,0
35,2018-06-27,527.0,,,,,,,,,,,0
36,2018-06-28,521.5,,,,,,,,,,,0
37,2018-06-29,521.5,,,,,,,,,,,0
38,2018-07-02,512.0,,,,,,,,,,,0
39,2018-07-05,533.5,,,,,,,,,,,0
40,2018-07-06,545.75,,,,,,,,,,,0
41,2018-07-10,528.5,,,,,,,,,,,0
42,2018-07-11,519.75,,,,,,,,,,,0
43,2018-07-16,528.25,BOT,10.0,531.25,2018-07-16,WEAT US EQUITY_MWEC1 COMDTY_4,ENTER,,2018-07-16,,531.25,0
44,2018-07-17,533.25,,,,,,,,,,,0
45,2018-07-18,528.0,,,,,,,,,,,0
46,2018-07-19,536.75,,,,,,,,,,,0
47,2018-07-20,555.0,SLD,-10.0,536.75,2018-07-20,WEAT US EQUITY_MWEC1 COMDTY_4,EXIT,,2018-07-20,,536.75,0
48,2018-07-23,562.0,,,,,,,,,,,0
49,2018-07-24,554.75,,,,,,,,,,,0
