,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2018-05-01,623.5,,,,,,,,,,,0
1,2018-05-02,624.5,,,,,,,,,,,0
2,2018-05-03,630.0,,,,,,,,,,,0
3,2018-05-04,623.0,,,,,,,,,,,0
4,2018-05-07,611.0,,,,,,,,,,,0
5,2018-05-08,614.0,,,,,,,,,,,0
6,2018-05-09,611.25,,,,,,,,,,,0
7,2018-05-10,609.0,,,,,,,,,,,0
8,2018-05-11,605.0,BOT,8.0,607.75,2018-05-11,WEAT US EQUITY_MWEC2 COMDTY_0,ENTER,,2018-05-11,,607.75,0
9,2018-05-14,601.5,,,,,,,,,,,0
10,2018-05-15,613.25,,,,,,,,,,,0
11,2018-05-16,617.75,,,,,,,,,,,0
12,2018-05-17,620.5,,,,,,,,,,,0
13,2018-05-18,633.25,SLD,-8.0,620.5,2018-05-18,WEAT US EQUITY_MWEC2 COMDTY_0,EXIT,,2018-05-18,,620.5,0
14,2018-05-21,628.5,,,,,,,,,,,0
15,2018-05-22,638.75,,,,,,,,,,,0
16,2018-05-23,646.75,,,,,,,,,,,0
17,2018-05-24,639.75,,,,,,,,,,,0
18,2018-05-25,648.75,,,,,,,,,,,0
19,2018-05-29,635.75,,,,,,,,,,,0
20,2018-05-30,619.25,,,,,,,,,,,0
21,2018-05-31,619.75,,,,,,,,,,,0
22,2018-06-01,612.75,BOT,8.0,619.25,2018-06-01,WEAT US EQUITY_MWEC2 COMDTY_1,ENTER,,2018-06-01,,619.25,0
23,2018-06-04,602.5,,,,,,,,,,,0
24,2018-06-05,606.0,,,,,,,,,,,0
25,2018-06-06,607.5,,,,,,,,,,,0
26,2018-06-07,607.5,,,,,,,,,,,0
27,2018-06-08,604.0,BOT,8.0,608.25,2018-06-08,WEAT US EQUITY_MWEC2 COMDTY_2,ENTER,,2018-06-08,,608.25,0
28,2018-06-11,601.5,,,,,,,,,,,0
29,2018-06-12,604.5,,,,,,,,,,,0
30,2018-06-13,597.25,,,,,,,,,,,0
31,2018-06-14,589.75,,,,,,,,,,,0
32,2018-06-15,581.0,BOT,8.0,592.0,2018-06-15,WEAT US EQUITY_MWEC2 COMDTY_3,ENTER,,2018-06-15,,592.0,0
33,2018-06-18,572.0,,,,,,,,,,,0
34,2018-06-19,560.5,,,,,,,,,,,0
35,2018-06-20,563.25,,,,,,,,,,,0
36,2018-06-21,564.75,,,,,,,,,,,0
37,2018-06-22,561.0,BOT,9.0,564.75,2018-06-22,WEAT US EQUITY_MWEC2 COMDTY_4,ENTER,,2018-06-22,,564.75,0
38,2018-06-25,551.25,,,,,,,,,,,0
39,2018-06-26,545.5,,,,,,,,,,,0
40,2018-06-27,541.25,,,,,,,,,,,0
41,2018-06-28,537.5,,,,,,,,,,,0
42,2018-06-29,536.75,BOT,9.0,537.5,2018-06-29,WEAT US EQUITY_MWEC2 COMDTY_5,ENTER,,2018-06-29,,537.5,0
