,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2020-05-01,521.5,2020-05-01,BOT,8.0,528.75,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2020-05-01,,528.75,0
1,2020-05-04,524.25,,,,,,,,,,,0
2,2020-05-05,525.5,,,,,,,,,,,0
3,2020-05-06,524.75,,,,,,,,,,,0
4,2020-05-07,529.0,,,,,,,,,,,0
5,2020-05-08,529.5,2020-05-08,BOT,9.0,533.0,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2020-05-08,,533.0,0
6,2020-05-11,524.75,,,,,,,,,,,0
7,2020-05-15,500.25,2020-05-15,SLD,-8.0,502.5,WEAT US EQUITY_WC1 COMDTY_0,EXIT,,2020-05-15,,502.5,0
8,2020-05-15,500.25,2020-05-15,SLD,-9.0,502.5,WEAT US EQUITY_WC1 COMDTY_1,EXIT,,2020-05-15,,502.5,0
9,2020-05-18,497.0,,,,,,,,,,,0
10,2020-05-19,498.75,,,,,,,,,,,0
11,2020-05-20,513.75,,,,,,,,,,,0
12,2020-05-21,516.0,,,,,,,,,,,0
13,2020-05-22,508.75,2020-05-22,BOT,10.0,515.0,WEAT US EQUITY_WC1 COMDTY_2,ENTER,,2020-05-22,,515.0,0
14,2020-05-26,506.75,,,,,,,,,,,0
15,2020-05-27,504.5,,,,,,,,,,,0
16,2020-05-28,514.5,,,,,,,,,,,0
17,2020-05-29,520.75,2020-05-29,SLD,-10.0,513.5,WEAT US EQUITY_WC1 COMDTY_2,EXIT,,2020-05-29,,513.5,0
18,2020-06-01,515.25,,,,,,,,,,,0
19,2020-06-02,508.0,,,,,,,,,,,0
20,2020-06-03,512.0,,,,,,,,,,,0
21,2020-06-04,523.75,,,,,,,,,,,0
22,2020-06-05,515.25,2020-06-05,BOT,10.0,526.75,WEAT US EQUITY_WC1 COMDTY_3,ENTER,,2020-06-05,,526.75,0
23,2020-06-08,511.5,,,,,,,,,,,0
24,2020-06-09,504.5,,,,,,,,,,,0
25,2020-06-10,506.25,,,,,,,,,,,0
26,2020-06-11,499.25,,,,,,,,,,,0
27,2020-06-12,502.0,2020-06-12,BOT,10.0,499.0,WEAT US EQUITY_WC1 COMDTY_4,ENTER,,2020-06-12,,499.0,0
