,Date,closeprice,executeddate,Side,Shares,Price,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2020-05-01,516.5,2020-05-01,BOT,8.0,522.5,WEAT US EQUITY_WC2 COMDTY_0,ENTER,,2020-05-01,,522.5,0
1,2020-05-04,519.5,,,,,,,,,,,0
2,2020-05-05,520.75,,,,,,,,,,,0
3,2020-05-06,517.5,,,,,,,,,,,0
4,2020-05-07,522.5,,,,,,,,,,,0
5,2020-05-08,522.0,2020-05-08,BOT,10.0,519.0,WEAT US EQUITY_WC2 COMDTY_1,ENTER,,2020-05-08,,519.0,0
6,2020-05-11,517.25,,,,,,,,,,,0
7,2020-05-12,514.5,,,,,,,,,,,0
8,2020-05-13,501.75,,,,,,,,,,,0
9,2020-05-14,502.25,,,,,,,,,,,0
10,2020-05-15,503.0,2020-05-15,BOT,10.0,505.25,WEAT US EQUITY_WC2 COMDTY_2,ENTER,,2020-05-15,,505.25,0
11,2020-05-18,500.0,,,,,,,,,,,0
12,2020-05-19,501.5,,,,,,,,,,,0
13,2020-05-20,515.25,,,,,,,,,,,0
14,2020-05-21,518.75,,,,,,,,,,,0
15,2020-05-22,512.75,2020-05-22,SLD,-8.0,518.0,WEAT US EQUITY_WC2 COMDTY_0,EXIT,,2020-05-22,,518.0,0
16,2020-05-22,512.75,2020-05-22,SLD,-10.0,518.0,WEAT US EQUITY_WC2 COMDTY_1,EXIT,,2020-05-22,,518.0,0
17,2020-05-22,512.75,2020-05-22,SLD,-10.0,518.0,WEAT US EQUITY_WC2 COMDTY_2,EXIT,,2020-05-22,,518.0,0
18,2020-05-26,510.5,,,,,,,,,,,0
19,2020-05-27,508.0,,,,,,,,,,,0
20,2020-05-28,517.75,,,,,,,,,,,0
21,2020-05-29,523.5,,,,,,,,,,,0
22,2020-06-01,518.25,,,,,,,,,,,0
23,2020-06-02,512.25,,,,,,,,,,,0
24,2020-06-03,515.75,,,,,,,,,,,0
25,2020-06-04,527.5,,,,,,,,,,,0
26,2020-06-05,520.25,2020-06-05,BOT,10.0,530.0,WEAT US EQUITY_WC2 COMDTY_3,ENTER,,2020-06-05,,530.0,0
