,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2020-05-01,328.77936,,,,,,,,,,,0
1,2020-05-15,334.67178,,,,,,,,,,,0
2,2020-05-19,338.68633,,,,,,,,,,,0
3,2020-05-20,339.89392,,,,,,,,,,,0
4,2020-05-21,334.7488,,,,,,,,,,,0
5,2020-05-22,331.0317,BOT,15.0,333.53139999999996,2020-05-22,WEAT US EQUITY_RSC1 COMDTY_0,ENTER,,2020-05-22,,333.53139999999996,0
6,2020-05-26,337.25888000000003,,,,,,,,,,,0
7,2020-05-27,336.9645,,,,,,,,,,,0
8,2020-05-28,334.69855,,,,,,,,,,,0
9,2020-05-29,334.80471,SLD,-15.0,334.51426999999995,2020-05-29,WEAT US EQUITY_RSC1 COMDTY_0,EXIT,,2020-05-29,,334.51426999999995,0
10,2020-06-01,336.69986000000006,,,,,,,,,,,0
11,2020-06-02,340.11406,,,,,,,,,,,0
12,2020-06-03,341.48080999999996,,,,,,,,,,,0
13,2020-06-04,343.34216000000004,,,,,,,,,,,0
14,2020-06-05,347.03020000000004,BOT,15.0,345.09398,2020-06-05,WEAT US EQUITY_RSC1 COMDTY_1,ENTER,,2020-06-05,,345.09398,0
15,2020-06-08,347.28029999999995,,,,,,,,,,,0
16,2020-06-09,348.53004,,,,,,,,,,,0
17,2020-06-10,348.69811999999996,,,,,,,,,,,0
18,2020-06-11,343.22486000000004,,,,,,,,,,,0
19,2020-06-12,345.43145999999996,SLD,-15.0,344.03325,2020-06-12,WEAT US EQUITY_RSC1 COMDTY_1,EXIT,,2020-06-12,,344.03325,0
20,2020-06-15,347.18016,,,,,,,,,,,0
21,2020-06-16,349.39006,,,,,,,,,,,0
22,2020-06-17,348.8221,,,,,,,,,,,0
23,2020-06-18,347.23496,,,,,,,,,,,0
24,2020-06-19,348.26910999999996,,,,,,,,,,,0
25,2020-06-22,350.77135999999996,,,,,,,,,,,0
26,2020-06-23,349.29540000000003,,,,,,,,,,,0
27,2020-06-24,348.0284,,,,,,,,,,,0
28,2020-06-25,346.14372,,,,,,,,,,,0
29,2020-06-26,343.6532,,,,,,,,,,,0
30,2020-06-29,347.0412,,,,,,,,,,,0
31,2020-06-30,341.46868,,,,,,,,,,,0
32,2020-07-10,352.67225,,,,,,,,,,,0
33,2020-07-15,353.81559999999996,,,,,,,,,,,0
34,2020-07-16,353.17398,,,,,,,,,,,0
35,2020-07-17,356.04940000000005,BOT,14.0,352.58832,2020-07-17,WEAT US EQUITY_RSC1 COMDTY_3,ENTER,,2020-07-17,,352.58832,0
36,2020-07-20,358.49111,,,,,,,,,,,0
37,2020-07-21,360.08362999999997,,,,,,,,,,,0
38,2020-07-22,360.37872,,,,,,,,,,,0
39,2020-07-23,361.8657,,,,,,,,,,,0
40,2020-07-24,363.53157999999996,SLD,-14.0,361.36992,2020-07-24,WEAT US EQUITY_RSC1 COMDTY_3,EXIT,,2020-07-24,,361.36992,0
41,2020-07-27,365.74307999999996,,,,,,,,,,,0
42,2020-07-28,364.38348,,,,,,,,,,,0
43,2020-07-29,368.10528,,,,,,,,,,,0
44,2020-07-30,365.02648000000005,,,,,,,,,,,0
45,2020-07-31,366.31494999999995,,,,,,,,,,,0
46,2020-08-04,368.44356000000005,,,,,,,,,,,0
47,2020-08-05,368.10708,,,,,,,,,,,0
48,2020-08-06,368.03571999999997,,,,,,,,,,,0
49,2020-08-07,365.95529999999997,BOT,14.0,365.7312,2020-08-07,WEAT US EQUITY_RSC1 COMDTY_4,ENTER,,2020-08-07,,365.7312,0
50,2020-08-10,365.83765,,,,,,,,,,,0
51,2020-08-11,363.82280000000003,,,,,,,,,,,0
52,2020-08-12,366.37991999999997,,,,,,,,,,,0
53,2020-08-13,367.28634,,,,,,,,,,,0
54,2020-08-14,365.34528000000006,SLD,-14.0,365.11920000000003,2020-08-14,WEAT US EQUITY_RSC1 COMDTY_4,EXIT,,2020-08-14,,365.11920000000003,0
55,2020-08-17,368.38854000000003,,,,,,,,,,,0
56,2020-08-18,370.46247,,,,,,,,,,,0
57,2020-08-19,369.06948000000006,,,,,,,,,,,0
58,2020-08-20,366.30719999999997,,,,,,,,,,,0
59,2020-08-21,369.00444000000005,BOT,14.0,366.5004,2020-08-21,WEAT US EQUITY_RSC1 COMDTY_5,ENTER,,2020-08-21,,366.5004,0
60,2020-08-24,370.10652,,,,,,,,,,,0
61,2020-08-25,372.669,,,,,,,,,,,0
62,2020-08-26,375.58024,,,,,,,,,,,0
63,2020-08-27,378.76696,,,,,,,,,,,0
64,2020-08-28,380.96303,SLD,-14.0,379.51275999999996,2020-08-28,WEAT US EQUITY_RSC1 COMDTY_5,EXIT,,2020-08-28,,379.51275999999996,0
65,2020-08-31,381.82048,,,,,,,,,,,0
66,2020-09-01,383.49183,,,,,,,,,,,0
67,2020-09-02,385.93275,,,,,,,,,,,0
68,2020-09-03,383.66829,,,,,,,,,,,0
69,2020-09-04,385.63271999999995,,,,,,,,,,,0
70,2020-09-08,385.93386,,,,,,,,,,,0
71,2020-09-09,384.45778,,,,,,,,,,,0
72,2020-09-10,386.37742000000003,,,,,,,,,,,0
73,2020-09-11,392.60312,,,,,,,,,,,0
74,2020-09-14,397.08004,,,,,,,,,,,0
75,2020-09-15,394.99847,,,,,,,,,,,0
76,2020-09-16,402.31576000000007,,,,,,,,,,,0
77,2020-09-17,403.97804999999994,,,,,,,,,,,0
78,2020-09-18,402.30035999999996,BOT,12.0,402.75467999999995,2020-09-18,WEAT US EQUITY_RSC1 COMDTY_6,ENTER,,2020-09-18,,402.75467999999995,0
79,2020-09-21,395.48431999999997,,,,,,,,,,,0
