,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2012-05-02,630.5,,,,,,,,,,,0
1,2012-05-03,633.0,,,,,,,,,,,0
2,2012-05-04,627.0,BOT,8.0,635.25,2012-05-04,WEAT US EQUITY_1KWC2 COMDTY_0,ENTER,,2012-05-04,,635.25,0
3,2012-05-07,631.25,,,,,,,,,,,0
4,2012-05-08,636.0,,,,,,,,,,,0
5,2012-05-09,619.0,,,,,,,,,,,0
6,2012-05-10,617.5,,,,,,,,,,,0
7,2012-05-11,610.0,SLD,-8.0,617.5,2012-05-11,WEAT US EQUITY_1KWC2 COMDTY_0,EXIT,,2012-05-11,,617.5,0
8,2012-05-14,614.5,,,,,,,,,,,0
9,2012-05-15,643.25,,,,,,,,,,,0
10,2012-05-16,671.25,,,,,,,,,,,0
11,2012-05-17,686.5,,,,,,,,,,,0
12,2012-05-18,717.5,,,,,,,,,,,0
13,2012-05-21,728.75,,,,,,,,,,,0
14,2012-05-22,716.5,,,,,,,,,,,0
15,2012-05-23,701.5,,,,,,,,,,,0
16,2012-05-24,702.25,,,,,,,,,,,0
17,2012-05-25,715.0,,,,,,,,,,,0
18,2012-05-29,693.5,,,,,,,,,,,0
19,2012-05-30,694.5,,,,,,,,,,,0
20,2012-05-31,681.0,,,,,,,,,,,0
21,2012-06-01,653.0,,,,,,,,,,,0
22,2012-06-04,671.0,,,,,,,,,,,0
23,2012-06-05,653.5,,,,,,,,,,,0
24,2012-06-06,670.75,,,,,,,,,,,0
25,2012-06-08,672.0,,,,,,,,,,,0
26,2012-06-11,669.0,,,,,,,,,,,0
27,2012-06-12,657.25,,,,,,,,,,,0
28,2012-06-13,657.0,,,,,,,,,,,0
29,2012-06-14,662.0,,,,,,,,,,,0
30,2012-06-15,645.5,,,,,,,,,,,0
31,2012-06-18,666.75,,,,,,,,,,,0
32,2012-06-19,686.5,,,,,,,,,,,0
33,2012-06-20,702.0,,,,,,,,,,,0
34,2012-06-21,698.5,,,,,,,,,,,0
35,2012-06-22,700.5,,,,,,,,,,,0
36,2012-06-25,749.0,,,,,,,,,,,0
37,2012-06-26,751.5,,,,,,,,,,,0
38,2012-06-27,760.0,,,,,,,,,,,0
39,2012-06-28,752.0,,,,,,,,,,,0
40,2012-06-29,756.0,,,,,,,,,,,0
41,2012-07-02,777.0,,,,,,,,,,,0
42,2012-07-03,802.5,,,,,,,,,,,0
43,2012-07-05,843.0,,,,,,,,,,,0
44,2012-07-06,808.5,,,,,,,,,,,0
45,2012-07-09,829.5,,,,,,,,,,,0
46,2012-07-10,822.0,,,,,,,,,,,0
47,2012-07-11,831.0,,,,,,,,,,,0
48,2012-07-12,847.0,,,,,,,,,,,0
49,2012-07-13,851.0,,,,,,,,,,,0
50,2012-07-16,903.0,,,,,,,,,,,0
51,2012-07-17,911.75,,,,,,,,,,,0
52,2012-07-18,924.0,,,,,,,,,,,0
53,2012-07-19,951.0,,,,,,,,,,,0
54,2012-07-20,954.0,,,,,,,,,,,0
55,2012-07-23,929.5,,,,,,,,,,,0
56,2012-07-24,898.0,,,,,,,,,,,0
57,2012-07-25,922.75,,,,,,,,,,,0
58,2012-07-26,910.0,,,,,,,,,,,0
59,2012-07-27,926.5,,,,,,,,,,,0
60,2012-07-30,937.5,,,,,,,,,,,0
61,2012-07-31,913.5,,,,,,,,,,,0
62,2012-08-01,905.5,,,,,,,,,,,0
63,2012-08-02,891.5,,,,,,,,,,,0
64,2012-08-03,917.75,,,,,,,,,,,0
65,2012-08-06,919.0,,,,,,,,,,,0
66,2012-08-07,919.75,,,,,,,,,,,0
67,2012-08-08,927.75,,,,,,,,,,,0
68,2012-08-09,939.0,,,,,,,,,,,0
69,2012-08-10,917.25,,,,,,,,,,,0
70,2012-08-13,892.75,,,,,,,,,,,0
71,2012-08-14,876.75,,,,,,,,,,,0
72,2012-08-15,883.0,,,,,,,,,,,0
73,2012-08-16,897.0,,,,,,,,,,,0
74,2012-08-17,909.75,,,,,,,,,,,0
75,2012-08-20,915.5,,,,,,,,,,,0
