,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2012-05-02,618.25,,,,,,,,,,,0
1,2012-05-03,620.75,,,,,,,,,,,0
2,2012-05-04,613.75,,,,,,,,,,,0
3,2012-05-15,627.5,BOT,8.0,614.0,2012-05-15,WEAT US EQUITY_1KWC1 COMDTY_0,ENTER,,2012-05-15,,614.0,0
4,2012-05-16,656.0,,,,,,,,,,,0
5,2012-05-17,672.0,,,,,,,,,,,0
6,2012-05-18,705.0,SLD,-8.0,670.25,2012-05-18,WEAT US EQUITY_1KWC1 COMDTY_0,EXIT,,2012-05-18,,670.25,0
7,2012-05-21,715.0,,,,,,,,,,,0
8,2012-05-22,701.5,,,,,,,,,,,0
9,2012-05-23,686.5,,,,,,,,,,,0
10,2012-05-24,687.0,,,,,,,,,,,0
11,2012-05-25,700.0,,,,,,,,,,,0
12,2012-05-29,678.0,,,,,,,,,,,0
13,2012-05-30,679.0,,,,,,,,,,,0
14,2012-05-31,665.0,,,,,,,,,,,0
15,2012-06-01,637.0,,,,,,,,,,,0
16,2012-06-04,655.0,,,,,,,,,,,0
17,2012-06-05,638.0,,,,,,,,,,,0
18,2012-06-06,655.0,,,,,,,,,,,0
19,2012-06-08,656.0,,,,,,,,,,,0
20,2012-06-11,653.0,,,,,,,,,,,0
21,2012-06-12,640.75,,,,,,,,,,,0
22,2012-06-13,640.5,,,,,,,,,,,0
23,2012-06-14,646.0,,,,,,,,,,,0
24,2012-06-15,630.0,BOT,8.0,645.0,2012-06-15,WEAT US EQUITY_1KWC1 COMDTY_1,ENTER,,2012-06-15,,645.0,0
25,2012-06-18,650.5,,,,,,,,,,,0
26,2012-06-19,670.0,,,,,,,,,,,0
27,2012-06-20,686.5,,,,,,,,,,,0
28,2012-06-21,683.0,,,,,,,,,,,0
29,2012-06-22,686.0,SLD,-8.0,680.5,2012-06-22,WEAT US EQUITY_1KWC1 COMDTY_1,EXIT,,2012-06-22,,680.5,0
30,2012-06-25,733.0,,,,,,,,,,,0
31,2012-06-26,735.75,,,,,,,,,,,0
32,2012-06-27,744.0,,,,,,,,,,,0
33,2012-06-28,735.0,,,,,,,,,,,0
34,2012-06-29,738.5,,,,,,,,,,,0
35,2012-07-02,759.5,,,,,,,,,,,0
36,2012-07-03,785.0,,,,,,,,,,,0
37,2012-07-05,827.25,,,,,,,,,,,0
38,2012-07-06,789.5,,,,,,,,,,,0
39,2012-07-09,817.5,,,,,,,,,,,0
40,2012-07-10,812.0,,,,,,,,,,,0
41,2012-07-11,821.0,,,,,,,,,,,0
42,2012-07-12,837.0,,,,,,,,,,,0
43,2012-07-13,841.0,,,,,,,,,,,0
44,2012-07-16,884.5,,,,,,,,,,,0
45,2012-07-17,893.0,,,,,,,,,,,0
46,2012-07-18,906.0,,,,,,,,,,,0
47,2012-07-19,938.0,,,,,,,,,,,0
48,2012-07-20,941.0,,,,,,,,,,,0
49,2012-07-23,914.0,,,,,,,,,,,0
50,2012-07-24,880.5,,,,,,,,,,,0
51,2012-07-25,904.0,,,,,,,,,,,0
52,2012-07-26,890.0,,,,,,,,,,,0
53,2012-07-27,906.0,,,,,,,,,,,0
54,2012-07-30,917.0,,,,,,,,,,,0
55,2012-07-31,892.5,,,,,,,,,,,0
56,2012-08-01,884.0,,,,,,,,,,,0
57,2012-08-02,869.0,,,,,,,,,,,0
58,2012-08-03,896.0,BOT,6.0,868.0,2012-08-03,WEAT US EQUITY_1KWC1 COMDTY_2,ENTER,,2012-08-03,,868.0,0
59,2012-08-06,896.0,,,,,,,,,,,0
60,2012-08-07,896.0,,,,,,,,,,,0
61,2012-08-08,903.75,,,,,,,,,,,0
62,2012-08-09,915.0,,,,,,,,,,,0
63,2012-08-10,893.0,BOT,6.0,911.75,2012-08-10,WEAT US EQUITY_1KWC1 COMDTY_3,ENTER,,2012-08-10,,911.75,0
64,2012-08-13,868.0,,,,,,,,,,,0
65,2012-08-14,852.0,,,,,,,,,,,0
66,2012-08-15,858.0,,,,,,,,,,,0
67,2012-08-16,872.5,,,,,,,,,,,0
68,2012-08-17,885.5,BOT,6.0,872.0,2012-08-17,WEAT US EQUITY_1KWC1 COMDTY_4,ENTER,,2012-08-17,,872.0,0
69,2012-08-20,891.0,,,,,,,,,,,0
70,2012-08-21,908.25,,,,,,,,,,,0
71,2012-08-22,905.25,,,,,,,,,,,0
72,2012-08-23,883.0,,,,,,,,,,,0
73,2012-08-24,876.25,BOT,6.0,881.5,2012-08-24,WEAT US EQUITY_1KWC1 COMDTY_5,ENTER,,2012-08-24,,881.5,0
74,2012-08-27,873.0,,,,,,,,,,,0
75,2012-08-28,867.5,,,,,,,,,,,0
76,2012-08-29,896.25,,,,,,,,,,,0
77,2012-08-30,889.75,,,,,,,,,,,0
78,2012-08-31,880.75,SLD,-6.0,889.25,2012-08-31,WEAT US EQUITY_1KWC1 COMDTY_2,EXIT,,2012-08-31,,889.25,0
79,2012-08-31,880.75,SLD,-6.0,889.25,2012-08-31,WEAT US EQUITY_1KWC1 COMDTY_3,EXIT,,2012-08-31,,889.25,0
80,2012-08-31,880.75,SLD,-6.0,889.25,2012-08-31,WEAT US EQUITY_1KWC1 COMDTY_4,EXIT,,2012-08-31,,889.25,0
81,2012-08-31,880.75,SLD,-6.0,889.25,2012-08-31,WEAT US EQUITY_1KWC1 COMDTY_5,EXIT,,2012-08-31,,889.25,0
82,2012-09-04,881.25,,,,,,,,,,,0
83,2012-09-05,863.0,,,,,,,,,,,0
84,2012-09-06,887.5,,,,,,,,,,,0
85,2012-09-07,899.25,,,,,,,,,,,0
86,2012-09-10,884.5,,,,,,,,,,,0
87,2012-09-11,884.0,,,,,,,,,,,0
88,2012-09-12,892.75,,,,,,,,,,,0
89,2012-09-13,903.75,,,,,,,,,,,0
90,2012-09-14,929.0,,,,,,,,,,,0
91,2012-09-17,901.25,,,,,,,,,,,0
92,2012-09-18,889.0,,,,,,,,,,,0
93,2012-09-19,910.0,,,,,,,,,,,0
94,2012-09-20,909.5,,,,,,,,,,,0
95,2012-09-21,926.25,,,,,,,,,,,0
96,2012-09-24,913.25,,,,,,,,,,,0
97,2012-09-25,911.0,,,,,,,,,,,0
98,2012-09-26,894.5,,,,,,,,,,,0
99,2012-09-27,878.25,,,,,,,,,,,0
100,2012-09-28,927.5,,,,,,,,,,,0
101,2012-10-01,907.0,,,,,,,,,,,0
102,2012-10-02,892.25,,,,,,,,,,,0
103,2012-10-03,891.0,,,,,,,,,,,0
104,2012-10-04,886.75,,,,,,,,,,,0
105,2012-10-05,878.75,,,,,,,,,,,0
106,2012-10-08,882.75,,,,,,,,,,,0
107,2012-10-09,888.75,,,,,,,,,,,0
108,2012-10-10,897.5,,,,,,,,,,,0
109,2012-10-11,918.0,,,,,,,,,,,0
110,2012-10-12,890.25,,,,,,,,,,,0
111,2012-10-15,881.25,,,,,,,,,,,0
112,2012-10-16,882.75,,,,,,,,,,,0
113,2012-10-17,894.0,,,,,,,,,,,0
114,2012-10-18,904.75,,,,,,,,,,,0
115,2012-10-19,908.0,,,,,,,,,,,0
116,2012-10-22,915.5,,,,,,,,,,,0
117,2012-10-23,907.75,,,,,,,,,,,0
118,2012-10-24,921.25,,,,,,,,,,,0
119,2012-10-25,914.25,,,,,,,,,,,0
120,2012-10-26,909.25,BOT,5.0,914.5,2012-10-26,WEAT US EQUITY_1KWC1 COMDTY_6,ENTER,,2012-10-26,,914.5,0
121,2012-10-31,904.0,,,,,,,,,,,0
