,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2012-05-02,607.0,,,,,,,,,,,0
1,2012-05-03,608.25,,,,,,,,,,,0
2,2012-05-04,603.75,,,,,,,,,,,0
3,2012-05-07,606.25,,,,,,,,,,,0
4,2012-05-08,609.0,,,,,,,,,,,0
5,2012-05-09,591.25,,,,,,,,,,,0
6,2012-05-10,594.75,,,,,,,,,,,0
7,2012-05-11,592.75,BOT,8.0,593.25,2012-05-11,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2012-05-11,,593.25,0
8,2012-05-14,597.75,,,,,,,,,,,0
9,2012-05-15,608.5,,,,,,,,,,,0
10,2012-05-16,638.75,,,,,,,,,,,0
11,2012-05-17,657.75,,,,,,,,,,,0
12,2012-05-18,695.25,SLD,-8.0,656.75,2012-05-18,WEAT US EQUITY_WC1 COMDTY_0,EXIT,,2012-05-18,,656.75,0
13,2012-05-21,704.0,,,,,,,,,,,0
14,2012-05-22,685.5,,,,,,,,,,,0
15,2012-05-23,665.5,,,,,,,,,,,0
16,2012-05-24,663.0,,,,,,,,,,,0
17,2012-05-25,680.0,BOT,7.0,664.75,2012-05-25,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2012-05-25,,664.75,0
18,2012-05-29,656.75,,,,,,,,,,,0
19,2012-05-30,653.75,,,,,,,,,,,0
20,2012-05-31,643.75,,,,,,,,,,,0
21,2012-06-01,612.25,BOT,8.0,643.5,2012-06-01,WEAT US EQUITY_WC1 COMDTY_2,ENTER,,2012-06-01,,643.5,0
22,2012-06-04,627.75,,,,,,,,,,,0
23,2012-06-05,613.25,,,,,,,,,,,0
24,2012-06-06,624.25,,,,,,,,,,,0
25,2012-06-08,630.25,BOT,8.0,637.5,2012-06-08,WEAT US EQUITY_WC1 COMDTY_3,ENTER,,2012-06-08,,637.5,0
26,2012-06-11,630.5,,,,,,,,,,,0
27,2012-06-12,616.0,,,,,,,,,,,0
28,2012-06-13,616.0,,,,,,,,,,,0
29,2012-06-14,623.5,,,,,,,,,,,0
30,2012-06-15,609.5,BOT,8.0,623.25,2012-06-15,WEAT US EQUITY_WC1 COMDTY_4,ENTER,,2012-06-15,,623.25,0
31,2012-06-18,630.25,,,,,,,,,,,0
32,2012-06-19,649.5,,,,,,,,,,,0
33,2012-06-20,664.0,,,,,,,,,,,0
34,2012-06-21,661.75,,,,,,,,,,,0
35,2012-06-22,673.25,BOT,8.0,659.5,2012-06-22,WEAT US EQUITY_WC1 COMDTY_5,ENTER,,2012-06-22,,659.5,0
36,2012-06-25,724.25,,,,,,,,,,,0
37,2012-06-26,729.0,,,,,,,,,,,0
38,2012-06-27,732.0,,,,,,,,,,,0
39,2012-06-28,726.0,,,,,,,,,,,0
40,2012-06-29,739.0,SLD,-7.0,726.0,2012-06-29,WEAT US EQUITY_WC1 COMDTY_1,EXIT,,2012-06-29,,726.0,0
41,2012-06-29,739.0,SLD,-8.0,726.0,2012-06-29,WEAT US EQUITY_WC1 COMDTY_2,EXIT,,2012-06-29,,726.0,0
42,2012-06-29,739.0,SLD,-8.0,726.0,2012-06-29,WEAT US EQUITY_WC1 COMDTY_3,EXIT,,2012-06-29,,726.0,0
43,2012-06-29,739.0,SLD,-8.0,726.0,2012-06-29,WEAT US EQUITY_WC1 COMDTY_4,EXIT,,2012-06-29,,726.0,0
44,2012-06-29,739.0,SLD,-8.0,726.0,2012-06-29,WEAT US EQUITY_WC1 COMDTY_5,EXIT,,2012-06-29,,726.0,0
45,2012-07-02,754.5,,,,,,,,,,,0
