,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2014-05-01,469.2,,,,,,,,,,,0
1,2014-05-02,480.4,,,,,,,,,,,0
2,2014-05-05,475.6,,,,,,,,,,,0
3,2014-05-06,468.9,,,,,,,,,,,0
4,2014-05-07,470.6,,,,,,,,,,,0
5,2014-05-08,479.9,,,,,,,,,,,0
6,2014-05-09,481.1,BOT,11.0,476.2,2014-05-09,WEAT US EQUITY_RSC2 COMDTY_0,ENTER,,2014-05-09,,476.2,0
7,2014-05-12,484.6,,,,,,,,,,,0
8,2014-05-13,497.2,,,,,,,,,,,0
9,2014-05-14,492.8,,,,,,,,,,,0
10,2014-05-15,480.4,,,,,,,,,,,0
11,2014-05-16,482.2,BOT,10.0,478.8,2014-05-16,WEAT US EQUITY_RSC2 COMDTY_1,ENTER,,2014-05-16,,478.8,0
12,2014-05-20,487.3,,,,,,,,,,,0
13,2014-05-21,491.0,,,,,,,,,,,0
14,2014-05-22,488.9,,,,,,,,,,,0
15,2014-05-23,485.8,SLD,-11.0,488.7,2014-05-23,WEAT US EQUITY_RSC2 COMDTY_0,EXIT,,2014-05-23,,488.7,0
16,2014-05-23,485.8,SLD,-10.0,488.7,2014-05-23,WEAT US EQUITY_RSC2 COMDTY_1,EXIT,,2014-05-23,,488.7,0
17,2014-05-27,462.1,,,,,,,,,,,0
18,2014-05-28,469.8,,,,,,,,,,,0
19,2014-05-29,468.3,,,,,,,,,,,0
20,2014-05-30,464.9,BOT,11.0,468.0,2014-05-30,WEAT US EQUITY_RSC2 COMDTY_2,ENTER,,2014-05-30,,468.0,0
21,2014-06-02,461.4,,,,,,,,,,,0
22,2014-06-03,458.8,,,,,,,,,,,0
23,2014-06-04,463.2,,,,,,,,,,,0
24,2014-06-05,458.6,,,,,,,,,,,0
25,2014-06-06,462.1,BOT,11.0,463.5,2014-06-06,WEAT US EQUITY_RSC2 COMDTY_3,ENTER,,2014-06-06,,463.5,0
26,2014-06-09,463.1,,,,,,,,,,,0
27,2014-06-10,458.7,,,,,,,,,,,0
28,2014-06-11,453.7,,,,,,,,,,,0
29,2014-06-12,450.5,,,,,,,,,,,0
30,2014-06-13,460.6,BOT,11.0,448.0,2014-06-13,WEAT US EQUITY_RSC2 COMDTY_4,ENTER,,2014-06-13,,448.0,0
31,2014-06-16,461.9,,,,,,,,,,,0
32,2014-06-17,457.5,,,,,,,,,,,0
33,2014-06-18,463.2,,,,,,,,,,,0
34,2014-06-19,464.1,,,,,,,,,,,0
35,2014-06-20,461.4,SLD,-11.0,464.8,2014-06-20,WEAT US EQUITY_RSC2 COMDTY_2,EXIT,,2014-06-20,,464.8,0
36,2014-06-20,461.4,SLD,-11.0,464.8,2014-06-20,WEAT US EQUITY_RSC2 COMDTY_3,EXIT,,2014-06-20,,464.8,0
37,2014-06-20,461.4,SLD,-11.0,464.8,2014-06-20,WEAT US EQUITY_RSC2 COMDTY_4,EXIT,,2014-06-20,,464.8,0
38,2014-06-23,464.4,,,,,,,,,,,0
39,2014-06-24,465.7,,,,,,,,,,,0
40,2014-06-25,469.0,,,,,,,,,,,0
41,2014-06-26,470.7,,,,,,,,,,,0
42,2014-06-27,467.4,,,,,,,,,,,0
43,2014-06-30,457.3,,,,,,,,,,,0
44,2014-07-02,450.6,,,,,,,,,,,0
45,2014-07-03,455.9,,,,,,,,,,,0
46,2014-07-07,459.4,,,,,,,,,,,0
47,2014-07-08,462.6,,,,,,,,,,,0
48,2014-07-09,449.1,,,,,,,,,,,0
49,2014-07-10,449.4,,,,,,,,,,,0
50,2014-07-11,439.9,BOT,11.0,449.8,2014-07-11,WEAT US EQUITY_RSC2 COMDTY_6,ENTER,,2014-07-11,,449.8,0
51,2014-07-14,443.4,,,,,,,,,,,0
52,2014-07-15,448.7,,,,,,,,,,,0
53,2014-07-16,453.3,,,,,,,,,,,0
54,2014-07-17,453.4,,,,,,,,,,,0
55,2014-07-18,446.8,SLD,-11.0,452.2,2014-07-18,WEAT US EQUITY_RSC2 COMDTY_6,EXIT,,2014-07-18,,452.2,0
56,2014-07-21,437.2,,,,,,,,,,,0
57,2014-07-22,437.2,,,,,,,,,,,0
58,2014-07-23,441.8,,,,,,,,,,,0
59,2014-07-24,444.4,,,,,,,,,,,0
60,2014-07-25,446.0,BOT,11.0,441.6,2014-07-25,WEAT US EQUITY_RSC2 COMDTY_7,ENTER,,2014-07-25,,441.6,0
61,2014-07-28,451.1,,,,,,,,,,,0
62,2014-07-29,448.3,,,,,,,,,,,0
63,2014-07-30,446.4,,,,,,,,,,,0
64,2014-07-31,445.4,,,,,,,,,,,0
65,2014-08-01,438.4,BOT,11.0,442.6,2014-08-01,WEAT US EQUITY_RSC2 COMDTY_8,ENTER,,2014-08-01,,442.6,0
66,2014-08-05,444.4,,,,,,,,,,,0
67,2014-08-06,446.9,,,,,,,,,,,0
68,2014-08-07,445.9,,,,,,,,,,,0
69,2014-08-08,449.1,SLD,-11.0,442.2,2014-08-08,WEAT US EQUITY_RSC2 COMDTY_7,EXIT,,2014-08-08,,442.2,0
70,2014-08-08,449.1,SLD,-11.0,442.2,2014-08-08,WEAT US EQUITY_RSC2 COMDTY_8,EXIT,,2014-08-08,,442.2,0
71,2014-08-11,443.3,,,,,,,,,,,0
72,2014-08-12,440.4,,,,,,,,,,,0
73,2014-08-13,440.2,,,,,,,,,,,0
74,2014-08-14,437.5,,,,,,,,,,,0
75,2014-08-15,434.1,BOT,11.0,435.0,2014-08-15,WEAT US EQUITY_RSC2 COMDTY_9,ENTER,,2014-08-15,,435.0,0
76,2014-08-18,436.4,,,,,,,,,,,0
77,2014-08-19,431.4,,,,,,,,,,,0
78,2014-08-20,429.3,,,,,,,,,,,0
79,2014-08-21,424.9,,,,,,,,,,,0
80,2014-08-22,423.6,BOT,12.0,423.1,2014-08-22,WEAT US EQUITY_RSC2 COMDTY_10,ENTER,,2014-08-22,,423.1,0
81,2014-08-25,425.8,,,,,,,,,,,0
82,2014-08-26,428.9,,,,,,,,,,,0
83,2014-08-27,427.5,,,,,,,,,,,0
84,2014-08-28,431.0,,,,,,,,,,,0
85,2014-08-29,425.8,SLD,-11.0,431.4,2014-08-29,WEAT US EQUITY_RSC2 COMDTY_9,EXIT,,2014-08-29,,431.4,0
86,2014-08-29,425.8,SLD,-12.0,431.4,2014-08-29,WEAT US EQUITY_RSC2 COMDTY_10,EXIT,,2014-08-29,,431.4,0
87,2014-09-02,430.7,,,,,,,,,,,0
88,2014-09-03,424.2,,,,,,,,,,,0
89,2014-09-04,418.9,,,,,,,,,,,0
90,2014-09-05,427.2,,,,,,,,,,,0
91,2014-09-08,426.2,,,,,,,,,,,0
92,2014-09-09,421.3,,,,,,,,,,,0
93,2014-09-10,419.2,,,,,,,,,,,0
94,2014-09-11,415.8,,,,,,,,,,,0
95,2014-09-12,418.0,BOT,12.0,415.8,2014-09-12,WEAT US EQUITY_RSC2 COMDTY_11,ENTER,,2014-09-12,,415.8,0
96,2014-09-15,420.4,,,,,,,,,,,0
97,2014-09-16,416.9,,,,,,,,,,,0
98,2014-09-17,416.5,,,,,,,,,,,0
99,2014-09-18,412.8,,,,,,,,,,,0
100,2014-09-19,404.5,BOT,12.0,412.2,2014-09-19,WEAT US EQUITY_RSC2 COMDTY_12,ENTER,,2014-09-19,,412.2,0
101,2014-09-22,401.3,,,,,,,,,,,0
102,2014-09-23,403.3,,,,,,,,,,,0
103,2014-09-24,407.1,,,,,,,,,,,0
104,2014-09-25,403.4,,,,,,,,,,,0
105,2014-09-26,402.9,BOT,12.0,403.0,2014-09-26,WEAT US EQUITY_RSC2 COMDTY_13,ENTER,,2014-09-26,,403.0,0
