,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2014-05-01,806.25,,,,,,,,,,,0
1,2014-05-02,831.75,,,,,,,,,,,0
2,2014-05-05,838.75,,,,,,,,,,,0
3,2014-05-06,843.0,,,,,,,,,,,0
4,2014-05-07,836.5,,,,,,,,,,,0
5,2014-05-08,832.5,,,,,,,,,,,0
6,2014-05-09,819.0,BOT,6.0,824.0,2014-05-09,WEAT US EQUITY_1KWC1 COMDTY_0,ENTER,,2014-05-09,,824.0,0
7,2014-05-13,824.25,,,,,,,,,,,0
8,2014-05-15,778.75,,,,,,,,,,,0
9,2014-05-16,767.75,BOT,6.0,778.75,2014-05-16,WEAT US EQUITY_1KWC1 COMDTY_1,ENTER,,2014-05-16,,778.75,0
10,2014-05-19,768.75,,,,,,,,,,,0
11,2014-05-20,768.25,,,,,,,,,,,0
12,2014-05-21,761.5,,,,,,,,,,,0
13,2014-05-22,751.75,,,,,,,,,,,0
14,2014-05-23,745.0,BOT,7.0,752.0,2014-05-23,WEAT US EQUITY_1KWC1 COMDTY_2,ENTER,,2014-05-23,,752.0,0
15,2014-05-27,738.25,,,,,,,,,,,0
16,2014-05-28,736.0,,,,,,,,,,,0
17,2014-05-29,730.5,,,,,,,,,,,0
18,2014-05-30,723.0,BOT,7.0,731.0,2014-05-30,WEAT US EQUITY_1KWC1 COMDTY_3,ENTER,,2014-05-30,,731.0,0
19,2014-06-02,718.75,,,,,,,,,,,0
20,2014-06-03,707.75,,,,,,,,,,,0
21,2014-06-04,713.5,,,,,,,,,,,0
22,2014-06-05,714.0,,,,,,,,,,,0
23,2014-06-06,735.5,SLD,-6.0,715.0,2014-06-06,WEAT US EQUITY_1KWC1 COMDTY_0,EXIT,,2014-06-06,,715.0,0
24,2014-06-06,735.5,SLD,-6.0,715.0,2014-06-06,WEAT US EQUITY_1KWC1 COMDTY_1,EXIT,,2014-06-06,,715.0,0
25,2014-06-06,735.5,SLD,-7.0,715.0,2014-06-06,WEAT US EQUITY_1KWC1 COMDTY_2,EXIT,,2014-06-06,,715.0,0
26,2014-06-06,735.5,SLD,-7.0,715.0,2014-06-06,WEAT US EQUITY_1KWC1 COMDTY_3,EXIT,,2014-06-06,,715.0,0
27,2014-06-09,733.75,,,,,,,,,,,0
28,2014-06-10,726.0,,,,,,,,,,,0
29,2014-06-11,704.25,,,,,,,,,,,0
30,2014-06-12,705.5,,,,,,,,,,,0
31,2014-06-13,713.25,BOT,7.0,706.25,2014-06-13,WEAT US EQUITY_1KWC1 COMDTY_4,ENTER,,2014-06-13,,706.25,0
32,2014-06-16,708.25,,,,,,,,,,,0
33,2014-06-17,712.5,,,,,,,,,,,0
34,2014-06-18,727.75,,,,,,,,,,,0
35,2014-06-19,729.25,,,,,,,,,,,0
36,2014-06-20,720.75,SLD,-7.0,729.0,2014-06-20,WEAT US EQUITY_1KWC1 COMDTY_4,EXIT,,2014-06-20,,729.0,0
37,2014-06-23,714.0,,,,,,,,,,,0
38,2014-06-24,705.5,,,,,,,,,,,0
39,2014-06-25,714.0,,,,,,,,,,,0
40,2014-06-26,721.0,,,,,,,,,,,0
41,2014-06-27,726.0,,,,,,,,,,,0
42,2014-06-30,710.5,,,,,,,,,,,0
43,2014-07-01,700.0,,,,,,,,,,,0
44,2014-07-02,683.0,,,,,,,,,,,0
45,2014-07-03,697.0,,,,,,,,,,,0
46,2014-07-07,678.5,,,,,,,,,,,0
47,2014-07-08,675.0,,,,,,,,,,,0
48,2014-07-09,660.75,,,,,,,,,,,0
49,2014-07-10,655.5,,,,,,,,,,,0
50,2014-07-11,634.25,,,,,,,,,,,0
51,2014-07-14,652.5,,,,,,,,,,,0
52,2014-07-15,639.0,,,,,,,,,,,0
53,2014-07-16,637.25,,,,,,,,,,,0
54,2014-07-17,649.0,,,,,,,,,,,0
55,2014-07-18,633.75,,,,,,,,,,,0
56,2014-07-21,628.0,,,,,,,,,,,0
57,2014-07-22,621.25,,,,,,,,,,,0
58,2014-07-23,623.5,,,,,,,,,,,0
59,2014-07-24,620.5,,,,,,,,,,,0
60,2014-07-25,631.25,,,,,,,,,,,0
61,2014-07-28,625.5,,,,,,,,,,,0
62,2014-07-29,611.5,,,,,,,,,,,0
63,2014-07-30,617.0,,,,,,,,,,,0
64,2014-07-31,625.75,,,,,,,,,,,0
65,2014-08-01,632.75,,,,,,,,,,,0
66,2014-08-04,638.5,,,,,,,,,,,0
67,2014-08-05,642.75,,,,,,,,,,,0
68,2014-08-06,656.25,,,,,,,,,,,0
69,2014-08-07,646.25,,,,,,,,,,,0
70,2014-08-08,629.25,BOT,8.0,646.0,2014-08-08,WEAT US EQUITY_1KWC1 COMDTY_6,ENTER,,2014-08-08,,646.0,0
71,2014-08-11,623.75,,,,,,,,,,,0
72,2014-08-12,613.25,,,,,,,,,,,0
73,2014-08-13,604.0,,,,,,,,,,,0
74,2014-08-14,608.0,,,,,,,,,,,0
75,2014-08-15,619.75,SLD,-8.0,607.0,2014-08-15,WEAT US EQUITY_1KWC1 COMDTY_6,EXIT,,2014-08-15,,607.0,0
76,2014-08-18,617.75,,,,,,,,,,,0
77,2014-08-19,624.5,,,,,,,,,,,0
78,2014-08-20,618.75,,,,,,,,,,,0
79,2014-08-21,622.0,,,,,,,,,,,0
80,2014-08-22,633.5,,,,,,,,,,,0
81,2014-08-25,622.75,,,,,,,,,,,0
82,2014-08-26,621.0,,,,,,,,,,,0
83,2014-08-27,628.0,,,,,,,,,,,0
84,2014-08-28,635.0,,,,,,,,,,,0
85,2014-08-29,626.25,BOT,8.0,632.25,2014-08-29,WEAT US EQUITY_1KWC1 COMDTY_7,ENTER,,2014-08-29,,632.25,0
86,2014-09-02,617.5,,,,,,,,,,,0
87,2014-09-03,600.75,,,,,,,,,,,0
88,2014-09-04,608.25,,,,,,,,,,,0
89,2014-09-05,619.75,SLD,-8.0,618.5,2014-09-05,WEAT US EQUITY_1KWC1 COMDTY_7,EXIT,,2014-09-05,,618.5,0
90,2014-09-08,625.0,,,,,,,,,,,0
91,2014-09-09,613.0,,,,,,,,,,,0
92,2014-09-10,605.25,,,,,,,,,,,0
93,2014-09-11,595.75,,,,,,,,,,,0
94,2014-09-12,572.25,BOT,8.0,595.0,2014-09-12,WEAT US EQUITY_1KWC1 COMDTY_8,ENTER,,2014-09-12,,595.0,0
95,2014-09-15,586.25,,,,,,,,,,,0
96,2014-09-16,583.25,,,,,,,,,,,0
97,2014-09-17,582.25,,,,,,,,,,,0
98,2014-09-18,569.75,,,,,,,,,,,0
99,2014-09-19,560.25,SLD,-8.0,568.25,2014-09-19,WEAT US EQUITY_1KWC1 COMDTY_8,EXIT,,2014-09-19,,568.25,0
100,2014-09-22,560.25,,,,,,,,,,,0
101,2014-09-23,562.0,,,,,,,,,,,0
102,2014-09-24,564.25,,,,,,,,,,,0
103,2014-09-25,564.25,,,,,,,,,,,0
104,2014-09-26,563.75,,,,,,,,,,,0
105,2014-09-29,566.5,,,,,,,,,,,0
106,2014-09-30,558.0,,,,,,,,,,,0
107,2014-10-01,557.5,,,,,,,,,,,0
108,2014-10-02,561.5,,,,,,,,,,,0
109,2014-10-03,568.0,BOT,9.0,562.5,2014-10-03,WEAT US EQUITY_1KWC1 COMDTY_9,ENTER,,2014-10-03,,562.5,0
110,2014-10-06,575.5,,,,,,,,,,,0
111,2014-10-07,588.25,,,,,,,,,,,0
112,2014-10-08,586.5,,,,,,,,,,,0
113,2014-10-09,572.75,,,,,,,,,,,0
114,2014-10-10,577.75,SLD,-9.0,572.0,2014-10-10,WEAT US EQUITY_1KWC1 COMDTY_9,EXIT,,2014-10-10,,572.0,0
115,2014-10-13,584.25,,,,,,,,,,,0
116,2014-10-14,590.25,,,,,,,,,,,0
117,2014-10-15,592.0,,,,,,,,,,,0
118,2014-10-16,605.0,,,,,,,,,,,0
119,2014-10-17,601.75,,,,,,,,,,,0
120,2014-10-20,601.0,,,,,,,,,,,0
121,2014-10-21,602.25,,,,,,,,,,,0
122,2014-10-22,605.25,,,,,,,,,,,0
123,2014-10-23,605.25,,,,,,,,,,,0
124,2014-10-24,593.75,BOT,8.0,603.75,2014-10-24,WEAT US EQUITY_1KWC1 COMDTY_10,ENTER,,2014-10-24,,603.75,0
125,2014-10-27,594.75,,,,,,,,,,,0
126,2014-10-28,602.0,,,,,,,,,,,0
127,2014-10-29,606.5,,,,,,,,,,,0
128,2014-10-30,602.0,,,,,,,,,,,0
129,2014-10-31,593.75,SLD,-8.0,601.25,2014-10-31,WEAT US EQUITY_1KWC1 COMDTY_10,EXIT,,2014-10-31,,601.25,0
