Date,pxs,total_return,realized_return
2017-05-01,465.75,0.0,0.0
2017-05-02,467.75,0.0,0.0
2017-05-03,463.25,0.0,0.0
2017-05-04,444.5,0.0,0.0
2017-05-05,450.0,0.00121,0.0
2017-05-08,444.25,-0.001265,0.0
2017-05-09,438.75,-0.00121,0.0
2017-05-10,439.25,0.00011,0.0
2017-05-11,440.75,0.00033,0.0
2017-05-12,439.25,-0.00077,0.0
2017-05-15,445.5,0.00275,0.0
2017-05-16,441.75,-0.00165,0.0
2017-05-17,443.75,0.00088,0.0
2017-05-18,443.25,-0.00022,0.0
2017-05-19,455.0,0.00253,2.75e-05
2017-05-19,455.0,-0.00264,2.75e-05
2017-05-22,453.0,0.0,0.0
2017-05-23,448.25,0.0,0.0
2017-05-24,450.5,0.0,0.0
2017-05-25,449.0,0.0,0.0
2017-05-26,455.25,0.001595,0.0
2017-05-30,451.25,-0.00088,0.0
2017-05-31,450.0,-0.000275,0.0
2017-06-01,449.25,-0.000165,0.0
2017-06-02,451.5,0.0011,0.0
2017-06-05,447.75,-0.00165,0.0
2017-06-06,455.75,0.00352,0.0
2017-06-07,463.0,0.00319,0.0
2017-06-08,470.75,0.00341,0.0
2017-06-09,469.25,-0.000715,0.0045375
2017-06-09,469.25,-5.5e-05,0.0045375
2017-06-12,460.5,0.0,0.0
2017-06-13,474.25,0.0,0.0
2017-06-14,475.0,0.0,0.0
2017-06-15,483.25,0.0,0.0
2017-06-16,491.5,0.00176,0.0
2017-06-19,490.75,-0.000165,0.0
2017-06-20,492.25,0.00033,0.0
2017-06-21,485.5,-0.001485,0.0
2017-06-22,485.75,5.5e-05,0.0
2017-06-23,482.5,-0.001315,0.0
2017-06-26,471.5,-0.00462,0.0
2017-06-27,475.75,0.001785,0.0
2017-06-28,480.25,0.00189,0.0
2017-06-29,499.5,0.008085,0.0
2017-06-30,529.5,0.00589,0.003200476190476188
2017-06-30,529.5,-0.0061,0.002909523809523819
2017-07-03,559.5,0.0,0.0
2017-07-05,569.5,0.0,0.0
2017-07-06,546.5,0.0,0.0
2017-07-07,543.0,-0.000495,0.0
2017-07-10,557.25,0.002565,0.0
2017-07-11,557.5,4.5e-05,0.0
2017-07-12,544.0,-0.00243,0.0
2017-07-13,515.5,-0.00513,0.0
2017-07-14,513.5,-0.000855,0.0
2017-07-17,532.75,0.00693,0.0
2017-07-18,529.25,-0.00126,0.0
2017-07-19,526.75,-0.0009,0.0
2017-07-20,530.25,0.00126,0.0
2017-07-21,522.75,-0.00126,-4.5e-05
2017-07-21,522.75,0.00144,-4.5e-05
2017-07-24,514.5,0.0,0.0
2017-07-25,499.5,0.0,0.0
2017-07-26,502.5,0.0,0.0
2017-07-27,508.0,0.0,0.0
2017-07-28,508.25,5e-05,0.0
2017-07-31,502.0,-0.00125,0.0
2017-08-01,492.75,-0.00185,0.0
2017-08-02,492.0,-0.00015,0.0
2017-08-03,487.5,-0.0009,0.0
2017-08-04,487.25,-0.0001,0.0
2017-08-07,494.5,0.0029,0.0
2017-08-08,487.75,-0.0027,0.0
2017-08-09,491.0,0.0013,0.0
2017-08-10,475.75,-0.0061,0.0
2017-08-11,469.25,-0.0011,-0.0042
2017-08-11,469.25,0.0015,-0.0042
2017-08-14,464.25,0.0,0.0
2017-08-15,454.0,0.0,0.0
2017-08-16,447.0,0.0,0.0
2017-08-17,442.0,0.0,0.0
2017-08-18,442.25,5.5e-05,0.0
2017-08-21,435.75,-0.00143,0.0
2017-08-22,427.0,-0.001925,0.0
2017-08-23,425.75,-0.000275,0.0
2017-08-24,433.25,0.00165,0.0
2017-08-25,432.25,-0.0004,0.0
2017-08-28,425.5,-0.003105,0.0
2017-08-29,426.25,0.000345,0.0
2017-08-30,429.25,0.00138,0.0
2017-08-31,436.25,0.00322,0.0
2017-09-01,438.75,0.000325,-0.0005069565217391266
