Date,pxs,total_return,realized_return
2017-05-01,456.0,0.0,0.0
2017-05-02,454.0,0.0,0.0
2017-05-03,454.0,0.0,0.0
2017-05-04,437.75,0.0,0.0
2017-05-05,442.25,0.0,0.0
2017-05-08,433.5,0.0,0.0
2017-05-09,429.5,0.0,0.0
2017-05-10,431.75,0.0,0.0
2017-05-11,433.75,0.0,0.0
2017-05-12,432.75,-0.00036,0.0
2017-05-15,438.0,0.00126,0.0
2017-05-16,438.25,6e-05,0.0
2017-05-17,440.25,0.00048,0.0
2017-05-18,439.75,-0.00012,0.0
2017-05-19,448.5,-6e-05,0.00126
2017-05-22,448.0,0.0,0.0
2017-05-23,444.0,0.0,0.0
2017-05-24,446.0,0.0,0.0
2017-05-25,444.25,0.0,0.0
2017-05-26,451.25,0.00165,0.0
2017-05-30,444.0,-0.001595,0.0
2017-05-31,443.75,-5.5e-05,0.0
2017-06-01,443.5,-5.5e-05,0.0
2017-06-02,443.75,0.00033,0.0
2017-06-05,443.75,0.0,0.0
2017-06-06,450.25,0.00286,0.0
2017-06-07,459.25,0.00396,0.0
2017-06-08,463.25,0.00176,0.0
2017-06-09,460.0,-0.00077,0.0043725
2017-06-09,460.0,0.00066,0.0043725
2017-06-12,448.5,0.0,0.0
2017-06-13,459.25,0.0,0.0
2017-06-14,457.25,0.0,0.0
2017-06-15,469.0,0.0,0.0
2017-06-16,481.5,0.0,0.0
2017-06-19,483.0,0.0,0.0
2017-06-20,487.75,0.0,0.0
2017-06-21,479.5,0.0,0.0
2017-06-22,475.25,0.0,0.0
2017-06-23,473.5,-0.0008,0.0
2017-06-26,465.5,-0.0016,0.0
2017-06-27,469.0,0.0007,0.0
2017-06-28,473.0,0.0008,0.0
2017-06-29,496.0,0.0046,0.0
2017-06-30,526.0,0.0,0.0037
2017-07-03,555.0,0.0,0.0
2017-07-05,560.0,0.0,0.0
2017-07-06,539.0,0.0,0.0
2017-07-07,535.0,0.0,0.0
2017-07-10,550.0,0.0,0.0
2017-07-11,553.0,0.0,0.0
2017-07-12,537.0,0.0,0.0
2017-07-13,511.75,0.0,0.0
2017-07-14,510.75,-0.000315,0.0
2017-07-17,530.25,0.00351,0.0
2017-07-18,526.75,-0.00063,0.0
2017-07-19,526.75,0.0,0.0
2017-07-20,529.25,0.00045,0.0
2017-07-21,522.5,0.000225,0.00324
2017-07-24,513.5,0.0,0.0
2017-07-25,499.0,0.0,0.0
2017-07-26,502.75,0.0,0.0
2017-07-27,504.75,0.0,0.0
2017-07-28,506.0,0.0001,0.0
2017-07-31,499.75,-0.00125,0.0
2017-08-01,487.75,-0.0024,0.0
2017-08-02,487.75,0.0,0.0
2017-08-03,485.0,-0.00055,0.0
2017-08-04,482.5,-0.0011,0.0
2017-08-07,490.75,0.0033,0.0
2017-08-08,484.0,-0.0027,0.0
2017-08-09,486.75,0.0011,0.0
2017-08-10,468.75,-0.0072,0.0
2017-08-11,467.0,-0.0011,0.0
2017-08-14,467.75,0.00045,0.0
2017-08-15,456.0,-0.00705,0.0
2017-08-16,447.0,-0.0054,0.0
2017-08-17,440.75,-0.00375,0.0
2017-08-18,442.5,0.001435,0.0
2017-08-21,437.0,-0.00451,0.0
2017-08-22,429.0,-0.00656,0.0
2017-08-23,430.0,0.00082,0.0
2017-08-24,434.5,0.00369,0.0
2017-08-25,435.25,0.000795,0.0
2017-08-28,428.0,-0.007685,0.0
2017-08-29,429.75,0.001855,0.0
2017-08-30,429.75,0.0,0.0
2017-08-31,434.5,0.005035,0.0
2017-09-01,438.75,0.005525,0.0
2017-09-05,443.0,0.005525,0.0
2017-09-06,445.75,0.003575,0.0
2017-09-07,437.25,-0.01105,0.0
2017-09-08,437.75,0.00087,0.0
2017-09-11,434.75,-0.00456,0.0
2017-09-12,442.0,0.01102,0.0
2017-09-13,443.25,0.0019,0.0
2017-09-14,443.0,-0.00038,0.0
2017-09-15,468.0,0.03705,0.0013855263157894683
2017-09-15,468.0,-0.00095,0.0013855263157894796
2017-09-15,468.0,-0.00095,0.0013855263157894796
2017-09-15,468.0,-0.001045,0.0015240789473684277
2017-09-15,468.0,-0.00114,0.0016626315789473756
2017-09-15,468.0,-0.00114,0.0016626315789473756
2017-09-15,468.0,-0.001045,0.00152407894736844
2017-09-18,463.75,0.0,0.0
2017-09-19,464.0,0.0,0.0
2017-09-20,469.75,0.0,0.0
2017-09-21,472.0,0.0,0.0
2017-09-22,469.5,0.0,0.0
2017-09-25,473.75,0.0,0.0
2017-09-26,473.5,0.0,0.0
2017-09-27,480.75,0.0,0.0
2017-09-28,474.25,0.0,0.0
2017-09-29,466.5,-0.0016,0.0
2017-10-02,463.25,-0.00065,0.0
2017-10-03,465.5,0.00045,0.0
2017-10-04,460.5,-0.001,0.0
2017-10-05,459.5,-0.0002,0.0
2017-10-06,462.75,0.001365,0.0
2017-10-09,456.0,-0.002835,0.0
2017-10-10,455.25,-0.000315,0.0
2017-10-11,452.25,-0.00126,0.0
2017-10-12,449.5,-0.001155,0.0
2017-10-13,458.0,0.005385,0.0
2017-10-16,455.0,-0.00192,0.0
2017-10-17,453.75,-0.0008,0.0
2017-10-18,449.25,-0.00288,0.0
2017-10-19,451.25,0.00128,0.0
2017-10-20,444.5,-0.00586,0.0
2017-10-23,455.0,0.00903,0.0
2017-10-24,456.0,0.00086,0.0
2017-10-25,453.75,-0.001935,0.0
2017-10-26,450.25,-0.00301,0.0
2017-10-27,445.25,-0.005125,0.0
2017-10-30,443.0,-0.00243,0.0
2017-10-31,436.0,-0.00756,0.0
