Unnamed: 0,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission,ticker,position,totalcost,averagecost,investment_mv,dividend,unrealized_gl,totalmv,end_capital,start_capital,cashflow,win,loss,realized_before_commission,realized_return_pertrade,realized_gl,total_gl,dailyreturn,holding,total_percent_gl,dailyreturn_percent,dailyreturn_realized_percent
0,2017-05-01,465.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
1,2017-05-02,467.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
2,2017-05-03,463.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
3,2017-05-04,444.5,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,0.0,0.0,0.0,0.0,0,0.0,50000.0,50000.0,50000.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
4,2017-05-05,450.0,BOT,11.0,444.5,2017-05-05,WEAT US EQUITY_1KWC2 COMDTY_0,ENTER,,2017-05-05,,444.5,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,11.0,4889.5,444.5,4950.0,0,60.5,50060.5,45110.5,50000.0,-4889.5,0,0,0.0,0.0,0.0,60.5,60.5,1,0.00121,0.00121,0.0
5,2017-05-08,444.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,11.0,4889.5,444.5,4886.75,0,-2.75,49997.25,45110.5,45110.5,0.0,0,0,0.0,0.0,0.0,-2.75,-63.25,1,-5.5e-05,-0.001265,0.0
6,2017-05-09,438.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,11.0,4889.5,444.5,4826.25,0,-63.25,49936.75,45110.5,45110.5,0.0,0,0,0.0,0.0,0.0,-63.25,-60.5,1,-0.001265,-0.00121,0.0
7,2017-05-10,439.25,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,11.0,4889.5,444.5,4831.75,0,-57.75,49942.25,45110.5,45110.5,0.0,0,0,0.0,0.0,0.0,-57.75,5.5,1,-0.001155,0.00011,0.0
8,2017-05-11,440.75,,,,,,,,,,,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,11.0,4889.5,444.5,4848.25,0,-41.25,49958.75,45110.5,45110.5,0.0,0,0,0.0,0.0,0.0,-41.25,16.5,1,-0.000825,0.00033,0.0
9,2017-05-12,439.25,BOT,11.0,441.25,2017-05-12,WEAT US EQUITY_1KWC2 COMDTY_1,ENTER,,2017-05-12,,441.25,0,./Chagoi_wheat_futures_2017-05-01_2017-10-31/signal_only_7WEAT US EQUITY/tradelog/WEAT US EQUITY_1KWC2 COMDTY.csv,22.0,9743.25,442.875,9663.5,0,-79.75,49920.25,40256.75,45110.5,-4853.75,0,0,0.0,0.0,0.0,-79.75,-38.5,1,-0.001595,-0.00077,0.0
