,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2019-05-01,512.0,,,,,,,,,,,0
1,2019-05-02,520.75,,,,,,,,,,,0
2,2019-05-03,515.0,,,,,,,,,,,0
3,2019-05-06,514.25,,,,,,,,,,,0
4,2019-05-07,521.75,,,,,,,,,,,0
5,2019-05-08,520.5,,,,,,,,,,,0
6,2019-05-09,517.25,,,,,,,,,,,0
7,2019-05-10,517.0,,,,,,,,,,,0
8,2019-05-13,518.0,,,,,,,,,,,0
9,2019-05-14,523.25,,,,,,,,,,,0
10,2019-05-15,524.5,,,,,,,,,,,0
11,2019-05-16,535.75,,,,,,,,,,,0
12,2019-05-17,536.75,BOT,10.0,537.25,2019-05-17,WEAT US EQUITY_MWEC2 COMDTY_0,ENTER,,2019-05-17,,537.25,0
13,2019-05-20,552.5,,,,,,,,,,,0
14,2019-05-21,552.0,,,,,,,,,,,0
15,2019-05-22,552.0,,,,,,,,,,,0
16,2019-05-23,542.25,,,,,,,,,,,0
17,2019-05-24,555.0,BOT,9.0,543.0,2019-05-24,WEAT US EQUITY_MWEC2 COMDTY_1,ENTER,,2019-05-24,,543.0,0
18,2019-05-28,564.75,,,,,,,,,,,0
19,2019-05-29,556.75,,,,,,,,,,,0
20,2019-05-30,572.0,,,,,,,,,,,0
21,2019-05-31,561.0,SLD,-10.0,572.0,2019-05-31,WEAT US EQUITY_MWEC2 COMDTY_0,EXIT,,2019-05-31,,572.0,0
22,2019-05-31,561.0,SLD,-9.0,572.0,2019-05-31,WEAT US EQUITY_MWEC2 COMDTY_1,EXIT,,2019-05-31,,572.0,0
23,2019-06-03,572.75,,,,,,,,,,,0
24,2019-06-04,570.0,,,,,,,,,,,0
25,2019-06-05,556.75,,,,,,,,,,,0
26,2019-06-06,574.25,,,,,,,,,,,0
27,2019-06-07,577.25,,,,,,,,,,,0
28,2019-06-10,577.5,,,,,,,,,,,0
29,2019-06-11,578.0,,,,,,,,,,,0
30,2019-06-12,573.0,,,,,,,,,,,0
