,Date,closeprice,Side,Shares,Price,executeddate,modelref,OrderRef,ordertime,exetime,ordercanceltime,OrderPrice,commission
0,2019-05-01,425.0,,,,,,,,,,,0
1,2019-05-02,433.25,,,,,,,,,,,0
2,2019-05-03,428.0,BOT,12.0,427.5,2019-05-03,WEAT US EQUITY_WC1 COMDTY_0,ENTER,,2019-05-03,,427.5,0
3,2019-05-06,428.0,,,,,,,,,,,0
4,2019-05-07,430.5,,,,,,,,,,,0
5,2019-05-08,431.25,,,,,,,,,,,0
6,2019-05-09,421.75,,,,,,,,,,,0
7,2019-05-10,419.0,BOT,12.0,420.5,2019-05-10,WEAT US EQUITY_WC1 COMDTY_1,ENTER,,2019-05-10,,420.5,0
8,2019-05-13,431.25,,,,,,,,,,,0
9,2019-05-15,448.75,,,,,,,,,,,0
10,2019-05-16,467.0,,,,,,,,,,,0
11,2019-05-17,465.0,BOT,11.0,469.0,2019-05-17,WEAT US EQUITY_WC1 COMDTY_2,ENTER,,2019-05-17,,469.0,0
12,2019-05-20,478.25,,,,,,,,,,,0
13,2019-05-21,478.75,,,,,,,,,,,0
14,2019-05-22,472.75,,,,,,,,,,,0
15,2019-05-23,470.25,,,,,,,,,,,0
16,2019-05-24,489.5,SLD,-12.0,469.75,2019-05-24,WEAT US EQUITY_WC1 COMDTY_0,EXIT,,2019-05-24,,469.75,0
17,2019-05-24,489.5,SLD,-12.0,469.75,2019-05-24,WEAT US EQUITY_WC1 COMDTY_1,EXIT,,2019-05-24,,469.75,0
18,2019-05-24,489.5,SLD,-11.0,469.75,2019-05-24,WEAT US EQUITY_WC1 COMDTY_2,EXIT,,2019-05-24,,469.75,0
19,2019-05-28,504.75,,,,,,,,,,,0
20,2019-05-29,490.5,,,,,,,,,,,0
21,2019-05-30,514.5,,,,,,,,,,,0
22,2019-05-31,503.0,,,,,,,,,,,0
23,2019-06-03,519.75,,,,,,,,,,,0
24,2019-06-04,507.25,,,,,,,,,,,0
25,2019-06-05,490.75,,,,,,,,,,,0
