Date,pxs,total_return,realized_return
2013-05-01,782.25,0.0,0.0
2013-05-02,790.75,0.0,0.0
2013-05-03,778.0,0.0,0.0
2013-05-06,756.75,0.0,0.0
2013-05-07,758.0,0.0,0.0
2013-05-08,760.25,0.0,0.0
2013-05-09,779.25,0.0,0.0
2013-05-10,758.75,-0.002415,0.0
2013-05-13,766.5,0.001085,0.0
2013-05-14,767.0,7e-05,0.0
2013-05-15,759.25,-0.001085,0.0
2013-05-16,751.5,-0.001085,0.0
2013-05-17,744.25,7e-05,-0.00336
2013-05-20,750.25,0.0,0.0
2013-05-21,745.5,0.0,0.0
2013-05-22,751.0,0.0,0.0
2013-05-23,761.5,0.0,0.0
2013-05-24,752.75,0.0,0.0
2013-05-28,751.75,0.0,0.0
2013-05-29,756.25,0.0,0.0
2013-05-30,755.25,0.0,0.0
2013-05-31,760.0,0.0,0.0
2013-06-03,760.5,0.0,0.0
2013-06-04,759.75,0.0,0.0
2013-06-05,751.25,0.0,0.0
2013-06-06,746.0,0.0,0.0
2013-06-07,742.75,-0.000455,0.0
2013-06-10,732.5,-0.001435,0.0
2013-06-11,735.25,0.000385,0.0
2013-06-12,720.75,-0.00203,0.0
2013-06-13,723.75,0.00042,0.0
2013-06-14,715.5,-0.002345,0.0
2013-06-17,715.75,7e-05,0.0
2013-06-18,721.5,0.00161,0.0
2013-06-19,740.5,0.00532,0.0
2013-06-20,738.0,-0.0007,0.0
2013-06-21,736.0,-0.00028,0.00042
2013-06-21,736.0,0.00028,0.00042
2013-06-24,719.0,0.0,0.0
2013-06-25,713.25,0.0,0.0
2013-06-26,706.0,0.0,0.0
2013-06-27,702.0,0.0,0.0
2013-06-28,691.0,0.0,0.0
2013-07-01,690.75,0.0,0.0
2013-07-02,690.75,0.0,0.0
2013-07-03,694.5,0.0,0.0
2013-07-05,685.75,-0.00168,0.0
2013-07-08,689.0,0.000455,0.0
2013-07-09,703.75,0.002065,0.0
2013-07-10,709.0,0.000735,0.0
2013-07-11,708.5,-7e-05,0.0
2013-07-12,708.5,0.0,0.001505
2013-07-15,718.0,0.0,0.0
2013-07-16,720.25,0.0,0.0
2013-07-17,719.0,0.0,0.0
2013-07-18,716.0,0.0,0.0
2013-07-19,717.5,0.0,0.0
2013-07-22,714.75,0.0,0.0
2013-07-23,710.25,0.0,0.0
2013-07-24,706.25,0.0,0.0
2013-07-25,702.0,0.0,0.0
2013-07-26,701.25,3.5e-05,0.0
2013-07-29,700.75,-7e-05,0.0
2013-07-30,708.25,0.00105,0.0
2013-07-31,717.0,0.001225,0.0
2013-08-01,718.0,0.00014,0.0
2013-08-02,718.75,-3.5e-05,0.002345
2013-08-05,707.25,0.0,0.0
2013-08-06,712.25,0.0,0.0
2013-08-07,707.5,0.0,0.0
2013-08-08,706.75,0.0,0.0
2013-08-09,703.5,-0.000385,0.0
2013-08-12,706.75,0.000455,0.0
2013-08-13,702.0,-0.000665,0.0
2013-08-14,703.0,0.00014,0.0
2013-08-15,706.25,0.000455,0.0
2013-08-16,702.25,-0.000175,-0.000175
2013-08-19,707.25,0.0,0.0
2013-08-20,699.25,0.0,0.0
2013-08-21,701.75,0.0,0.0
2013-08-22,695.0,0.0,0.0
2013-08-23,697.25,0.000385,0.0
2013-08-26,713.25,0.00224,0.0
2013-08-27,711.0,-0.000315,0.0
2013-08-28,710.25,-0.000105,0.0
2013-08-29,703.25,-0.00098,0.0
2013-08-30,703.5,7e-05,0.001295
2013-09-03,699.0,0.0,0.0
2013-09-04,698.0,0.0,0.0
2013-09-05,689.25,0.0,0.0
2013-09-06,695.5,0.000875,0.0
2013-09-09,688.5,-0.00098,0.0
2013-09-10,694.75,0.000875,0.0
2013-09-11,694.75,0.0,0.0
2013-09-12,701.75,0.00098,0.0
2013-09-13,692.0,-0.000105,0.001645
2013-09-16,696.0,0.0,0.0
2013-09-17,696.5,0.0,0.0
2013-09-18,698.5,0.0,0.0
2013-09-19,707.0,0.0,0.0
2013-09-20,697.25,0.0,0.0
2013-09-23,701.75,0.0,0.0
2013-09-24,707.25,0.0,0.0
2013-09-25,719.25,0.0,0.0
2013-09-26,729.0,0.0,0.0
2013-09-27,733.0,0.0,0.0
2013-09-30,740.25,0.0,0.0
2013-10-01,742.75,0.0,0.0
2013-10-02,750.25,0.0,0.0
2013-10-03,753.5,0.0,0.0
2013-10-04,749.5,0.0,0.0
2013-10-07,756.0,0.0,0.0
2013-10-08,759.0,0.0,0.0
2013-10-09,758.0,0.0,0.0
2013-10-10,755.0,0.0,0.0
2013-10-11,759.0,0.0,0.0
2013-10-14,759.0,0.0,0.0
2013-10-15,753.75,0.0,0.0
2013-10-16,743.25,0.0,0.0
2013-10-17,748.0,0.0,0.0
2013-10-18,766.25,0.0,0.0
2013-10-21,760.5,0.0,0.0
2013-10-22,765.0,0.0,0.0
2013-10-23,769.5,0.0,0.0
2013-10-24,763.5,0.0,0.0
2013-10-25,759.0,0.0,0.0
2013-10-28,751.5,0.0,0.0
2013-10-29,752.75,0.0,0.0
2013-10-30,748.75,0.0,0.0
2013-10-31,742.25,0.0,0.0
