,PX_HIGH,PX_LAST,PX_OPEN,PX_LOW,PX_VOLUME,TR.TSVWAP,date,dates,pxs,totalcost,end_capital,investment_mv,unrealized_gl,realized_gl,total_gl,dailyreturn,win,loss,realized_before_commission,realized_return_pertrade,holding,long_mv,short_mv,cashflow,net_mv,gross_mv,dailyreturn_realized_percent,dailyreturn_total_percent,realized_return,total_return
0,19.5,19.15,19.5,18.9101,20929.0,19.173,2013-05-01,2013-05-01,19.15,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,19.34,19.25,19.34,19.1399,6154.0,19.2503,2013-05-02,2013-05-02,19.25,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,19.4,19.132,19.4,19.0549,8713.0,19.2164,2013-05-03,2013-05-03,19.132,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
3,19.0,18.6501,19.0,18.5635,13887.0,18.6981,2013-05-06,2013-05-06,18.6501,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
4,18.84,18.83,18.66,18.5748,15325.0,18.6615,2013-05-07,2013-05-07,18.83,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,18.789,18.7524,18.71,18.6,4616.0,18.7144,2013-05-08,2013-05-08,18.7524,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,19.34,19.17,18.836,18.836,29668.0,19.2013,2013-05-09,2013-05-09,19.17,0.0,150000.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,19.18,18.769,19.18,18.4,29338.0,18.6939,2013-05-10,2013-05-10,18.769,5432.0,94568.0,5311.25,-120.75,0.0,-120.75,-120.75,0,0,0.0,0.0,1,5311.25,0.0,-5432.0,5311.25,5311.25,0.0,-0.039391604019135974,0.0,-0.039391604019135974
8,19.07,18.878,19.07,18.7499,11185.0,18.8788,2013-05-13,2013-05-13,18.878,5432.0,144568.0,5365.5,-66.5,0.0,-66.5,54.25,0,0,0.0,0.0,1,5365.5,0.0,0.0,5365.5,5365.5,0.0,0.017697677168017612,0.0,0.017697677168017612
9,19.24,19.24,18.76,18.685,7705.0,19.0376,2013-05-14,2013-05-14,19.24,5432.0,94568.0,5369.0,-63.0,0.0,-63.0,3.5,0,0,0.0,0.0,1,5369.0,0.0,0.0,5369.0,5369.0,0.0,0.0011417856237430717,0.0,0.0011417856237430717
10,19.26,18.47,19.26,18.47,17384.0,18.7236,2013-05-15,2013-05-15,18.47,5432.0,144568.0,5314.75,-117.25,0.0,-117.25,-54.25,0,0,0.0,0.0,1,5314.75,0.0,0.0,5314.75,5314.75,0.0,-0.017697677168017612,0.0,-0.017697677168017612
11,18.46,18.35,18.42,18.25,8841.0,18.3284,2013-05-16,2013-05-16,18.35,5432.0,144568.0,5260.5,-171.5,0.0,-171.5,-54.25,0,0,0.0,0.0,1,5260.5,0.0,0.0,5260.5,5260.5,0.0,-0.017697677168017612,0.0,-0.017697677168017612
12,18.32,18.2,18.32,18.02,11140.0,18.1204,2013-05-17,2013-05-17,18.2,5215.0,144617.0,5160.75,-54.25,-168.0,-222.25,-50.75,0,1,-168.0,-0.030927835051546393,1,5160.75,0.0,49.0,5160.75,5160.75,-0.05480570993966744,-0.01655589154427454,-0.05480570993966744,-0.01655589154427454
13,18.31,18.31,18.2,17.75,24055.0,18.1336,2013-05-20,2013-05-20,18.31,5215.0,144617.0,5215.0,0.0,0.0,0.0,54.25,0,0,0.0,0.0,1,5215.0,0.0,0.0,5215.0,5215.0,0.0,0.017697677168017612,0.0,0.017697677168017612
14,18.09,18.07,18.09,17.8601,23486.0,17.9873,2013-05-21,2013-05-21,18.07,5215.0,144617.0,5169.5,-45.5,0.0,-45.5,-45.5,0,0,0.0,0.0,1,5169.5,0.0,0.0,5169.5,5169.5,0.0,-0.014843213108659933,0.0,-0.014843213108659933
15,18.42,18.33,18.37,18.09,31507.0,18.32,2013-05-22,2013-05-22,18.33,5215.0,144617.0,5202.75,-12.25,0.0,-12.25,33.25,0,0,0.0,0.0,1,5202.75,0.0,0.0,5202.75,5202.75,0.0,0.010846963425559181,0.0,0.010846963425559181
16,18.635,18.635,18.49,18.28,3000.0,18.4497,2013-05-23,2013-05-23,18.635,5215.0,144617.0,5281.5,66.5,0.0,66.5,78.75,0,0,0.0,0.0,1,5281.5,0.0,0.0,5281.5,5281.5,0.0,0.025690176534219112,0.0,0.025690176534219112
17,18.54,18.34,18.54,18.32,31345.0,18.3915,2013-05-24,2013-05-24,18.34,0.0,149902.0,0.0,0.0,70.0,70.0,3.5,1,0,70.0,0.013422818791946308,0,0.0,0.0,5285.0,0.0,0.0,0.022835712474861432,0.0011417856237430717,0.022835712474861432,0.0011417856237430717
18,18.6,18.48,18.54,18.25,10165.0,18.4266,2013-05-28,2013-05-28,18.48,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,18.76,18.76,18.69,18.36,18399.0,18.5847,2013-05-29,2013-05-29,18.76,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,18.65,18.54,18.44,18.27,19245.0,18.5318,2013-05-30,2013-05-30,18.54,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,18.88,18.85,18.74,18.4301,34210.0,18.7639,2013-05-31,2013-05-31,18.85,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,19.04,19.04,19.0,18.411,25860.0,18.8537,2013-06-03,2013-06-03,19.04,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
23,19.1,18.99,19.1,18.7035,63854.0,18.8659,2013-06-04,2013-06-04,18.99,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,18.7776,18.62,18.74,18.56,27862.0,18.6612,2013-06-05,2013-06-05,18.62,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,18.91,18.679,18.91,18.43,35246.0,18.5728,2013-06-06,2013-06-06,18.679,0.0,149902.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
